rowkey,trade_time,id,is_risk,login_time
246396,2015-02-17 22:37:41,1321,0,
246558,2015-02-17 23:08:47,1321,0,
247254,2015-02-18 08:04:33,1321,0,
247255,2015-02-18 08:04:49,1321,0,
282813,2015-02-24 09:46:25,1321,0,
337277,2015-03-06 08:06:03,1321,0,
397422,2015-03-17 11:09:32,1396,0,
397455,2015-03-17 11:13:39,1396,0,
411046,2015-03-20 11:36:51,1396,0,
21620,2015-01-04 18:12:43,1407,0,
21775,2015-01-04 18:49:21,1407,0,
22005,2015-01-04 19:35:37,1407,0,
3669,2015-01-01 17:41:08,1410,0,
426669,2015-03-23 11:01:46,1460,0,
125428,2015-01-21 13:07:16,1518,0,
8100,2015-01-02 14:02:28,1538,0,
10393,2015-01-02 21:19:20,1538,0,
16567,2015-01-03 21:36:57,1538,0,
71800,2015-01-12 19:17:24,1538,0,
87972,2015-01-15 12:43:26,1538,0,
97471,2015-01-16 21:58:48,1538,0,
150639,2015-01-29 08:40:28,1538,0,
153985,2015-01-30 14:12:39,1538,0,
154613,2015-01-30 18:29:55,1538,0,
187334,2015-02-07 12:49:53,1538,0,
279915,2015-02-23 17:53:11,1538,0,
279917,2015-02-23 17:53:24,1538,0,
279920,2015-02-23 17:53:58,1538,0,
279924,2015-02-23 17:54:55,1538,0,
279961,2015-02-23 18:00:33,1538,0,
371182,2015-03-12 13:08:40,1538,0,
440526,2015-03-26 09:19:28,1538,0,
484181,2015-04-04 14:26:15,1538,0,
574376,2015-04-26 15:49:50,1538,0,
670950,2015-05-18 05:26:55,1538,0,
398930,2015-03-17 16:38:27,1736,0,
18046,2015-01-04 08:58:51,1794,0,
18047,2015-01-04 08:58:52,1794,0,
21885,2015-01-04 19:16:00,1794,0,
381613,2015-03-14 11:37:57,1809,0,
755690,2015-06-03 12:42:58,1921,0,
109357,2015-01-18 17:04:24,1977,0,
114096,2015-01-19 12:51:16,1977,0,
7707,2015-01-02 12:42:51,2019,0,
14604,2015-01-03 15:34:12,2019,0,
245213,2015-02-17 18:40:58,2032,0,
245242,2015-02-17 18:45:07,2032,0,
463083,2015-03-30 14:09:43,2152,0,
122548,2015-01-20 21:09:17,2183,0,
149477,2015-01-28 17:13:41,2183,0,
263512,2015-02-20 23:05:58,2240,0,
282524,2015-02-24 08:48:15,2240,0,
319731,2015-03-02 20:24:36,2240,0,
373609,2015-03-12 20:46:16,2240,0,
414790,2015-03-21 07:06:35,2240,0,
419281,2015-03-21 21:37:06,2240,0,
455953,2015-03-29 07:04:33,2240,0,
496157,2015-04-07 06:19:36,2240,0,
505245,2015-04-09 07:40:43,2240,0,
510225,2015-04-10 09:24:51,2240,0,
511136,2015-04-10 11:17:09,2240,0,
519850,2015-04-11 23:13:52,2240,0,
35781,2015-01-06 22:35:03,2296,0,
97995,2015-01-16 23:10:54,2648,0,
98028,2015-01-16 23:15:55,2648,0,
143742,2015-01-25 23:10:01,2648,0,
184263,2015-02-06 20:33:45,2648,0,
186925,2015-02-07 11:36:19,2648,0,
189092,2015-02-07 18:41:52,2648,0,
192887,2015-02-08 13:17:57,2648,0,
196041,2015-02-09 00:06:16,2648,0,
198234,2015-02-09 12:55:55,2648,0,
199174,2015-02-09 15:46:58,2648,0,
243287,2015-02-17 13:05:07,2648,0,
275901,2015-02-23 00:26:03,2648,0,
279233,2015-02-23 15:39:50,2648,0,
292932,2015-02-26 10:20:28,2648,0,
393527,2015-03-16 14:31:27,2737,0,
11060,2015-01-02 23:04:24,2809,0,
551145,2015-04-19 12:05:19,2857,0,
552087,2015-04-19 15:56:27,2857,0,
552173,2015-04-19 16:16:15,2857,0,
15278,2015-01-03 17:26:12,2877,0,
15393,2015-01-03 17:51:03,2877,0,
22037,2015-01-04 19:39:55,2941,0,
341740,2015-03-06 21:12:02,2941,0,
10838,2015-01-02 22:22:05,2994,0,
89136,2015-01-15 16:43:43,3022,0,
37863,2015-01-07 11:29:22,3255,0,
37873,2015-01-07 11:30:43,3255,0,
655806,2015-05-15 00:16:01,3270,0,
80392,2015-01-14 06:07:55,3278,0,
131834,2015-01-22 20:32:06,3278,0,
2885,2015-01-01 15:01:12,3295,0,
47598,2015-01-09 01:00:34,3295,0,
179726,2015-02-05 23:38:52,3304,0,
182613,2015-02-06 14:41:06,3304,0,
3356,2015-01-01 16:31:30,3348,0,
3385,2015-01-01 16:39:11,3348,0,
96037,2015-01-16 17:58:56,3355,0,
24806,2015-01-05 09:58:48,3440,0,
42543,2015-01-08 09:05:09,3443,0,
765109,2015-06-05 00:08:48,3478,0,
300925,2015-02-27 19:36:06,3520,0,
354984,2015-03-09 09:05:47,3609,0,
355009,2015-03-09 09:11:27,3609,0,
11835,2015-01-03 08:20:32,3662,0,
262695,2015-02-20 21:08:08,3713,0,
679097,2015-05-19 19:59:07,3815,0,
223986,2015-02-14 00:00:32,3853,0,
34701,2015-01-06 19:37:22,3906,0,
34751,2015-01-06 19:46:19,3906,0,
34777,2015-01-06 19:53:01,3906,0,
48088,2015-01-09 08:45:25,3906,0,
72146,2015-01-12 20:19:12,3906,0,
91501,2015-01-15 23:16:15,3906,0,
194269,2015-02-08 17:44:14,3906,0,
135895,2015-01-23 19:40:02,4001,0,
7755,2015-01-02 12:53:31,4083,0,
11015,2015-01-02 22:54:13,4083,0,
29893,2015-01-05 22:57:06,4111,0,
122484,2015-01-20 20:59:24,4111,0,
122539,2015-01-20 21:07:54,4111,0,
131585,2015-01-22 19:33:23,4111,0,
146409,2015-01-26 23:24:54,4111,0,
164831,2015-02-02 21:49:41,4111,0,
247292,2015-02-18 08:18:29,4111,0,
247396,2015-02-18 08:55:11,4111,0,
263396,2015-02-20 22:49:25,4111,0,
3481,2015-01-01 17:02:21,4167,0,
163516,2015-02-02 16:12:51,4167,0,
10359,2015-01-02 21:14:18,4214,0,
55639,2015-01-10 11:55:22,4214,0,
78948,2015-01-13 21:11:57,4214,0,
78985,2015-01-13 21:15:08,4214,0,
21272,2015-01-04 17:05:57,4254,0,
72508,2015-01-12 21:15:51,4254,0,
97268,2015-01-16 21:31:00,4254,0,
18007,2015-01-04 08:51:47,4276,0,
18304,2015-01-04 09:44:31,4276,0,
121754,2015-01-20 18:29:20,4276,0,
307905,2015-02-28 21:50:14,4289,0,
5673,2015-01-02 00:21:06,4394,0,
5810,2015-01-02 01:37:19,4394,0,
6639,2015-01-02 10:05:58,4394,0,
8514,2015-01-02 15:19:18,4488,0,
291399,2015-02-25 22:07:42,4488,0,
408926,2015-03-19 22:11:17,4488,0,
409569,2015-03-20 01:55:08,4488,0,
59791,2015-01-10 23:39:37,4494,0,
653360,2015-05-14 13:34:02,4543,0,
694886,2015-05-23 09:33:12,4543,0,
695162,2015-05-23 10:13:39,4543,0,
31315,2015-01-06 10:01:16,4638,0,
109757,2015-01-18 18:29:19,4673,0,
258020,2015-02-20 08:21:21,4690,0,
527905,2015-04-13 19:16:50,4690,0,
530204,2015-04-14 10:07:59,4690,0,
36695,2015-01-07 07:14:10,4836,0,
361360,2015-03-10 11:53:40,5011,0,
443196,2015-03-26 19:09:46,5011,0,
654055,2015-05-14 16:47:31,5011,0,
657673,2015-05-15 13:37:30,5011,0,
40313,2015-01-07 19:58:53,5021,0,
41931,2015-01-08 00:35:26,5121,0,
66507,2015-01-11 22:07:02,5121,0,
2449,2015-01-01 13:30:48,5165,0,
146518,2015-01-27 00:17:46,5169,0,
190908,2015-02-08 05:59:49,5223,0,
172895,2015-02-04 15:26:00,5380,0,
19130,2015-01-04 11:20:44,5410,0,
19255,2015-01-04 11:38:06,5410,0,
19271,2015-01-04 11:40:43,5410,0,
1403,2015-01-01 10:20:14,5415,0,
4996,2015-01-01 21:59:22,5415,0,
51842,2015-01-09 18:18:08,5415,0,
178481,2015-02-05 18:51:12,5415,0,
258627,2015-02-20 10:02:09,5415,0,
13326,2015-01-03 12:11:47,5551,0,
276011,2015-02-23 01:19:39,5551,0,
276055,2015-02-23 02:07:12,5551,0,
277010,2015-02-23 10:09:13,5551,0,
294977,2015-02-26 17:32:30,5551,0,
303303,2015-02-28 09:34:59,5551,0,
11107,2015-01-02 23:13:28,5553,0,
30023,2015-01-05 23:23:55,5553,0,
45639,2015-01-08 18:46:53,5553,0,
60123,2015-01-11 00:50:47,5553,0,
66545,2015-01-11 22:11:23,5553,0,
128884,2015-01-22 09:20:34,5553,0,
222977,2015-02-13 20:56:12,5553,0,
235058,2015-02-15 22:29:20,5553,0,
245413,2015-02-17 19:20:22,5553,0,
253607,2015-02-19 11:42:03,5553,0,
268333,2015-02-21 19:25:53,5553,0,
349609,2015-03-08 09:49:42,5553,0,
387122,2015-03-15 11:40:01,5553,0,
435172,2015-03-24 23:30:45,5553,0,
454632,2015-03-28 20:49:38,5553,0,
495618,2015-04-06 22:44:17,5553,0,
161052,2015-02-01 21:06:59,5690,0,
505613,2015-04-09 09:47:07,5690,0,
18350,2015-01-04 09:53:03,5759,0,
93732,2015-01-16 12:03:01,5759,0,
113458,2015-01-19 11:13:16,5759,0,
113496,2015-01-19 11:20:10,5759,0,
142474,2015-01-25 15:27:09,5759,0,
165020,2015-02-02 22:25:35,5759,0,
173091,2015-02-04 16:01:05,5759,0,
31471,2015-01-06 10:18:01,5776,0,
44645,2015-01-08 15:33:57,5776,0,
44646,2015-01-08 15:33:59,5776,0,
27078,2015-01-05 14:37:31,5788,0,
37782,2015-01-07 11:18:46,5788,0,
68323,2015-01-12 09:54:09,5788,0,
77048,2015-01-13 15:29:54,5788,0,
84159,2015-01-14 19:25:25,5788,0,
87188,2015-01-15 10:35:08,5788,0,
87511,2015-01-15 11:24:11,5788,0,
92810,2015-01-16 10:05:47,5788,0,
99717,2015-01-17 10:20:44,5788,0,
119628,2015-01-20 11:31:52,5788,0,
124666,2015-01-21 10:33:29,5788,0,
128702,2015-01-22 08:28:14,5788,0,
134674,2015-01-23 13:50:45,5788,0,
251382,2015-02-18 21:46:17,5816,0,
532884,2015-04-14 20:58:48,5839,0,
810169,2015-06-11 09:46:31,5854,0,
10338,2015-01-02 21:11:16,5878,0,
17688,2015-01-04 06:52:32,5878,0,
163743,2015-02-02 17:15:34,5878,0,
166836,2015-02-03 11:50:29,5878,0,
168535,2015-02-03 17:38:30,5878,0,
32270,2015-01-06 12:19:24,5880,0,
326874,2015-03-04 06:16:24,5880,0,
448279,2015-03-27 18:06:20,5880,0,
715592,2015-05-27 13:24:35,6034,0,
715637,2015-05-27 13:33:56,6034,0,
120,2015-01-01 00:13:40,6086,0,
30986,2015-01-06 09:09:42,6086,0,
14223,2015-01-03 14:39:17,6194,0,
449077,2015-03-27 21:10:29,6200,0,
100401,2015-01-17 11:38:08,6234,0,
149501,2015-01-28 17:29:11,6234,0,
149504,2015-01-28 17:30:02,6234,0,
195592,2015-02-08 22:26:43,6234,0,
251372,2015-02-18 21:44:52,6234,0,
257081,2015-02-19 22:47:59,6234,0,
269382,2015-02-21 22:18:51,6234,0,
463854,2015-03-30 16:43:24,6315,0,
9632,2015-01-02 18:57:55,6328,0,
92139,2015-01-16 07:14:31,6335,0,
8742,2015-01-02 16:01:57,6411,0,
131483,2015-01-22 19:05:45,6444,0,
244732,2015-02-17 16:58:47,6452,0,
244735,2015-02-17 16:59:05,6452,0,
60149,2015-01-11 01:00:22,6582,0,
398364,2015-03-17 14:41:26,6582,0,
398406,2015-03-17 14:53:50,6582,0,
19043,2015-01-04 11:08:37,6601,0,
19047,2015-01-04 11:09:06,6601,0,
78332,2015-01-13 19:30:24,6601,0,
281792,2015-02-23 23:20:41,6601,0,
281798,2015-02-23 23:22:38,6601,0,
312712,2015-03-01 17:00:03,6601,0,
63602,2015-01-11 14:50:08,6748,0,
105733,2015-01-18 06:53:26,6748,0,
24405,2015-01-05 09:02:49,6755,0,
36719,2015-01-07 07:24:54,6755,0,
1773,2015-01-01 11:17:58,6790,0,
50976,2015-01-09 15:49:13,6816,0,
50983,2015-01-09 15:49:39,6816,0,
67770,2015-01-12 07:57:58,6816,0,
67799,2015-01-12 08:05:58,6816,0,
112008,2015-01-19 01:24:38,6816,0,
224509,2015-02-14 07:51:52,6816,0,
238116,2015-02-16 14:27:34,6816,0,
238120,2015-02-16 14:28:18,6816,0,
5447,2015-01-01 23:29:49,6894,0,
16739,2015-01-03 22:07:20,7113,0,
40923,2015-01-07 21:34:07,7113,0,
64035,2015-01-11 15:45:20,7129,0,
237208,2015-02-16 11:38:34,7172,0,
18220,2015-01-04 09:32:53,7210,0,
39759,2015-01-07 17:36:40,7210,0,
82031,2015-01-14 12:35:32,7281,0,
42717,2015-01-08 09:46:06,7400,0,
122369,2015-01-20 20:42:01,7400,0,
22394,2015-01-04 20:40:22,7403,0,
200735,2015-02-09 21:03:29,7403,0,
933632,2015-06-27 13:11:24,7445,0,
933866,2015-06-27 14:02:13,7445,0,
234795,2015-02-15 21:39:43,7495,0,
234803,2015-02-15 21:41:02,7495,0,
9251,2015-01-02 17:38:17,7572,0,
21469,2015-01-04 17:44:13,7572,0,
83863,2015-01-14 18:21:01,7572,0,
7709,2015-01-02 12:44:21,7591,0,
7749,2015-01-02 12:52:37,7591,0,
330882,2015-03-04 21:24:29,7654,0,
100724,2015-01-17 12:31:51,7698,0,
88296,2015-01-15 13:42:38,7738,0,
394598,2015-03-16 18:15:35,7738,0,
448989,2015-03-27 20:54:33,7738,0,
547765,2015-04-18 15:16:54,7738,0,
705809,2015-05-25 12:25:29,7738,0,
29460,2015-01-05 21:48:02,7780,0,
11928,2015-01-03 08:46:01,7900,0,
42468,2015-01-08 08:42:16,7900,0,
233579,2015-02-15 17:30:52,7964,0,
22621,2015-01-04 21:18:55,8015,0,
264193,2015-02-21 06:56:11,8019,0,
456162,2015-03-29 08:35:00,8019,0,
535389,2015-04-15 14:24:56,8019,0,
764745,2015-06-04 22:52:33,8019,0,
6683,2015-01-02 10:10:42,8087,0,
53430,2015-01-09 22:55:40,8129,0,
90449,2015-01-15 20:53:44,8280,0,
90474,2015-01-15 20:56:41,8280,0,
98811,2015-01-17 07:41:43,8280,0,
98812,2015-01-17 07:42:33,8280,0,
228575,2015-02-14 19:37:01,8280,0,
253320,2015-02-19 10:54:32,8280,0,
301041,2015-02-27 20:00:43,8280,0,
440261,2015-03-26 07:46:29,8280,0,
440276,2015-03-26 07:55:26,8280,0,
8096,2015-01-02 14:01:20,8471,0,
14355,2015-01-03 14:56:36,8471,0,
9068,2015-01-02 17:01:19,8491,0,
13544,2015-01-03 12:46:03,8491,0,
64891,2015-01-11 17:53:01,8491,0,
87763,2015-01-15 12:02:32,8491,0,
9973,2015-01-02 20:03:45,8544,0,
19258,2015-01-04 11:38:28,8579,0,
26057,2015-01-05 12:16:38,8579,0,
28203,2015-01-05 17:41:12,8579,0,
222688,2015-02-13 20:07:41,8593,0,
66286,2015-01-11 21:40:50,8632,0,
244,2015-01-01 00:35:19,8664,0,
1734,2015-01-01 11:10:27,8664,0,
1823,2015-01-01 11:27:58,8664,0,
1824,2015-01-01 11:28:07,8664,0,
1909,2015-01-01 11:39:58,8664,0,
1927,2015-01-01 11:44:49,8664,0,
1936,2015-01-01 11:47:17,8664,0,
1950,2015-01-01 11:49:08,8664,0,
17961,2015-01-04 08:41:21,8668,0,
119234,2015-01-20 10:35:47,8668,0,
63836,2015-01-11 15:20:13,8677,0,
4644,2015-01-01 21:02:08,8702,0,
69530,2015-01-12 12:40:07,8733,0,
88729,2015-01-15 15:14:49,8733,0,
88750,2015-01-15 15:19:06,8733,0,
160657,2015-02-01 19:21:15,8733,0,
427954,2015-03-23 15:01:48,8733,0,
530992,2015-04-14 12:40:52,8738,0,
32018,2015-01-06 11:34:57,8865,0,
48155,2015-01-09 09:03:24,8865,0,
191512,2015-02-08 09:55:45,8865,0,
212416,2015-02-11 23:54:55,8865,0,
271112,2015-02-22 10:13:45,8865,0,
298425,2015-02-27 11:24:49,8865,0,
303976,2015-02-28 10:51:29,8865,0,
303983,2015-02-28 10:52:44,8865,0,
307579,2015-02-28 21:09:48,8865,0,
76099,2015-01-13 13:01:22,8867,0,
992,2015-01-01 09:07:47,8914,0,
255434,2015-02-19 17:43:26,8914,0,
22468,2015-01-04 20:52:29,9034,0,
15079,2015-01-03 16:53:06,9149,0,
506348,2015-04-09 12:05:11,9154,0,
679083,2015-05-19 19:55:48,9192,0,
74779,2015-01-13 10:03:03,9203,0,
336818,2015-03-06 00:08:19,9337,0,
690826,2015-05-22 12:32:18,9337,0,
19059,2015-01-04 11:10:21,9406,0,
22290,2015-01-04 20:25:13,9406,0,
78716,2015-01-13 20:38:31,9415,0,
20798,2015-01-04 15:56:39,9424,0,
11764,2015-01-03 07:51:32,9494,0,
18490,2015-01-04 10:09:50,9525,0,
478419,2015-04-02 22:48:43,9544,0,
723099,2015-05-29 09:54:21,9679,0,
800067,2015-06-09 21:23:01,9679,0,
38859,2015-01-07 14:29:29,9753,0,
131254,2015-01-22 17:45:43,9805,0,
642,2015-01-01 06:11:03,9876,0,
30540,2015-01-06 04:47:23,9879,0,
107836,2015-01-18 13:07:31,9879,0,
220205,2015-02-13 13:03:50,9879,0,
417318,2015-03-21 15:00:04,9879,0,
460999,2015-03-30 05:39:17,9879,0,
9656,2015-01-02 19:03:59,9884,0,
6873,2015-01-02 10:37:50,9903,0,
62320,2015-01-11 11:46:37,9903,0,
62326,2015-01-11 11:47:15,9903,0,
14492,2015-01-03 15:17:39,9916,0,
20887,2015-01-04 16:08:37,9916,0,
874171,2015-06-18 08:43:19,9950,0,
185590,2015-02-07 07:00:07,9961,0,
52791,2015-01-09 21:09:15,9968,0,
68171,2015-01-12 09:32:22,9968,0,
394295,2015-03-16 17:03:17,9990,0,
435893,2015-03-25 09:16:29,9990,0,
502680,2015-04-08 15:43:55,9990,0,
502681,2015-04-08 15:43:57,9990,0,
551865,2015-04-19 15:06:02,9990,0,
551866,2015-04-19 15:06:04,9990,0,
603239,2015-05-02 21:59:54,9990,0,
702912,2015-05-24 20:44:59,9990,0,
87649,2015-01-15 11:46:26,9996,0,
21891,2015-01-04 19:17:19,10038,0,
21973,2015-01-04 19:28:29,10038,0,
27177,2015-01-05 14:51:40,10040,0,
157599,2015-01-31 19:22:07,10047,0,
14731,2015-01-03 15:51:54,10055,0,
100901,2015-01-17 13:00:39,10182,0,
166377,2015-02-03 10:39:52,10182,0,
187590,2015-02-07 13:46:06,10182,0,
237523,2015-02-16 12:37:19,10182,0,
66403,2015-01-11 21:54:14,10236,0,
82314,2015-01-14 13:28:17,10242,0,
84011,2015-01-14 18:54:07,10242,0,
104970,2015-01-17 23:09:00,10242,0,
147236,2015-01-27 12:53:05,10242,0,
355846,2015-03-09 11:28:28,10296,0,
622600,2015-05-07 18:14:28,10296,0,
674388,2015-05-18 20:00:40,10296,0,
682025,2015-05-20 14:18:28,10296,0,
563662,2015-04-22 21:11:29,10330,0,
44505,2015-01-08 15:07:35,10398,0,
62737,2015-01-11 12:46:20,10398,0,
77675,2015-01-13 17:07:44,10398,0,
89578,2015-01-15 18:11:35,10398,0,
96759,2015-01-16 20:18:52,10398,0,
104075,2015-01-17 21:13:59,10398,0,
107736,2015-01-18 12:52:43,10398,0,
107753,2015-01-18 12:55:00,10398,0,
164043,2015-02-02 18:43:42,10398,0,
167416,2015-02-03 13:56:12,10398,0,
168924,2015-02-03 19:18:34,10398,0,
179733,2015-02-05 23:40:36,10398,0,
194913,2015-02-08 20:15:10,10398,0,
235257,2015-02-15 23:13:13,10398,0,
250146,2015-02-18 17:21:33,10398,0,
289271,2015-02-25 14:07:42,10398,0,
299058,2015-02-27 13:24:42,10398,0,
327182,2015-03-04 08:40:39,10398,0,
331919,2015-03-05 02:36:25,10398,0,
341552,2015-03-06 20:37:50,10398,0,
341556,2015-03-06 20:38:32,10398,0,
345084,2015-03-07 13:09:47,10398,0,
11327,2015-01-03 00:08:15,10459,0,
47504,2015-01-09 00:24:26,10459,0,
48211,2015-01-09 09:15:44,10459,0,
50867,2015-01-09 15:30:11,10459,0,
54428,2015-01-10 09:05:01,10459,0,
147099,2015-01-27 11:37:28,10459,0,
215382,2015-02-12 16:23:21,10459,0,
314661,2015-03-01 22:51:06,10459,0,
340499,2015-03-06 16:49:29,10459,0,
354302,2015-03-08 23:35:14,10459,0,
358900,2015-03-09 21:51:04,10459,0,
366638,2015-03-11 13:19:59,10459,0,
2715,2015-01-01 14:25:06,10492,0,
53029,2015-01-09 21:48:53,10501,0,
110704,2015-01-18 21:15:40,10501,0,
181443,2015-02-06 11:09:46,10501,0,
199110,2015-02-09 15:33:24,10501,0,
644734,2015-05-12 15:21:57,10528,0,
36002,2015-01-06 23:16:21,10560,0,
36003,2015-01-06 23:16:28,10560,0,
243106,2015-02-17 12:30:49,10579,0,
42098,2015-01-08 01:47:14,10665,0,
35101,2015-01-06 20:43:58,10845,0,
23278,2015-01-04 23:05:09,10849,0,
36383,2015-01-07 00:50:08,10849,0,
10792,2015-01-02 22:16:23,10874,0,
753,2015-01-01 07:50:32,10933,0,
754,2015-01-01 07:51:42,10933,0,
27060,2015-01-05 14:34:54,10933,0,
104884,2015-01-17 22:57:51,10956,0,
261360,2015-02-20 16:27:07,11114,0,
46802,2015-01-08 22:06:52,11116,0,
253897,2015-02-19 12:33:42,11116,0,
301817,2015-02-27 22:09:20,11116,0,
232193,2015-02-15 13:39:55,11223,0,
54860,2015-01-10 10:07:52,11235,0,
74316,2015-01-13 08:48:32,11235,0,
93597,2015-01-16 11:40:09,11235,0,
104949,2015-01-17 23:06:42,11235,0,
108980,2015-01-18 16:07:37,11235,0,
243279,2015-02-17 13:04:12,11239,0,
5279,2015-01-01 22:54:11,11275,0,
53944,2015-01-10 01:18:12,11324,0,
21804,2015-01-04 18:56:50,11377,0,
21882,2015-01-04 19:15:47,11377,0,
24010,2015-01-05 07:03:55,11377,0,
24030,2015-01-05 07:16:50,11377,0,
28310,2015-01-05 18:04:08,11377,0,
28446,2015-01-05 18:31:51,11377,0,
83049,2015-01-14 15:53:10,11443,0,
146875,2015-01-27 09:37:04,11443,0,
164499,2015-02-02 20:40:50,11443,0,
3320,2015-01-01 16:22:58,11449,0,
81733,2015-01-14 11:45:23,11458,0,
81755,2015-01-14 11:49:22,11458,0,
110422,2015-01-18 20:36:27,11458,0,
110458,2015-01-18 20:40:20,11458,0,
292948,2015-02-26 10:22:42,11507,0,
901370,2015-06-20 12:24:04,11510,0,
901387,2015-06-20 12:26:06,11510,0,
901438,2015-06-20 12:33:16,11510,0,
7740,2015-01-02 12:51:52,11518,0,
15708,2015-01-03 19:06:00,11518,0,
69757,2015-01-12 13:18:28,11518,0,
77228,2015-01-13 15:55:29,11518,0,
90163,2015-01-15 20:07:27,11518,0,
171695,2015-02-04 11:21:08,11566,0,
559644,2015-04-21 16:47:59,11566,0,
24371,2015-01-05 08:55:36,11716,0,
38802,2015-01-07 14:21:03,11716,0,
4754,2015-01-01 21:18:44,11717,0,
377414,2015-03-13 15:22:52,11748,0,
774880,2015-06-06 13:53:01,11748,0,
775052,2015-06-06 14:18:34,11748,0,
776730,2015-06-06 18:22:55,11748,0,
60263,2015-01-11 02:38:38,12046,0,
194514,2015-02-08 18:45:25,12062,0,
49065,2015-01-09 10:55:52,12084,0,
104008,2015-01-17 21:05:53,12115,0,
48812,2015-01-09 10:28:15,12124,0,
132371,2015-01-22 22:23:10,12138,0,
272011,2015-02-22 12:32:48,12138,0,
785971,2015-06-07 23:56:59,12180,0,
413415,2015-03-20 20:25:46,12194,0,
415905,2015-03-21 10:55:41,12194,0,
417368,2015-03-21 15:09:54,12194,0,
104270,2015-01-17 21:37:26,12431,0,
30658,2015-01-06 07:21:52,12478,0,
184761,2015-02-06 22:02:03,12575,0,
209645,2015-02-11 14:09:27,12575,0,
276235,2015-02-23 07:02:35,12575,0,
390405,2015-03-15 22:18:04,12575,0,
2031,2015-01-01 12:03:26,12649,0,
167679,2015-02-03 14:46:28,12649,0,
167744,2015-02-03 14:59:09,12649,0,
168540,2015-02-03 17:39:21,12649,0,
364886,2015-03-11 01:53:40,12664,0,
364955,2015-03-11 05:00:44,12664,0,
39881,2015-01-07 18:08:02,12695,0,
40008,2015-01-07 18:42:23,12695,0,
59054,2015-01-10 21:37:28,12695,0,
61173,2015-01-11 09:44:40,12695,0,
62253,2015-01-11 11:37:12,12807,0,
18772,2015-01-04 10:42:41,12888,0,
1770,2015-01-01 11:17:10,12976,0,
518684,2015-04-11 19:08:25,12976,0,
14882,2015-01-03 16:14:20,12998,0,
18145,2015-01-04 09:19:18,12998,0,
19909,2015-01-04 13:20:28,12998,0,
71639,2015-01-12 18:47:55,12998,0,
154665,2015-01-30 18:57:54,12998,0,
156269,2015-01-31 11:18:09,12998,0,
34825,2015-01-06 20:00:48,13014,0,
106081,2015-01-18 08:57:17,13014,0,
120389,2015-01-20 13:49:41,13014,0,
135104,2015-01-23 15:31:28,13014,0,
180922,2015-02-06 10:03:40,13014,0,
283459,2015-02-24 11:20:01,13014,0,
3992,2015-01-01 19:04:48,13024,0,
7076,2015-01-02 11:04:08,13036,0,
15667,2015-01-03 18:58:32,13036,0,
32480,2015-01-06 12:53:57,13036,0,
59298,2015-01-10 22:10:59,13036,0,
88099,2015-01-15 13:04:50,13036,0,
104340,2015-01-17 21:48:45,13036,0,
105233,2015-01-18 00:01:19,13036,0,
111698,2015-01-18 23:40:55,13036,0,
130796,2015-01-22 15:36:59,13036,0,
130833,2015-01-22 15:46:47,13036,0,
