id,trade_time,is_risk,log_id,timelong,device,log_from,ip,city,result,timestamp,type,is_scan,is_sec,login_time,trade_log_diff,trade_log_diff_1min,trade_log_diff_2min,trade_log_diff_5min,trade_log_diff_10min,trade_log_diff_15min,trade_log_diff_30min,trade_log_diff_60min,trade_log_diff_120min,trade_log_diff_300min
1052,2015-03-27 15:42:12,0,3.83802529971e+15,9837.0,706099.0,1.0,910195.0,488.0,1.0,1427442074.0,3.0,False,False,2015-03-27 15:41:14,58.0,1,1,1,1,1,1,1,1,1
1075,2015-03-12 02:37:47,1,7.77115480977e+15,5376.0,117780.0,1.0,145270.0,194.0,1.0,1426099019.0,3.0,False,False,2015-03-12 02:36:59,48.0,1,1,1,1,1,1,1,1,1
1086,2015-03-22 23:14:23,0,7.31103249786e+15,42258.0,695814.0,1.0,887628.0,404.0,31.0,1427037204.0,1.0,False,False,2015-03-22 23:13:24,59.0,1,1,1,1,1,1,1,1,1
1086,2015-03-22 23:14:23,0,9.94183989557e+15,48442.0,695814.0,1.0,887628.0,404.0,31.0,1427037211.0,1.0,False,False,2015-03-22 23:13:31,52.0,1,1,1,1,1,1,1,1,1
1086,2015-03-22 23:14:23,0,8.12411820336e+15,51728.0,695814.0,1.0,887628.0,404.0,31.0,1427037214.0,1.0,False,False,2015-03-22 23:13:34,49.0,1,1,1,1,1,1,1,1,1
1086,2015-03-22 23:14:23,0,1.00451959061e+15,56256.0,695814.0,1.0,887628.0,404.0,1.0,1427037218.0,1.0,False,False,2015-03-22 23:13:38,45.0,1,1,1,1,1,1,1,1,1
1099,2015-02-12 19:55:26,0,7.9672683532e+15,36841.0,350123.0,1.0,741161.0,194.0,1.0,1423742094.0,3.0,False,False,2015-02-12 19:54:54,32.0,1,1,1,1,1,1,1,1,1
1099,2015-03-03 16:17:06,0,4.12566323456e+16,8923.0,258623.0,1.0,802580.0,194.0,1.0,1425370584.0,2.0,False,False,2015-03-03 16:16:24,42.0,1,1,1,1,1,1,1,1,1
1282,2015-04-23 14:25:54,1,4.66271663975e+16,5949.0,446558.0,1.0,569669.0,44.0,1.0,1429770320.0,3.0,False,False,2015-04-23 14:25:20,34.0,1,1,1,1,1,1,1,1,1
1291,2015-05-03 13:58:34,1,8.00457446152e+15,6853.0,1062020.0,1.0,693512.0,488.0,31.0,1430632666.0,2.0,False,False,2015-05-03 13:57:46,48.0,1,1,1,1,1,1,1,1,1
1291,2015-05-03 13:58:34,1,1.03099584385e+15,13152.0,1062020.0,1.0,693512.0,488.0,31.0,1430632673.0,2.0,False,False,2015-05-03 13:57:53,41.0,1,1,1,1,1,1,1,1,1
1291,2015-05-03 13:58:34,1,4.9761353408e+14,21498.0,1062020.0,1.0,693512.0,488.0,1.0,1430632681.0,2.0,False,False,2015-05-03 13:58:01,33.0,1,1,1,1,1,1,1,1,1
1304,2015-05-07 08:42:00,0,5.28626190803e+15,7433.0,172765.0,1.0,1507048.0,63.0,1.0,1430959290.0,3.0,False,False,2015-05-07 08:41:30,30.0,1,1,1,1,1,1,1,1,1
1407,2015-02-09 09:44:02,0,2.53576082357e+16,4000.0,861688.0,2.0,66120.0,258.0,1.0,1423446211.0,3.0,False,False,2015-02-09 09:43:31,31.0,1,1,1,1,1,1,1,1,1
1483,2015-06-16 21:40:43,0,1.45194645031e+15,17666.0,124943.0,1.0,877190.0,101.0,1.0,1434462005.0,1.0,False,False,2015-06-16 21:40:05,38.0,1,1,1,1,1,1,1,1,1
1597,2015-02-14 19:23:11,0,2.5902490545e+15,4611.0,776612.0,1.0,525577.0,238.0,1.0,1423912939.0,3.0,False,False,2015-02-14 19:22:19,52.0,1,1,1,1,1,1,1,1,1
1716,2015-06-29 11:18:14,0,7.65492649575e+14,24400.0,327406.0,1.0,683471.0,484.0,1.0,1435547850.0,1.0,False,False,2015-06-29 11:17:30,44.0,1,1,1,1,1,1,1,1,1
1779,2015-01-12 10:26:45,0,1.04512147555e+16,22719.0,354027.0,1.0,1246973.0,115.0,1.0,1421029565.0,3.0,False,False,2015-01-12 10:26:05,40.0,1,1,1,1,1,1,1,1,1
1866,2015-02-22 16:55:25,0,4.45090370801e+15,69764.0,935050.0,1.0,295283.0,418.0,1.0,1424595277.0,1.0,False,False,2015-02-22 16:54:37,48.0,1,1,1,1,1,1,1,1,1
1866,2015-03-10 11:54:15,0,8.05847304972e+15,10268.0,935050.0,1.0,1396789.0,243.0,1.0,1425959601.0,1.0,False,False,2015-03-10 11:53:21,54.0,1,1,1,1,1,1,1,1,1
2154,2015-02-24 16:25:23,0,9.9320850538e+13,9521.0,217834.0,1.0,1246173.0,400.0,1.0,1424766299.0,1.0,False,False,2015-02-24 16:24:59,24.0,1,1,1,1,1,1,1,1,1
2154,2015-02-28 10:06:31,0,8.41817049607e+15,7832.0,217834.0,1.0,309558.0,400.0,1.0,1425089148.0,1.0,False,False,2015-02-28 10:05:48,43.0,1,1,1,1,1,1,1,1,1
2189,2015-04-05 23:14:40,0,6.17546730794e+15,4254.0,801074.0,1.0,952565.0,400.0,1.0,1428246867.0,3.0,False,False,2015-04-05 23:14:27,13.0,1,1,1,1,1,1,1,1,1
2532,2015-03-29 16:05:02,0,5.65544063907e+14,13600.0,675776.0,1.0,568687.0,103.0,1.0,1427616265.0,1.0,False,False,2015-03-29 16:04:25,37.0,1,1,1,1,1,1,1,1,1
2647,2015-02-12 18:48:24,0,5.39776221418e+15,21352.0,476050.0,1.0,1121220.0,21.0,1.0,1423738078.0,1.0,False,False,2015-02-12 18:47:58,26.0,1,1,1,1,1,1,1,1,1
2809,2015-06-17 15:37:11,0,2.14587895456e+16,5.0,575540.0,10.0,266865.0,214.0,1.0,1434526596.0,1.0,True,False,2015-06-17 15:36:36,35.0,1,1,1,1,1,1,1,1,1
2993,2015-03-03 09:48:58,0,5.72680509497e+15,49125.0,453919.0,1.0,264768.0,42.0,1.0,1425347299.0,3.0,False,False,2015-03-03 09:48:19,39.0,1,1,1,1,1,1,1,1,1
3022,2015-04-05 14:17:11,0,6.51235608797e+15,5.0,734029.0,10.0,345213.0,194.0,1.0,1428214605.0,1.0,True,False,2015-04-05 14:16:45,26.0,1,1,1,1,1,1,1,1,1
3419,2015-04-19 09:15:08,0,6.43393251001e+15,9000.0,160817.0,2.0,944773.0,277.0,1.0,1429406055.0,3.0,False,False,2015-04-19 09:14:15,53.0,1,1,1,1,1,1,1,1,1
3453,2015-06-15 22:28:09,0,3.32170893614e+15,4.0,1010904.0,10.0,134001.0,488.0,1.0,1434378430.0,1.0,True,False,2015-06-15 22:27:10,59.0,1,1,1,1,1,1,1,1,1
3457,2015-05-03 10:24:38,0,2.95004558007e+15,12010.0,301506.0,1.0,38951.0,116.0,1.0,1430619839.0,1.0,False,False,2015-05-03 10:23:59,39.0,1,1,1,1,1,1,1,1,1
3476,2015-05-14 21:25:10,1,1.12477428743e+15,10834.0,470951.0,1.0,815049.0,63.0,1.0,1431609851.0,3.0,False,False,2015-05-14 21:24:11,59.0,1,1,1,1,1,1,1,1,1
3530,2015-06-14 14:59:37,0,4.02908320922e+16,7000.0,888114.0,2.0,1351455.0,180.0,1.0,1434265126.0,3.0,False,False,2015-06-14 14:58:46,51.0,1,1,1,1,1,1,1,1,1
3688,2015-02-03 21:55:32,0,3.40000717796e+15,2000.0,931327.0,2.0,702906.0,470.0,1.0,1422971702.0,3.0,False,False,2015-02-03 21:55:02,30.0,1,1,1,1,1,1,1,1,1
3742,2015-03-29 21:22:03,0,1.13490750625e+16,11758.0,820645.0,1.0,583814.0,21.0,1.0,1427635288.0,3.0,False,False,2015-03-29 21:21:28,35.0,1,1,1,1,1,1,1,1,1
3749,2015-01-12 16:47:31,0,5.6453340006e+15,13377.0,464954.0,1.0,774727.0,194.0,31.0,1421052410.0,2.0,False,False,2015-01-12 16:46:50,41.0,1,1,1,1,1,1,1,1,1
3749,2015-01-12 16:47:31,0,5.43796654116e+15,20597.0,464954.0,1.0,774727.0,194.0,1.0,1421052418.0,2.0,False,False,2015-01-12 16:46:58,33.0,1,1,1,1,1,1,1,1,1
3749,2015-02-28 10:05:15,0,3.38876939422e+15,33869.0,55197.0,1.0,1503408.0,194.0,1.0,1425089088.0,2.0,False,False,2015-02-28 10:04:48,27.0,1,1,1,1,1,1,1,1,1
3749,2015-03-30 17:33:50,0,7.9962326656e+15,12337.0,1067567.0,1.0,560642.0,194.0,1.0,1427707995.0,2.0,False,False,2015-03-30 17:33:15,35.0,1,1,1,1,1,1,1,1,1
3858,2015-03-05 18:46:33,0,9.87654658232e+14,8386.0,308389.0,1.0,498679.0,364.0,31.0,1425552339.0,3.0,False,False,2015-03-05 18:45:39,54.0,1,1,1,1,1,1,1,1,1
3858,2015-03-05 18:46:33,0,3.43225962898e+15,12251.0,308389.0,1.0,498679.0,364.0,1.0,1425552343.0,3.0,False,False,2015-03-05 18:45:43,50.0,1,1,1,1,1,1,1,1,1
3858,2015-05-14 19:07:53,0,1.10591205488e+16,3943.0,308389.0,1.0,1095012.0,364.0,1.0,1431601651.0,3.0,False,False,2015-05-14 19:07:31,22.0,1,1,1,1,1,1,1,1,1
3947,2015-01-19 15:03:21,0,6.07953125339e+15,3634.0,746160.0,1.0,1359505.0,44.0,1.0,1421650976.0,1.0,False,False,2015-01-19 15:02:56,25.0,1,1,1,1,1,1,1,1,1
4157,2015-03-12 08:43:32,0,8.33704439372e+15,25007.0,696404.0,1.0,1351839.0,78.0,1.0,1426120963.0,3.0,False,False,2015-03-12 08:42:43,49.0,1,1,1,1,1,1,1,1,1
4157,2015-04-06 08:04:44,0,4.61225352175e+16,6499.0,696404.0,1.0,1101985.0,78.0,31.0,1428278635.0,3.0,False,False,2015-04-06 08:03:55,49.0,1,1,1,1,1,1,1,1,1
4157,2015-04-06 08:04:44,0,8.92312126586e+15,14384.0,696404.0,1.0,1101985.0,78.0,1.0,1428278643.0,3.0,False,False,2015-04-06 08:04:03,41.0,1,1,1,1,1,1,1,1,1
4157,2015-06-22 16:38:36,0,2.96261120508e+16,11703.0,238349.0,1.0,182574.0,364.0,1.0,1434962288.0,3.0,False,False,2015-06-22 16:38:08,28.0,1,1,1,1,1,1,1,1,1
4157,2015-06-24 07:06:13,0,7.68156140927e+15,16963.0,659638.0,1.0,182574.0,364.0,1.0,1435100727.0,3.0,False,False,2015-06-24 07:05:27,46.0,1,1,1,1,1,1,1,1,1
4203,2015-03-13 21:24:03,0,1.70939545359e+16,18572.0,782305.0,1.0,970627.0,194.0,1.0,1426253003.0,3.0,False,False,2015-03-13 21:23:23,40.0,1,1,1,1,1,1,1,1,1
4364,2015-01-14 19:35:37,0,3.50249047148e+15,4000.0,835072.0,2.0,1328551.0,63.0,1.0,1421235295.0,3.0,False,False,2015-01-14 19:34:55,42.0,1,1,1,1,1,1,1,1,1
4524,2015-06-25 02:59:58,1,4.52141188894e+16,7000.0,902783.0,2.0,163682.0,58.0,1.0,1435172352.0,3.0,False,False,2015-06-25 02:59:12,46.0,1,1,1,1,1,1,1,1,1
4619,2015-02-09 10:44:34,0,8.15118609024e+15,3000.0,175338.0,2.0,430461.0,28.0,6.0,1423449838.0,1.0,False,False,2015-02-09 10:43:58,36.0,1,1,1,1,1,1,1,1,1
4619,2015-02-09 10:44:34,0,9.43483860091e+15,0.0,175338.0,2.0,430461.0,28.0,1.0,1423449849.0,1.0,False,False,2015-02-09 10:44:09,25.0,1,1,1,1,1,1,1,1,1
4750,2015-04-05 20:25:38,0,6.75579574204e+15,114639.0,1012265.0,1.0,173451.0,488.0,1.0,1428236679.0,1.0,False,False,2015-04-05 20:24:39,59.0,1,1,1,1,1,1,1,1,1
4836,2015-04-13 11:27:23,0,9.56334536566e+13,14301.0,566355.0,1.0,77366.0,400.0,1.0,1428895600.0,1.0,False,False,2015-04-13 11:26:40,43.0,1,1,1,1,1,1,1,1,1
5084,2015-04-23 20:24:44,1,2.06164972066e+16,34734.0,579269.0,1.0,827451.0,44.0,1.0,1429791838.0,3.0,False,False,2015-04-23 20:23:58,46.0,1,1,1,1,1,1,1,1,1
5223,2015-02-20 05:20:35,0,6.96768008492e+15,6000.0,489636.0,2.0,907392.0,428.0,1.0,1424380778.0,3.0,False,False,2015-02-20 05:19:38,57.0,1,1,1,1,1,1,1,1,1
5231,2015-02-13 12:04:10,0,1.2255832844e+16,48386.0,226251.0,1.0,1315521.0,203.0,1.0,1423800204.0,1.0,False,False,2015-02-13 12:03:24,46.0,1,1,1,1,1,1,1,1,1
5231,2015-05-16 11:35:15,0,2.79475473711e+16,48615.0,391117.0,1.0,1212638.0,203.0,1.0,1431747262.0,1.0,False,False,2015-05-16 11:34:22,53.0,1,1,1,1,1,1,1,1,1
5415,2015-02-23 09:06:21,0,5.87371919687e+14,7000.0,930728.0,2.0,106923.0,238.0,1.0,1424653542.0,2.0,False,False,2015-02-23 09:05:42,39.0,1,1,1,1,1,1,1,1,1
5462,2015-01-14 16:03:51,0,6.49242199362e+15,5322.0,689668.0,1.0,1124420.0,232.0,1.0,1421222618.0,1.0,False,False,2015-01-14 16:03:38,13.0,1,1,1,1,1,1,1,1,1
5462,2015-02-24 18:49:35,0,3.723175699e+16,5416.0,240118.0,1.0,1547032.0,232.0,1.0,1424774963.0,1.0,False,False,2015-02-24 18:49:23,12.0,1,1,1,1,1,1,1,1,1
5462,2015-03-05 21:05:16,0,1.84322675847e+15,5091.0,883868.0,1.0,510867.0,402.0,1.0,1425560704.0,1.0,False,False,2015-03-05 21:05:04,12.0,1,1,1,1,1,1,1,1,1
5462,2015-03-15 13:21:30,0,8.53757262638e+15,2824.0,883868.0,1.0,85337.0,232.0,1.0,1426396855.0,1.0,False,False,2015-03-15 13:20:55,35.0,1,1,1,1,1,1,1,1,1
5555,2015-04-16 20:59:45,0,2.8000559602e+16,5.0,962894.0,10.0,663658.0,194.0,1.0,1429189136.0,1.0,True,False,2015-04-16 20:58:56,49.0,1,1,1,1,1,1,1,1,1
5732,2015-05-11 15:18:08,1,9.61931059947e+15,35431.0,940933.0,1.0,551809.0,364.0,1.0,1431328644.0,3.0,False,False,2015-05-11 15:17:24,44.0,1,1,1,1,1,1,1,1,1
5732,2015-05-11 15:18:10,1,9.61931059947e+15,35431.0,940933.0,1.0,551809.0,364.0,1.0,1431328644.0,3.0,False,False,2015-05-11 15:17:24,46.0,1,1,1,1,1,1,1,1,1
5732,2015-05-11 15:18:15,1,9.61931059947e+15,35431.0,940933.0,1.0,551809.0,364.0,1.0,1431328644.0,3.0,False,False,2015-05-11 15:17:24,51.0,1,1,1,1,1,1,1,1,1
5732,2015-05-11 15:18:16,1,9.61931059947e+15,35431.0,940933.0,1.0,551809.0,364.0,1.0,1431328644.0,3.0,False,False,2015-05-11 15:17:24,52.0,1,1,1,1,1,1,1,1,1
5732,2015-05-11 15:18:18,1,9.61931059947e+15,35431.0,940933.0,1.0,551809.0,364.0,1.0,1431328644.0,3.0,False,False,2015-05-11 15:17:24,54.0,1,1,1,1,1,1,1,1,1
5858,2015-02-09 15:48:41,0,3.38171063792e+16,15564.0,777828.0,1.0,1434613.0,299.0,1.0,1423468078.0,3.0,False,False,2015-02-09 15:47:58,43.0,1,1,1,1,1,1,1,1,1
5899,2015-03-21 21:21:07,0,6.68677862098e+15,9000.0,365505.0,2.0,1400408.0,69.0,1.0,1426944013.0,2.0,False,False,2015-03-21 21:20:13,54.0,1,1,1,1,1,1,1,1,1
5966,2015-01-14 14:46:52,0,5.34514535191e+15,17366.0,1018009.0,1.0,1156112.0,194.0,1.0,1421217961.0,1.0,False,False,2015-01-14 14:46:01,51.0,1,1,1,1,1,1,1,1,1
6049,2015-04-21 13:44:43,0,5.54885739712e+15,1934.0,1054393.0,1.0,245594.0,364.0,1.0,1429595054.0,3.0,False,False,2015-04-21 13:44:14,29.0,1,1,1,1,1,1,1,1,1
6138,2015-01-20 12:04:39,0,8.17705388895e+15,27897.0,822774.0,1.0,508861.0,238.0,31.0,1421726624.0,2.0,False,False,2015-01-20 12:03:44,55.0,1,1,1,1,1,1,1,1,1
6138,2015-01-20 12:04:39,0,5.51683951446e+15,36981.0,822774.0,1.0,508861.0,238.0,1.0,1421726633.0,2.0,False,False,2015-01-20 12:03:53,46.0,1,1,1,1,1,1,1,1,1
6138,2015-04-04 23:37:12,0,2.13360367164e+16,8843.0,358197.0,1.0,925266.0,238.0,1.0,1428161792.0,1.0,False,False,2015-04-04 23:36:32,40.0,1,1,1,1,1,1,1,1,1
6245,2015-01-06 19:29:31,0,9.94533654568e+15,6000.0,592023.0,2.0,1052920.0,63.0,31.0,1420543729.0,3.0,False,False,2015-01-06 19:28:49,42.0,1,1,1,1,1,1,1,1,1
6245,2015-01-06 19:29:31,0,6.05201586972e+15,2000.0,592023.0,2.0,1052920.0,63.0,1.0,1420543734.0,3.0,False,False,2015-01-06 19:28:54,37.0,1,1,1,1,1,1,1,1,1
6315,2015-03-31 07:50:42,0,4.63043818704e+16,46901.0,297696.0,1.0,816030.0,298.0,1.0,1427759388.0,1.0,False,False,2015-03-31 07:49:48,54.0,1,1,1,1,1,1,1,1,1
6315,2015-05-08 16:08:54,0,1.32463226106e+16,13949.0,297696.0,1.0,816030.0,298.0,1.0,1431072479.0,1.0,False,False,2015-05-08 16:07:59,55.0,1,1,1,1,1,1,1,1,1
6410,2015-01-11 19:38:22,0,5.40440050518e+15,126462.0,512188.0,1.0,1092230.0,35.0,1.0,1420976270.0,3.0,False,False,2015-01-11 19:37:50,32.0,1,1,1,1,1,1,1,1,1
6475,2015-05-10 11:44:38,0,8.43640129462e+14,8000.0,63569.0,2.0,860662.0,364.0,1.0,1431229419.0,3.0,False,False,2015-05-10 11:43:39,59.0,1,1,1,1,1,1,1,1,1
6550,2015-03-23 14:03:15,0,2.4032309048e+16,35871.0,46652.0,1.0,471095.0,436.0,1.0,1427090537.0,3.0,False,False,2015-03-23 14:02:17,58.0,1,1,1,1,1,1,1,1,1
6588,2015-01-14 14:10:12,0,4.13844249668e+16,5.0,282372.0,10.0,755845.0,108.0,1.0,1421215769.0,1.0,True,False,2015-01-14 14:09:29,43.0,1,1,1,1,1,1,1,1,1
6588,2015-05-06 11:28:22,0,3.40751771558e+15,5.0,411035.0,10.0,1501732.0,108.0,1.0,1430882854.0,1.0,True,False,2015-05-06 11:27:34,48.0,1,1,1,1,1,1,1,1,1
6725,2015-04-04 19:51:53,0,3.20333099913e+14,17045.0,973863.0,1.0,605837.0,277.0,1.0,1428148256.0,1.0,False,False,2015-04-04 19:50:56,57.0,1,1,1,1,1,1,1,1,1
6725,2015-04-15 00:08:44,0,5.50493516065e+15,10562.0,973863.0,1.0,686619.0,277.0,1.0,1429027669.0,1.0,False,False,2015-04-15 00:07:49,55.0,1,1,1,1,1,1,1,1,1
6892,2015-04-02 01:40:46,1,3.61851660709e+16,6000.0,587678.0,2.0,227350.0,239.0,1.0,1427910001.0,1.0,False,False,2015-04-02 01:40:01,45.0,1,1,1,1,1,1,1,1,1
6892,2015-04-02 01:40:46,1,2.57836798138e+16,3770.0,86544.0,1.0,227350.0,239.0,1.0,1427910038.0,1.0,False,False,2015-04-02 01:40:38,8.0,1,1,1,1,1,1,1,1,1
6988,2015-03-12 15:33:30,0,4.40234252604e+15,82746.0,106496.0,1.0,1446249.0,430.0,1.0,1426145586.0,1.0,False,False,2015-03-12 15:33:06,24.0,1,1,1,1,1,1,1,1,1
6988,2015-03-13 15:57:32,0,7.16814961956e+14,23382.0,106496.0,1.0,1466816.0,58.0,1.0,1426233426.0,1.0,False,False,2015-03-13 15:57:06,26.0,1,1,1,1,1,1,1,1,1
6988,2015-03-21 15:33:31,0,6.08010307475e+15,21098.0,106496.0,1.0,1167782.0,58.0,1.0,1426923183.0,1.0,False,False,2015-03-21 15:33:03,28.0,1,1,1,1,1,1,1,1,1
7201,2015-01-09 15:37:15,0,2.02506497094e+16,4261.0,169816.0,1.0,161224.0,211.0,1.0,1420789001.0,2.0,False,False,2015-01-09 15:36:41,34.0,1,1,1,1,1,1,1,1,1
7210,2015-03-10 17:58:33,0,5.11129068874e+15,156614.0,723724.0,1.0,904035.0,410.0,1.0,1425981468.0,1.0,False,False,2015-03-10 17:57:48,45.0,1,1,1,1,1,1,1,1,1
7210,2015-03-29 15:34:45,0,9.36593676596e+15,9639.0,132642.0,1.0,902663.0,410.0,1.0,1427614438.0,1.0,False,False,2015-03-29 15:33:58,47.0,1,1,1,1,1,1,1,1,1
7269,2015-06-26 15:32:09,0,4.07986915785e+16,4109.0,563825.0,1.0,130205.0,295.0,31.0,1435303874.0,2.0,False,False,2015-06-26 15:31:14,55.0,1,1,1,1,1,1,1,1,1
7269,2015-06-26 15:32:09,0,4.6795632884e+16,9765.0,563825.0,1.0,130205.0,295.0,31.0,1435303879.0,2.0,False,False,2015-06-26 15:31:19,50.0,1,1,1,1,1,1,1,1,1
7269,2015-06-26 15:32:09,0,3.77520286516e+16,13096.0,563825.0,1.0,130205.0,295.0,31.0,1435303883.0,2.0,False,False,2015-06-26 15:31:23,46.0,1,1,1,1,1,1,1,1,1
7269,2015-06-26 15:32:09,0,8.55799251714e+15,16110.0,563825.0,1.0,130205.0,295.0,1.0,1435303886.0,2.0,False,False,2015-06-26 15:31:26,43.0,1,1,1,1,1,1,1,1,1
7337,2015-05-14 22:42:21,1,5.80190497398e+15,6462.0,352508.0,1.0,111744.0,364.0,1.0,1431614493.0,3.0,False,False,2015-05-14 22:41:33,48.0,1,1,1,1,1,1,1,1,1
7376,2015-03-28 14:25:18,0,1.79223041321e+16,16927.0,72522.0,1.0,1198438.0,44.0,31.0,1427523860.0,3.0,False,False,2015-03-28 14:24:20,58.0,1,1,1,1,1,1,1,1,1
7376,2015-03-28 14:25:18,0,6.41446427221e+15,22555.0,72522.0,1.0,1198438.0,44.0,1.0,1427523865.0,3.0,False,False,2015-03-28 14:24:25,53.0,1,1,1,1,1,1,1,1,1
7376,2015-03-28 15:11:22,0,6.11192752639e+15,12036.0,72522.0,1.0,1198438.0,44.0,1.0,1427526626.0,3.0,False,False,2015-03-28 15:10:26,56.0,1,1,1,1,1,1,1,1,1
