rowkey,time,id,is_risk,trade_time_diff
145060,2015-03-03 10:37:58,10946,1,729500.0
153023,2015-03-11 09:26:01,10946,1,686883.0
153049,2015-03-11 11:57:45,10946,1,9104.0
195931,2015-03-11 13:48:27,10946,1,6642.0
167338,2015-03-12 10:47:12,10946,1,75525.0
148772,2015-03-14 21:36:55,10946,1,211783.0
139555,2015-03-20 18:59:18,10946,1,508943.0
148491,2015-03-20 22:47:32,10946,1,13694.0
158306,2015-03-24 10:05:58,10946,1,299906.0
151133,2015-03-26 08:08:50,10946,1,165772.0
148913,2015-03-27 16:03:09,10946,1,114859.0
153020,2015-03-29 19:19:44,10946,1,184595.0
148768,2015-03-31 10:17:47,10946,1,140283.0
150594,2015-04-04 22:25:14,10946,1,389247.0
139477,2015-04-13 05:59:48,10946,1,718474.0
164562,2015-04-20 00:07:32,10946,1,583664.0
157056,2015-04-24 00:25:21,10946,1,346669.0
157054,2015-04-24 00:28:04,10946,1,163.0
175527,2015-04-24 15:59:26,10946,1,55882.0
140771,2015-04-26 00:45:04,10946,1,117938.0
153021,2015-04-30 09:50:58,10946,1,378354.0
148490,2015-05-02 12:57:16,10946,1,183978.0
148461,2015-05-03 11:40:00,10946,1,81764.0
150459,2015-05-04 17:55:43,10946,1,108943.0
150280,2015-05-06 02:47:15,10946,1,118292.0
150458,2015-05-06 09:09:21,10946,1,22926.0
150457,2015-05-06 14:38:31,10946,1,19750.0
195395,2015-05-06 17:13:48,10946,1,9317.0
150460,2015-05-06 18:06:02,10946,1,3134.0
158563,2015-05-08 00:03:53,10946,1,107871.0
150453,2015-05-08 00:23:03,10946,1,1150.0
165046,2015-05-12 14:08:03,10946,1,395100.0
148487,2015-05-15 15:07:16,10946,1,262753.0
148463,2015-05-16 02:23:55,10946,1,40599.0
156604,2015-05-16 14:33:16,10946,1,43761.0
153019,2015-05-17 14:57:52,10946,1,87876.0
148566,2015-05-24 09:18:15,10946,1,584423.0
217644,2015-05-28 11:50:09,10946,1,354714.0
201713,2015-05-28 21:17:40,10946,1,34051.0
158303,2015-05-30 00:48:39,10946,1,99059.0
151636,2015-05-30 20:05:27,10946,1,69408.0
156609,2015-05-31 10:34:34,10946,1,52147.0
158438,2015-06-01 22:29:01,10946,1,129267.0
151631,2015-06-04 18:58:32,10946,1,246571.0
212643,2015-06-05 00:23:28,10946,1,19496.0
140483,2015-06-07 14:11:31,10946,1,222483.0
148441,2015-06-08 02:48:13,10946,1,45402.0
170422,2015-06-09 15:45:41,10946,1,133048.0
212645,2015-06-14 09:48:08,10946,1,410547.0
157913,2015-06-16 11:24:14,10946,1,178566.0
175537,2015-06-18 14:29:31,10946,1,183917.0
148725,2015-06-28 09:58:49,10946,1,847758.0
148570,2015-06-29 14:22:47,10946,1,102238.0
150452,2015-06-29 17:44:58,10946,1,12131.0
201583,2015-06-30 01:25:21,10946,1,27623.0
515007,2015-05-04 15:15:01,11016,1,
515010,2015-05-05 09:35:17,11016,1,66016.0
515029,2015-06-05 16:41:35,11016,1,2703978.0
515023,2015-06-05 16:42:07,11016,1,32.0
515027,2015-06-08 13:28:17,11016,1,247570.0
515033,2015-06-13 17:11:10,11016,1,445373.0
515028,2015-06-13 17:11:12,11016,1,2.0
515035,2015-06-27 17:06:13,11016,1,1209301.0
570204,2015-05-03 12:23:47,11167,1,591533.0
550803,2015-06-15 20:00:34,11167,1,365772.0
768812,2015-02-09 09:22:28,11337,1,
768892,2015-04-05 03:24:51,11337,1,4730543.0
768818,2015-05-21 22:22:48,11337,1,4042677.0
768826,2015-05-23 19:24:22,11337,1,162094.0
768880,2015-06-07 21:42:16,11337,1,1304274.0
408468,2015-05-30 20:07:00,11365,1,
596485,2015-01-20 18:02:15,11439,1,841494.0
646401,2015-02-03 10:01:29,11609,1,
646403,2015-02-05 01:13:01,11609,1,141092.0
646400,2015-06-02 13:18:32,11609,1,10152331.0
568150,2015-06-15 21:46:44,11731,1,880277.0
559132,2015-04-04 17:46:11,11948,1,1806748.0
559134,2015-04-11 19:35:58,11948,1,611387.0
474444,2015-05-04 14:00:35,12119,1,5792830.0
283432,2015-03-21 09:11:04,12282,1,
283437,2015-04-22 15:43:24,12282,1,2788340.0
374782,2015-05-12 09:06:09,12532,1,
612342,2015-03-30 11:28:51,12589,1,6984083.0
584108,2015-03-01 18:03:20,12653,1,
584126,2015-04-14 16:03:09,12653,1,3794389.0
584104,2015-04-21 05:48:01,12653,1,567892.0
584103,2015-04-21 05:48:44,12653,1,43.0
584106,2015-06-11 09:30:53,12653,1,4419729.0
584107,2015-06-18 19:39:12,12653,1,641299.0
341582,2015-06-12 14:49:12,12705,1,
759540,2015-03-17 12:47:33,12936,1,
440897,2015-05-28 10:40:06,13140,1,
639753,2015-01-12 11:14:02,13261,1,
639752,2015-01-24 12:02:02,13261,1,1039680.0
639750,2015-02-16 15:11:45,13261,1,1998583.0
639746,2015-03-08 09:07:47,13261,1,1706162.0
639748,2015-03-21 15:11:19,13261,1,1145012.0
456622,2015-04-12 13:05:51,13594,1,
419825,2015-01-25 16:02:34,13690,1,
419837,2015-02-01 15:33:07,13690,1,603033.0
419782,2015-02-27 11:01:03,13690,1,2230076.0
419955,2015-03-08 13:20:45,13690,1,785982.0
420510,2015-03-15 13:17:06,13690,1,604581.0
419787,2015-03-25 10:14:14,13690,1,853028.0
419791,2015-03-26 11:53:29,13690,1,92355.0
420518,2015-04-11 09:16:42,13690,1,1372993.0
829997,2015-03-01 10:31:05,13850,1,372447.0
855406,2015-04-10 08:43:32,13850,1,3449547.0
855427,2015-06-17 08:25:01,13850,1,5874089.0
145491,2015-01-04 10:03:24,14364,1,
145512,2015-01-10 13:16:14,14364,1,529970.0
145441,2015-02-27 11:17:46,14364,1,4140092.0
145539,2015-02-27 15:07:33,14364,1,13787.0
145501,2015-03-02 17:01:52,14364,1,266059.0
145519,2015-03-06 18:45:17,14364,1,351805.0
145535,2015-03-13 13:36:16,14364,1,586259.0
145542,2015-03-16 12:26:02,14364,1,254986.0
145548,2015-03-24 13:50:40,14364,1,696278.0
145546,2015-03-24 14:21:13,14364,1,1833.0
145469,2015-03-30 08:48:08,14364,1,498415.0
145603,2015-03-30 10:20:26,14364,1,5538.0
145606,2015-03-30 10:20:43,14364,1,17.0
145450,2015-04-10 11:32:01,14364,1,954678.0
145486,2015-05-02 08:06:06,14364,1,1888445.0
145454,2015-06-06 15:14:25,14364,1,3049699.0
145457,2015-06-11 11:15:10,14364,1,417645.0
145530,2015-06-15 13:59:04,14364,1,355434.0
529234,2015-02-20 12:17:54,14778,1,
529233,2015-06-18 21:44:43,14778,1,10229209.0
529232,2015-06-19 19:42:23,14778,1,79060.0
651723,2015-04-27 11:24:51,14896,1,
651718,2015-04-27 11:25:09,14896,1,18.0
636015,2015-03-12 12:06:43,15138,1,183281.0
636018,2015-03-12 12:06:51,15138,1,8.0
636011,2015-03-12 12:06:59,15138,1,8.0
640768,2015-05-05 16:03:52,15138,1,973130.0
308497,2015-01-03 08:56:31,15181,1,
308621,2015-01-08 06:19:59,15181,1,422608.0
308545,2015-02-06 00:06:13,15181,1,2483174.0
308649,2015-02-09 15:24:32,15181,1,314299.0
308521,2015-02-28 10:01:19,15181,1,1622207.0
308358,2015-03-07 12:40:39,15181,1,614360.0
308632,2015-03-25 23:45:12,15181,1,1595073.0
308763,2015-04-13 22:41:38,15181,1,1637786.0
308708,2015-04-15 01:31:56,15181,1,96618.0
308465,2015-05-08 08:20:46,15181,1,2011730.0
308562,2015-05-14 03:18:58,15181,1,500292.0
308332,2015-05-22 08:43:53,15181,1,710695.0
308636,2015-06-01 16:00:12,15181,1,890179.0
308366,2015-06-19 10:28:00,15181,1,1535268.0
308532,2015-06-24 15:31:40,15181,1,450220.0
308589,2015-06-30 11:51:52,15181,1,505212.0
800634,2015-03-24 22:47:24,15355,1,
758749,2015-01-05 10:47:44,15367,1,
459061,2015-03-17 10:15:52,15390,1,
459056,2015-06-10 00:27:26,15390,1,7308694.0
909482,2015-04-10 13:37:41,15412,1,
51114,2015-03-07 09:11:32,15525,1,
51099,2015-03-13 14:18:09,15525,1,261832.0
51438,2015-03-30 21:45:15,15525,1,1495626.0
51103,2015-04-17 12:33:36,15525,1,1522101.0
132975,2015-01-10 20:44:46,15668,1,
144998,2015-01-12 09:24:06,15668,1,131960.0
154878,2015-01-13 21:27:08,15668,1,129782.0
154876,2015-03-06 20:57:27,15668,1,286705.0
154875,2015-03-15 18:20:13,15668,1,768166.0
154874,2015-04-26 20:01:59,15668,1,3634906.0
144968,2015-05-25 16:21:09,15668,1,2492350.0
144970,2015-05-28 09:25:24,15668,1,234255.0
145000,2015-06-01 15:40:26,15668,1,368102.0
144993,2015-06-09 09:34:10,15668,1,669224.0
155445,2015-06-10 23:36:39,15668,1,136949.0
155444,2015-06-14 10:14:48,15668,1,297489.0
144994,2015-06-23 10:18:38,15668,1,777830.0
606849,2015-02-08 14:35:43,15861,1,192389.0
606742,2015-02-18 15:36:30,15861,1,867647.0
606853,2015-04-20 16:35:52,15861,1,3176141.0
606848,2015-04-21 18:45:29,15861,1,13647.0
331136,2015-02-05 09:02:11,15968,1,809380.0
331110,2015-02-16 17:20:13,15968,1,210574.0
331177,2015-02-27 11:55:26,15968,1,930913.0
331357,2015-03-02 14:32:45,15968,1,268639.0
331356,2015-03-03 11:00:04,15968,1,73639.0
331134,2015-03-07 19:29:16,15968,1,376152.0
331130,2015-03-09 07:25:00,15968,1,129344.0
331117,2015-03-25 10:01:02,15968,1,1391762.0
331118,2015-03-26 07:20:47,15968,1,76785.0
331975,2015-04-05 12:54:45,15968,1,884038.0
331355,2015-04-11 17:31:06,15968,1,107856.0
331169,2015-04-27 11:40:24,15968,1,1361358.0
331113,2015-05-13 15:34:31,15968,1,166063.0
331976,2015-05-24 10:17:48,15968,1,771698.0
332076,2015-06-10 17:44:13,15968,1,176877.0
331170,2015-06-20 05:55:43,15968,1,325337.0
331116,2015-06-20 13:05:07,15968,1,25764.0
331109,2015-06-20 16:05:07,15968,1,10800.0
331107,2015-06-28 07:43:08,15968,1,661081.0
337569,2015-01-11 01:46:38,16053,1,
337669,2015-01-16 20:18:59,16053,1,498741.0
337502,2015-04-08 20:48:49,16053,1,7086590.0
337487,2015-05-17 23:24:36,16053,1,3378947.0
337545,2015-05-17 23:28:08,16053,1,212.0
551918,2015-01-20 23:34:41,16140,1,
556070,2015-03-03 23:38:51,16456,1,3320488.0
633269,2015-02-21 12:47:26,16549,1,1037795.0
633270,2015-03-24 13:32:12,16549,1,2681086.0
633271,2015-04-26 05:52:08,16549,1,1505645.0
603050,2015-05-31 18:22:36,16664,1,
380139,2015-04-20 12:31:38,16969,1,
380138,2015-06-14 10:56:25,16969,1,4746287.0
459300,2015-02-17 19:56:20,16989,1,
459305,2015-04-05 11:18:59,16989,1,4029759.0
459308,2015-04-06 19:27:06,16989,1,115687.0
522758,2015-01-12 18:18:37,17291,1,
169576,2015-04-26 18:23:52,17341,1,
499413,2015-02-19 22:04:04,17439,1,
499431,2015-02-26 18:53:30,17439,1,593366.0
447616,2015-03-09 15:00:55,17451,1,1879522.0
427810,2015-04-01 10:27:32,17451,1,1970797.0
378994,2015-03-06 11:12:05,17488,1,
477315,2015-01-06 23:54:18,17756,1,
476518,2015-01-07 07:41:36,17756,1,28038.0
477279,2015-01-21 13:23:08,17756,1,1230092.0
476656,2015-01-24 14:40:05,17756,1,263817.0
477265,2015-02-01 10:29:03,17756,1,676138.0
476823,2015-02-25 13:13:54,17756,1,2083491.0
477149,2015-03-11 08:38:14,17756,1,1193060.0
476545,2015-04-23 11:27:11,17756,1,3725337.0
476951,2015-05-15 20:10:27,17756,1,1932196.0
476492,2015-05-26 11:15:49,17756,1,918322.0
477260,2015-05-29 20:03:38,17756,1,290869.0
368779,2015-06-21 08:56:50,17809,1,
483818,2015-01-24 16:38:52,17906,1,
483832,2015-02-24 09:52:48,17906,1,2654036.0
483811,2015-04-16 01:52:41,17906,1,2741398.0
479911,2015-06-18 12:17:04,17906,1,5480663.0
682268,2015-03-06 11:20:32,18010,1,
682292,2015-05-05 14:15:22,18010,1,5194490.0
555,2015-02-03 17:53:53,18138,1,
566,2015-02-03 17:54:14,18138,1,3.0
560,2015-02-03 20:03:48,18138,1,7774.0
574,2015-03-29 14:59:04,18138,1,1048075.0
576,2015-04-13 22:14:45,18138,1,1322141.0
561,2015-04-19 03:20:39,18138,1,450354.0
557,2015-04-24 14:05:17,18138,1,470678.0
573,2015-05-19 07:18:26,18138,1,2050549.0
563,2015-06-13 16:48:19,18138,1,2194193.0
572,2015-06-24 15:30:56,18138,1,945757.0
571,2015-06-24 23:16:40,18138,1,27944.0
584518,2015-01-11 16:39:38,18357,1,
584050,2015-02-13 10:53:57,18357,1,2830459.0
584517,2015-03-16 12:19:46,18357,1,2683549.0
584519,2015-06-12 16:19:51,18357,1,7617605.0
453443,2015-06-16 22:36:43,18692,1,
571365,2015-01-14 10:58:22,18882,1,
571345,2015-01-16 15:19:24,18882,1,188462.0
571340,2015-02-06 10:44:02,18882,1,1797878.0
571342,2015-02-28 14:42:42,18882,1,1915120.0
571341,2015-03-20 14:15:54,18882,1,1726392.0
571366,2015-03-23 15:20:48,18882,1,263094.0
571346,2015-06-07 09:57:34,18882,1,6547006.0
571364,2015-06-07 10:02:28,18882,1,294.0
351087,2015-01-12 08:05:52,18910,1,
351085,2015-05-02 08:12:37,18910,1,1591602.0
351083,2015-05-09 11:25:57,18910,1,616400.0
351156,2015-06-13 11:06:00,18910,1,927505.0
736213,2015-04-13 08:52:53,18965,1,597121.0
539430,2015-03-20 15:51:37,19226,1,
539574,2015-06-15 16:59:57,19226,1,7520900.0
597533,2015-02-14 10:46:54,19286,1,
597529,2015-02-18 11:04:43,19286,1,346669.0
597610,2015-05-03 21:16:44,19286,1,6430321.0
597557,2015-06-02 10:26:08,19286,1,2552964.0
523022,2015-06-17 21:51:24,19358,1,
76627,2015-01-01 17:35:12,19541,1,
76649,2015-01-07 17:57:21,19541,1,519729.0
76633,2015-01-08 10:04:25,19541,1,58024.0
76637,2015-01-08 13:31:25,19541,1,12420.0
76607,2015-01-09 20:09:13,19541,1,110268.0
76625,2015-01-15 18:46:33,19541,1,513440.0
76642,2015-01-20 08:04:11,19541,1,393458.0
76905,2015-02-13 20:56:28,19541,1,2119937.0
76623,2015-02-24 14:12:55,19541,1,926187.0
76907,2015-02-26 23:34:18,19541,1,206483.0
76626,2015-04-05 11:25:10,19541,1,3239452.0
76643,2015-04-09 12:10:57,19541,1,348347.0
76640,2015-04-20 00:25:24,19541,1,908067.0
76629,2015-04-30 18:30:08,19541,1,929084.0
76631,2015-05-26 11:57:07,19541,1,1370208.0
76612,2015-06-18 09:59:10,19541,1,1980123.0
76614,2015-06-25 13:49:34,19541,1,618624.0
323324,2015-01-20 12:05:07,19613,1,
323223,2015-03-27 19:00:56,19613,1,5727349.0
323147,2015-03-30 17:10:42,19613,1,252586.0
323230,2015-04-30 21:49:14,19613,1,2695112.0
323251,2015-06-02 09:38:24,19613,1,2807350.0
578719,2015-02-09 16:13:20,19762,1,
578721,2015-06-08 09:46:33,19762,1,10258393.0
916175,2015-04-10 04:24:19,19836,1,
915586,2015-05-31 12:18:50,19836,1,1817763.0
919374,2015-06-20 20:15:19,19836,1,1756589.0
915588,2015-06-28 00:23:10,19836,1,619671.0
428153,2015-06-29 00:37:40,19836,1,87270.0
935160,2015-06-07 12:55:55,19971,1,
524732,2015-02-23 21:45:21,20016,1,2015184.0
524730,2015-02-27 15:17:21,20016,1,322320.0
524729,2015-03-22 13:36:11,20016,1,653789.0
524733,2015-03-31 03:17:29,20016,1,175870.0
524728,2015-06-19 13:59:25,20016,1,658525.0
486810,2015-01-09 12:20:51,20048,1,
