Class,SaleDate,saleCount
1515,2015-05-04,0
1515,2015-05-05,0
1515,2015-05-06,0
1515,2015-05-07,0
1516,2015-05-01,0
1516,2015-05-02,0
1516,2015-05-03,0
1516,2015-05-04,0
1516,2015-05-05,0
1516,2015-05-06,0
1516,2015-05-07,0
1517,2015-05-01,1
1517,2015-05-02,2
1517,2015-05-03,1
1517,2015-05-04,2
1517,2015-05-05,2
1517,2015-05-06,2
1517,2015-05-07,1
1518,2015-05-01,4
1518,2015-05-02,3
1518,2015-05-03,5
1518,2015-05-04,6
1518,2015-05-05,4
1518,2015-05-06,8
1518,2015-05-07,5
1519,2015-05-01,1
1519,2015-05-02,1
1519,2015-05-03,1
1519,2015-05-04,1
1519,2015-05-05,1
1519,2015-05-06,1
1519,2015-05-07,0
1521,2015-05-01,6
1521,2015-05-02,6
1521,2015-05-03,8
1521,2015-05-04,8
1521,2015-05-05,7
1521,2015-05-06,9
1521,2015-05-07,6
2001,2015-05-01,1
2001,2015-05-02,1
2001,2015-05-03,1
2001,2015-05-04,2
2001,2015-05-05,1
2001,2015-05-06,2
2001,2015-05-07,2
2002,2015-05-01,1
2002,2015-05-02,1
2002,2015-05-03,1
2002,2015-05-04,1
2002,2015-05-05,1
2002,2015-05-06,1
2002,2015-05-07,1
2003,2015-05-01,0
2003,2015-05-02,0
2003,2015-05-03,0
2003,2015-05-04,0
2003,2015-05-05,0
2003,2015-05-06,1
2003,2015-05-07,0
2004,2015-05-01,0
2004,2015-05-02,0
2004,2015-05-03,0
2004,2015-05-04,0
2004,2015-05-05,0
2004,2015-05-06,0
2004,2015-05-07,0
2005,2015-05-01,2
2005,2015-05-02,2
2005,2015-05-03,1
2005,2015-05-04,3
2005,2015-05-05,3
2005,2015-05-06,3
2005,2015-05-07,2
2006,2015-05-01,2
2006,2015-05-02,2
2006,2015-05-03,2
2006,2015-05-04,4
2006,2015-05-05,4
2006,2015-05-06,4
2006,2015-05-07,3
2007,2015-05-01,1
2007,2015-05-02,1
2007,2015-05-03,1
2007,2015-05-04,2
2007,2015-05-05,1
2007,2015-05-06,1
2007,2015-05-07,1
2008,2015-05-01,2
2008,2015-05-02,2
2008,2015-05-03,1
2008,2015-05-04,4
2008,2015-05-05,4
2008,2015-05-06,5
2008,2015-05-07,3
2009,2015-05-01,2
2009,2015-05-02,2
2009,2015-05-03,2
2009,2015-05-04,3
2009,2015-05-05,3
2009,2015-05-06,3
2009,2015-05-07,2
2010,2015-05-01,1
2010,2015-05-02,1
2010,2015-05-03,0
2010,2015-05-04,0
2010,2015-05-05,0
2010,2015-05-06,0
2010,2015-05-07,0
2011,2015-05-01,4
2011,2015-05-02,5
2011,2015-05-03,5
2011,2015-05-04,6
2011,2015-05-05,6
2011,2015-05-06,16
2011,2015-05-07,2
2012,2015-05-01,0
2012,2015-05-02,0
2012,2015-05-03,0
2012,2015-05-04,0
2012,2015-05-05,0
2012,2015-05-06,0
2012,2015-05-07,0
2013,2015-05-01,2
2013,2015-05-02,2
2013,2015-05-03,2
2013,2015-05-04,3
2013,2015-05-05,3
2013,2015-05-06,3
2013,2015-05-07,3
2014,2015-05-01,4
2014,2015-05-02,4
2014,2015-05-03,4
2014,2015-05-04,5
2014,2015-05-05,4
2014,2015-05-06,6
2014,2015-05-07,4
2015,2015-05-01,1
2015,2015-05-02,1
2015,2015-05-03,1
2015,2015-05-04,1
2015,2015-05-05,1
2015,2015-05-06,1
2015,2015-05-07,1
2101,2015-05-01,0
2101,2015-05-02,0
2101,2015-05-03,0
2101,2015-05-04,0
2101,2015-05-05,0
2101,2015-05-06,0
2101,2015-05-07,0
2102,2015-05-01,0
2102,2015-05-02,0
2102,2015-05-03,0
2102,2015-05-04,0
2102,2015-05-05,0
2102,2015-05-06,0
2102,2015-05-07,0
2103,2015-05-01,0
2103,2015-05-02,0
2103,2015-05-03,0
2103,2015-05-04,0
2103,2015-05-05,0
2103,2015-05-06,0
2103,2015-05-07,0
2104,2015-05-01,0
2104,2015-05-02,0
2104,2015-05-03,0
2104,2015-05-04,0
2104,2015-05-05,0
2104,2015-05-06,0
2104,2015-05-07,0
2105,2015-05-01,1
2105,2015-05-02,1
2105,2015-05-03,1
2105,2015-05-04,1
2105,2015-05-05,1
2105,2015-05-06,1
2105,2015-05-07,1
2106,2015-05-01,0
2106,2015-05-02,0
2106,2015-05-03,0
2106,2015-05-04,0
2106,2015-05-05,0
2106,2015-05-06,0
2106,2015-05-07,0
2107,2015-05-01,0
2107,2015-05-02,0
2107,2015-05-03,0
2107,2015-05-04,0
2107,2015-05-05,0
2107,2015-05-06,0
2107,2015-05-07,0
2201,2015-05-01,8
2201,2015-05-02,11
2201,2015-05-03,8
2201,2015-05-04,11
2201,2015-05-05,10
2201,2015-05-06,14
2201,2015-05-07,8
2202,2015-05-01,5
2202,2015-05-02,6
2202,2015-05-03,6
2202,2015-05-04,7
2202,2015-05-05,6
2202,2015-05-06,9
2202,2015-05-07,2
2203,2015-05-01,9
2203,2015-05-02,9
2203,2015-05-03,8
2203,2015-05-04,9
2203,2015-05-05,9
2203,2015-05-06,10
2203,2015-05-07,7
2204,2015-05-01,2
2204,2015-05-02,3
2204,2015-05-03,2
2204,2015-05-04,4
2204,2015-05-05,4
2204,2015-05-06,4
2204,2015-05-07,3
2205,2015-05-01,4
2205,2015-05-02,5
2205,2015-05-03,4
2205,2015-05-04,6
2205,2015-05-05,6
2205,2015-05-06,7
2205,2015-05-07,4
2206,2015-05-01,3
2206,2015-05-02,4
2206,2015-05-03,3
2206,2015-05-04,5
2206,2015-05-05,5
2206,2015-05-06,6
2206,2015-05-07,4
2207,2015-05-01,3
2207,2015-05-02,4
2207,2015-05-03,3
2207,2015-05-04,4
2207,2015-05-05,4
2207,2015-05-06,5
2207,2015-05-07,3
2208,2015-05-01,1
2208,2015-05-02,1
2208,2015-05-03,1
2208,2015-05-04,1
2208,2015-05-05,1
2208,2015-05-06,2
2208,2015-05-07,1
2209,2015-05-01,1
2209,2015-05-02,1
2209,2015-05-03,1
2209,2015-05-04,2
2209,2015-05-05,2
2209,2015-05-06,2
2209,2015-05-07,1
2210,2015-05-01,1
2210,2015-05-02,2
2210,2015-05-03,2
2210,2015-05-04,2
2210,2015-05-05,2
2210,2015-05-06,2
2210,2015-05-07,1
2211,2015-05-01,0
2211,2015-05-02,0
2211,2015-05-03,0
2211,2015-05-04,0
2211,2015-05-05,0
2211,2015-05-06,0
2211,2015-05-07,0
2212,2015-05-01,1
2212,2015-05-02,1
2212,2015-05-03,1
2212,2015-05-04,1
2212,2015-05-05,1
2212,2015-05-06,1
2212,2015-05-07,1
2301,2015-05-01,1
2301,2015-05-02,1
2301,2015-05-03,1
2301,2015-05-04,1
2301,2015-05-05,1
2301,2015-05-06,1
2301,2015-05-07,1
2302,2015-05-01,1
2302,2015-05-02,1
2302,2015-05-03,1
2302,2015-05-04,0
2302,2015-05-05,0
2302,2015-05-06,0
2302,2015-05-07,0
2303,2015-05-01,1
2303,2015-05-02,1
2303,2015-05-03,1
2303,2015-05-04,2
2303,2015-05-05,2
2303,2015-05-06,1
2303,2015-05-07,1
2304,2015-05-01,0
2304,2015-05-02,0
2304,2015-05-03,0
2304,2015-05-04,0
2304,2015-05-05,0
2304,2015-05-06,0
2304,2015-05-07,0
2305,2015-05-01,1
2305,2015-05-02,1
2305,2015-05-03,1
2305,2015-05-04,1
2305,2015-05-05,0
2305,2015-05-06,0
2305,2015-05-07,1
2306,2015-05-01,1
2306,2015-05-02,1
2306,2015-05-03,1
2306,2015-05-04,1
2306,2015-05-05,1
2306,2015-05-06,1
2306,2015-05-07,3
2307,2015-05-01,1
2307,2015-05-02,1
2307,2015-05-03,1
2307,2015-05-04,1
2307,2015-05-05,1
2307,2015-05-06,1
2307,2015-05-07,1
2309,2015-05-01,1
2309,2015-05-02,0
2309,2015-05-03,1
2309,2015-05-04,0
2309,2015-05-05,0
2309,2015-05-06,0
2309,2015-05-07,0
2310,2015-05-01,0
2310,2015-05-02,0
2310,2015-05-03,0
2310,2015-05-04,0
2310,2015-05-05,0
2310,2015-05-06,0
2310,2015-05-07,0
2311,2015-05-01,0
2311,2015-05-02,0
2311,2015-05-03,0
2311,2015-05-04,0
2311,2015-05-05,0
2311,2015-05-06,0
2311,2015-05-07,0
2312,2015-05-01,0
2312,2015-05-02,0
2312,2015-05-03,0
2312,2015-05-04,0
2312,2015-05-05,0
2312,2015-05-06,0
2312,2015-05-07,0
2313,2015-05-01,0
2313,2015-05-02,0
2313,2015-05-03,0
2313,2015-05-04,0
2313,2015-05-05,0
2313,2015-05-06,0
2313,2015-05-07,0
2314,2015-05-01,0
2314,2015-05-02,0
2314,2015-05-03,0
2314,2015-05-04,0
2314,2015-05-05,0
2314,2015-05-06,0
2314,2015-05-07,0
2316,2015-05-01,1
2316,2015-05-02,1
2316,2015-05-03,1
2316,2015-05-04,0
2316,2015-05-05,0
2316,2015-05-06,0
2316,2015-05-07,0
2317,2015-05-01,0
2317,2015-05-02,0
2317,2015-05-03,0
2317,2015-05-04,0
2317,2015-05-05,0
2317,2015-05-06,0
2317,2015-05-07,0
3001,2015-05-01,0
3001,2015-05-02,0
3001,2015-05-03,0
3001,2015-05-04,0
3001,2015-05-05,0
3001,2015-05-06,0
3001,2015-05-07,0
3002,2015-05-01,0
3002,2015-05-02,0
3002,2015-05-03,0
3002,2015-05-04,1
3002,2015-05-05,1
3002,2015-05-06,1
3002,2015-05-07,1
3003,2015-05-01,0
3003,2015-05-02,0
3003,2015-05-03,0
3003,2015-05-04,0
3003,2015-05-05,0
3003,2015-05-06,0
3003,2015-05-07,0
3004,2015-05-01,0
3004,2015-05-02,0
3004,2015-05-03,0
3004,2015-05-04,0
3004,2015-05-05,0
3004,2015-05-06,0
3004,2015-05-07,0
3005,2015-05-01,0
3005,2015-05-02,0
3005,2015-05-03,0
3005,2015-05-04,0
3005,2015-05-05,0
3005,2015-05-06,0
3005,2015-05-07,0
3006,2015-05-01,1
3006,2015-05-02,1
3006,2015-05-03,1
3006,2015-05-04,2
3006,2015-05-05,2
3006,2015-05-06,2
3006,2015-05-07,2
3007,2015-05-01,1
3007,2015-05-02,1
3007,2015-05-03,0
3007,2015-05-04,1
3007,2015-05-05,1
3007,2015-05-06,1
3007,2015-05-07,1
3008,2015-05-01,1
3008,2015-05-02,1
3008,2015-05-03,1
3008,2015-05-04,0
3008,2015-05-05,0
3008,2015-05-06,0
3008,2015-05-07,0
3010,2015-05-01,0
3010,2015-05-02,0
3010,2015-05-03,0
3010,2015-05-04,0
3010,2015-05-05,0
3010,2015-05-06,0
3010,2015-05-07,0
3011,2015-05-01,0
3011,2015-05-02,0
3011,2015-05-03,0
3011,2015-05-04,0
3011,2015-05-05,0
3011,2015-05-06,0
3011,2015-05-07,0
3013,2015-05-01,2
3013,2015-05-02,2
3013,2015-05-03,2
3013,2015-05-04,2
3013,2015-05-05,3
3013,2015-05-06,3
3013,2015-05-07,3
3014,2015-05-01,0
3014,2015-05-02,0
3014,2015-05-03,0
3014,2015-05-04,0
3014,2015-05-05,0
3014,2015-05-06,0
3014,2015-05-07,0
3016,2015-05-01,2
3016,2015-05-02,3
3016,2015-05-03,2
3016,2015-05-04,3
3016,2015-05-05,3
3016,2015-05-06,4
3016,2015-05-07,2
3017,2015-05-01,0
3017,2015-05-02,0
3017,2015-05-03,0
3017,2015-05-04,0
3017,2015-05-05,0
3017,2015-05-06,0
3017,2015-05-07,0
3018,2015-05-01,2
3018,2015-05-02,3
3018,2015-05-03,3
3018,2015-05-04,3
3018,2015-05-05,4
3018,2015-05-06,4
3018,2015-05-07,3
3102,2015-05-01,0
3102,2015-05-02,0
3102,2015-05-03,0
3102,2015-05-04,0
3102,2015-05-05,0
3102,2015-05-06,0
3102,2015-05-07,0
3105,2015-05-01,0
3105,2015-05-02,0
3105,2015-05-03,0
3105,2015-05-04,0
3105,2015-05-05,0
3105,2015-05-06,0
3105,2015-05-07,0
3107,2015-05-01,0
3107,2015-05-02,0
3107,2015-05-03,0
3107,2015-05-04,0
3107,2015-05-05,0
3107,2015-05-06,0
3107,2015-05-07,0
3109,2015-05-01,0
3109,2015-05-02,0
3109,2015-05-03,0
3109,2015-05-04,0
3109,2015-05-05,0
3109,2015-05-06,0
3109,2015-05-07,0
3110,2015-05-01,0
3110,2015-05-02,0
3110,2015-05-03,0
3110,2015-05-04,0
3110,2015-05-05,0
3110,2015-05-06,0
3110,2015-05-07,0
3112,2015-05-01,0
3112,2015-05-02,0
3112,2015-05-03,0
3112,2015-05-04,0
3112,2015-05-05,0
3112,2015-05-06,0
3112,2015-05-07,0
3113,2015-05-01,0
3113,2015-05-02,0
3113,2015-05-03,0
3113,2015-05-04,0
3113,2015-05-05,0
3113,2015-05-06,0
3113,2015-05-07,0
3114,2015-05-01,0
3114,2015-05-02,0
3114,2015-05-03,0
3114,2015-05-04,0
3114,2015-05-05,0
3114,2015-05-06,0
3114,2015-05-07,0
3116,2015-05-01,0
3116,2015-05-02,0
3116,2015-05-03,0
3116,2015-05-04,0
3116,2015-05-05,0
3116,2015-05-06,0
3116,2015-05-07,0
3117,2015-05-01,0
3117,2015-05-02,0
3117,2015-05-03,0
3117,2015-05-04,0
3117,2015-05-05,0
3117,2015-05-06,0
3117,2015-05-07,0
3118,2015-05-01,0
3118,2015-05-02,0
3118,2015-05-03,0
3118,2015-05-04,0
3118,2015-05-05,0
3118,2015-05-06,0
3118,2015-05-07,0
3119,2015-05-01,0
3119,2015-05-02,0
3119,2015-05-03,0
3119,2015-05-04,0
3119,2015-05-05,0
3119,2015-05-06,0
3119,2015-05-07,0
3125,2015-05-01,0
3125,2015-05-02,0
3125,2015-05-03,0
3125,2015-05-04,0
3125,2015-05-05,0
3125,2015-05-06,0
3125,2015-05-07,0
3126,2015-05-01,0
3126,2015-05-02,0
3126,2015-05-03,0
3126,2015-05-04,0
3126,2015-05-05,0
3126,2015-05-06,0
3126,2015-05-07,0
3208,2015-05-01,0
3208,2015-05-02,0
3208,2015-05-03,0
3208,2015-05-04,0
3208,2015-05-05,0
3208,2015-05-06,0
3208,2015-05-07,0
3217,2015-05-01,0
3217,2015-05-02,0
3217,2015-05-03,0
3217,2015-05-04,0
3217,2015-05-05,0
3217,2015-05-06,0
3217,2015-05-07,0
3227,2015-05-01,0
3227,2015-05-02,0
3227,2015-05-03,0
3227,2015-05-04,0
3227,2015-05-05,0
3227,2015-05-06,0
3227,2015-05-07,0
3311,2015-05-01,0
3311,2015-05-02,0
3311,2015-05-03,0
3311,2015-05-04,0
3311,2015-05-05,0
3311,2015-05-06,0
3311,2015-05-07,0
3316,2015-05-01,0
3316,2015-05-02,0
3316,2015-05-03,0
3316,2015-05-04,0
3316,2015-05-05,0
3316,2015-05-06,0
3316,2015-05-07,0
3319,2015-05-01,0
3319,2015-05-02,0
3319,2015-05-03,0
3319,2015-05-04,0
3319,2015-05-05,0
3319,2015-05-06,0
3319,2015-05-07,0
3320,2015-05-01,0
3320,2015-05-02,0
3320,2015-05-03,0
3320,2015-05-04,0
3320,2015-05-05,0
3320,2015-05-06,0
3320,2015-05-07,0
3321,2015-05-01,0
3321,2015-05-02,0
3321,2015-05-03,0
3321,2015-05-04,0
3321,2015-05-05,0
3321,2015-05-06,0
3321,2015-05-07,0
3322,2015-05-01,0
3322,2015-05-02,0
3322,2015-05-03,0
3322,2015-05-04,0
3322,2015-05-05,0
3322,2015-05-06,0
3322,2015-05-07,0
3323,2015-05-01,0
3323,2015-05-02,0
3323,2015-05-03,0
3323,2015-05-04,0
3323,2015-05-05,0
3323,2015-05-06,0
3323,2015-05-07,0
3325,2015-05-01,0
3325,2015-05-02,0
3325,2015-05-03,0
3325,2015-05-04,0
3325,2015-05-05,0
3325,2015-05-06,0
3325,2015-05-07,0
3326,2015-05-01,0
3326,2015-05-02,0
3326,2015-05-03,0
3326,2015-05-04,0
3326,2015-05-05,0
3326,2015-05-06,0
3326,2015-05-07,0
3402,2015-05-01,0
3402,2015-05-02,0
3402,2015-05-03,0
3402,2015-05-04,0
3402,2015-05-05,0
3402,2015-05-06,0
3402,2015-05-07,0
3403,2015-05-01,0
3403,2015-05-02,0
3403,2015-05-03,0
3403,2015-05-04,0
3403,2015-05-05,0
3403,2015-05-06,0
3403,2015-05-07,0
3407,2015-05-01,0
3407,2015-05-02,0
3407,2015-05-03,0
3407,2015-05-04,0
3407,2015-05-05,0
3407,2015-05-06,0
3407,2015-05-07,0
3408,2015-05-01,0
3408,2015-05-02,0
3408,2015-05-03,0
3408,2015-05-04,0
3408,2015-05-05,0
3408,2015-05-06,0
3408,2015-05-07,0
3413,2015-05-01,0
3413,2015-05-02,0
3413,2015-05-03,0
3413,2015-05-04,0
3413,2015-05-05,0
3413,2015-05-06,0
3413,2015-05-07,0
3415,2015-05-01,0
3415,2015-05-02,0
3415,2015-05-03,0
3415,2015-05-04,0
3415,2015-05-05,0
3415,2015-05-06,0
3415,2015-05-07,0
3417,2015-05-01,0
3417,2015-05-02,0
3417,2015-05-03,0
3417,2015-05-04,0
3417,2015-05-05,0
3417,2015-05-06,0
3417,2015-05-07,0
3423,2015-05-01,0
3423,2015-05-02,0
3423,2015-05-03,0
3423,2015-05-04,0
3423,2015-05-05,0
3423,2015-05-06,0
3423,2015-05-07,0
3424,2015-05-01,0
3424,2015-05-02,0
3424,2015-05-03,0
3424,2015-05-04,0
3424,2015-05-05,0
3424,2015-05-06,0
3424,2015-05-07,0
3426,2015-05-01,0
3426,2015-05-02,0
3426,2015-05-03,0
3426,2015-05-04,0
3426,2015-05-05,0
3426,2015-05-06,0
3426,2015-05-07,0
3431,2015-05-01,0
3431,2015-05-02,0
3431,2015-05-03,0
3431,2015-05-04,0
3431,2015-05-05,0
3431,2015-05-06,0
3431,2015-05-07,0
10,2015-05-01,9
10,2015-05-02,9
10,2015-05-03,10
10,2015-05-04,10
10,2015-05-05,11
10,2015-05-06,13
10,2015-05-07,10
11,2015-05-01,1
11,2015-05-02,2
11,2015-05-03,1
11,2015-05-04,2
11,2015-05-05,2
11,2015-05-06,1
11,2015-05-07,2
12,2015-05-01,119
12,2015-05-02,105
12,2015-05-03,123
12,2015-05-04,111
12,2015-05-05,105
12,2015-05-06,125
12,2015-05-07,100
13,2015-05-01,5
13,2015-05-02,6
13,2015-05-03,6
13,2015-05-04,7
13,2015-05-05,6
13,2015-05-06,7
13,2015-05-07,6
15,2015-05-01,23
15,2015-05-02,21
15,2015-05-03,27
15,2015-05-04,23
15,2015-05-05,24
15,2015-05-06,31
15,2015-05-07,16
20,2015-05-01,33
20,2015-05-02,29
20,2015-05-03,39
20,2015-05-04,31
20,2015-05-05,37
20,2015-05-06,43
20,2015-05-07,32
21,2015-05-01,2
21,2015-05-02,2
21,2015-05-03,2
21,2015-05-04,3
21,2015-05-05,4
21,2015-05-06,4
21,2015-05-07,2
22,2015-05-01,52
22,2015-05-02,59
22,2015-05-03,55
22,2015-05-04,57
22,2015-05-05,55
22,2015-05-06,73
22,2015-05-07,57
23,2015-05-01,14
23,2015-05-02,16
23,2015-05-03,13
23,2015-05-04,8
23,2015-05-05,12
23,2015-05-06,13
23,2015-05-07,14
30,2015-05-01,11
30,2015-05-02,11
30,2015-05-03,14
30,2015-05-04,11
30,2015-05-05,15
30,2015-05-06,19
30,2015-05-07,8
31,2015-05-01,3
31,2015-05-02,3
31,2015-05-03,2
31,2015-05-04,3
31,2015-05-05,4
31,2015-05-06,4
31,2015-05-07,3
32,2015-05-01,0
32,2015-05-02,0
32,2015-05-03,0
32,2015-05-04,0
32,2015-05-05,0
32,2015-05-06,0
32,2015-05-07,0
33,2015-05-01,1
33,2015-05-02,1
33,2015-05-03,1
33,2015-05-04,2
33,2015-05-05,1
33,2015-05-06,1
33,2015-05-07,1
34,2015-05-01,1
34,2015-05-02,1
34,2015-05-03,1
34,2015-05-04,2
34,2015-05-05,2
34,2015-05-06,2
34,2015-05-07,2
