,Class,SaleDate,saleCount
87,1202,2015-04-04,3.53684663773
88,1202,2015-04-05,2.96193814278
89,1202,2015-04-06,7.87366676331
90,1202,2015-04-07,7.03592443466
91,1203,2015-04-01,29.4475154877
92,1203,2015-04-02,20.6708755493
93,1203,2015-04-03,22.8901863098
94,1203,2015-04-04,22.5781173706
95,1203,2015-04-05,15.7319755554
96,1203,2015-04-06,20.9039134979
97,1203,2015-04-07,17.1532230377
98,1205,2015-04-01,1.10096001625
99,1205,2015-04-02,0.117645144463
100,1205,2015-04-03,0.542054176331
101,1205,2015-04-04,0.300083756447
102,1205,2015-04-05,-0.462472856045
103,1205,2015-04-06,0.123490840197
104,1205,2015-04-07,0.0577623546124
105,1301,2015-04-01,2.00633716583
106,1301,2015-04-02,1.98953831196
107,1301,2015-04-03,3.34405517578
108,1301,2015-04-04,1.05027413368
109,1301,2015-04-05,1.5116341114
110,1301,2015-04-06,0.609349489212
111,1301,2015-04-07,2.25690436363
112,1302,2015-04-01,1.50891852379
113,1302,2015-04-02,0.206796944141
114,1302,2015-04-03,1.36366081238
115,1302,2015-04-04,0.598763942719
116,1302,2015-04-05,0.120019376278
117,1302,2015-04-06,0.530641376972
118,1302,2015-04-07,-0.0714520215988
119,1306,2015-04-01,0.525859713554
120,1306,2015-04-02,0.113851070404
121,1306,2015-04-03,0.536693036556
122,1306,2015-04-04,-0.0385450720787
123,1306,2015-04-05,-0.0315138697624
124,1306,2015-04-06,0.0328540503979
125,1306,2015-04-07,0.0680605471134
126,1308,2015-04-01,5.14805555344
127,1308,2015-04-02,2.16420912743
128,1308,2015-04-03,1.93632853031
129,1308,2015-04-04,3.07183384895
130,1308,2015-04-05,1.24199867249
131,1308,2015-04-06,2.06168913841
132,1308,2015-04-07,1.16337704659
133,1402,2015-04-01,0.00159305334091
134,1402,2015-04-02,0.0129075944424
135,1402,2015-04-03,0.325197279453
136,1402,2015-04-04,-0.045617043972
137,1402,2015-04-05,-0.045617043972
138,1402,2015-04-06,-0.045617043972
139,1402,2015-04-07,-0.0335392355919
140,1403,2015-04-01,0.0370827019215
141,1403,2015-04-02,0.115069538355
142,1403,2015-04-03,0.434210449457
143,1403,2015-04-04,0.176320582628
144,1403,2015-04-05,0.168022841215
145,1403,2015-04-06,-0.0184251070023
146,1403,2015-04-07,0.0358189940453
147,1501,2015-04-01,4.16766452789
148,1501,2015-04-02,6.32692670822
149,1501,2015-04-03,4.38018226624
150,1501,2015-04-04,2.55826663971
151,1501,2015-04-05,0.852681219578
152,1501,2015-04-06,2.19259524345
153,1501,2015-04-07,2.30087661743
154,1502,2015-04-01,0.0749374628067
155,1502,2015-04-02,0.0142969191074
156,1502,2015-04-03,0.0142969191074
157,1502,2015-04-04,-0.045617043972
158,1502,2015-04-05,-0.0376926660538
159,1502,2015-04-06,-0.0346838235855
160,1502,2015-04-07,-0.0369293093681
161,1503,2015-04-01,0.852094173431
162,1503,2015-04-02,0.696827471256
163,1503,2015-04-03,0.540262162685
164,1503,2015-04-04,0.386786520481
165,1503,2015-04-05,0.0290879607201
166,1503,2015-04-06,0.102641552687
167,1503,2015-04-07,0.28964227438
168,1504,2015-04-01,0.646925806999
169,1504,2015-04-02,0.141139179468
170,1504,2015-04-03,0.458141624928
171,1504,2015-04-04,0.236569225788
172,1504,2015-04-05,0.181312978268
173,1504,2015-04-06,-0.0558021664619
174,1504,2015-04-07,-0.0580475926399
175,1505,2015-04-01,9.63977050781
176,1505,2015-04-02,9.92343330383
177,1505,2015-04-03,7.39835834503
178,1505,2015-04-04,8.92635345459
179,1505,2015-04-05,2.97770643234
180,1505,2015-04-06,3.08165597916
181,1505,2015-04-07,5.3310713768
182,1508,2015-04-01,0.273894548416
183,1508,2015-04-02,0.286888152361
184,1508,2015-04-03,1.80776596069
185,1508,2015-04-04,0.770669102669
186,1508,2015-04-05,0.388488233089
187,1508,2015-04-06,0.490814507008
188,1508,2015-04-07,0.762272953987
189,1509,2015-04-01,0.11331692338
190,1509,2015-04-02,0.079993724823
191,1509,2015-04-03,0.0148329436779
192,1509,2015-04-04,-0.0811653733253
193,1509,2015-04-05,-0.054937183857
194,1509,2015-04-06,-0.0777030587196
195,1509,2015-04-07,-0.0568615198135
196,1510,2015-04-01,1.05222892761
197,1510,2015-04-02,1.77620482445
198,1510,2015-04-03,1.69645094872
199,1510,2015-04-04,0.843260884285
200,1510,2015-04-05,0.472674131393
201,1510,2015-04-06,0.793355047703
202,1510,2015-04-07,0.296586751938
203,1511,2015-04-01,0.0895130932331
204,1511,2015-04-02,0.0908886790276
205,1511,2015-04-03,0.0908886790276
206,1511,2015-04-04,-0.00797700881958
207,1511,2015-04-05,0.00471553206444
208,1511,2015-04-06,0.235531121492
209,1511,2015-04-07,-0.0444086194038
210,1512,2015-04-01,0.33648532629
211,1512,2015-04-02,1.01654028893
212,1512,2015-04-03,1.7042427063
213,1512,2015-04-04,0.732634425163
214,1512,2015-04-05,0.591158211231
215,1512,2015-04-06,0.223726689816
216,1512,2015-04-07,1.12015199661
217,1513,2015-04-01,0.263195663691
218,1513,2015-04-02,0.476831048727
219,1513,2015-04-03,0.124661892653
220,1513,2015-04-04,0.337517917156
221,1513,2015-04-05,0.0960657894611
222,1513,2015-04-06,0.687211871147
223,1513,2015-04-07,0.308377027512
224,1514,2015-04-01,0.01292142272
225,1514,2015-04-02,0.0142969191074
226,1514,2015-04-03,0.0142969191074
227,1514,2015-04-04,-0.045617043972
228,1514,2015-04-05,-0.0376926660538
229,1514,2015-04-06,-0.0346838235855
230,1514,2015-04-07,-0.0369293093681
231,1515,2015-04-01,0.299923956394
232,1515,2015-04-02,0.782381057739
233,1515,2015-04-03,0.209820687771
234,1515,2015-04-04,0.713027834892
235,1515,2015-04-05,0.691647231579
236,1515,2015-04-06,0.496123015881
237,1515,2015-04-07,0.43949624896
238,1516,2015-04-01,0.01292142272
239,1516,2015-04-02,0.0142969191074
240,1516,2015-04-03,0.0142969191074
241,1516,2015-04-04,-0.045617043972
242,1516,2015-04-05,-0.0376926660538
243,1516,2015-04-06,-0.0346838235855
244,1516,2015-04-07,-0.0369293093681
245,1517,2015-04-01,3.06770896912
246,1517,2015-04-02,5.29642152786
247,1517,2015-04-03,4.02647686005
248,1517,2015-04-04,3.09766530991
249,1517,2015-04-05,1.67662107944
250,1517,2015-04-06,2.51107382774
251,1517,2015-04-07,2.95181107521
252,1518,2015-04-01,9.5988483429
253,1518,2015-04-02,12.4560642242
254,1518,2015-04-03,9.58480453491
255,1518,2015-04-04,8.13901233673
256,1518,2015-04-05,3.95162367821
257,1518,2015-04-06,3.38792204857
258,1518,2015-04-07,5.42527341843
259,1519,2015-04-01,5.41297960281
260,1519,2015-04-02,4.61659193039
261,1519,2015-04-03,4.13384342194
262,1519,2015-04-04,1.72213745117
263,1519,2015-04-05,0.202430307865
264,1519,2015-04-06,0.810685396194
265,1519,2015-04-07,0.0678105950356
266,1521,2015-04-01,14.6517801285
267,1521,2015-04-02,12.7338018417
268,1521,2015-04-03,12.199180603
269,1521,2015-04-04,7.08874225616
270,1521,2015-04-05,3.47003078461
271,1521,2015-04-06,4.93377876282
272,1521,2015-04-07,4.75029754639
273,2001,2015-04-01,1.95569014549
274,2001,2015-04-02,3.37876439095
275,2001,2015-04-03,1.74293196201
276,2001,2015-04-04,2.71853613853
277,2001,2015-04-05,1.53938341141
278,2001,2015-04-06,0.317705750465
279,2001,2015-04-07,2.82749223709
280,2002,2015-04-01,1.37622261047
281,2002,2015-04-02,3.26938152313
282,2002,2015-04-03,2.00169324875
283,2002,2015-04-04,1.95536828041
284,2002,2015-04-05,1.57239329815
285,2002,2015-04-06,0.559754371643
286,2002,2015-04-07,0.488829940557
287,2003,2015-04-01,3.0557718277
288,2003,2015-04-02,2.39803361893
289,2003,2015-04-03,1.77581989765
290,2003,2015-04-04,0.573949337006
291,2003,2015-04-05,1.5464630127
292,2003,2015-04-06,0.166101723909
293,2003,2015-04-07,1.17196178436
294,2004,2015-04-01,0.0256114602089
295,2004,2015-04-02,0.0222213566303
296,2004,2015-04-03,0.0142969191074
297,2004,2015-04-04,-0.045617043972
298,2004,2015-04-05,-0.045617043972
299,2004,2015-04-06,-0.0346838235855
300,2004,2015-04-07,-0.0339204668999
301,2005,2015-04-01,3.10464477539
302,2005,2015-04-02,4.45634269714
303,2005,2015-04-03,3.42471647263
304,2005,2015-04-04,1.80842792988
305,2005,2015-04-05,1.23791217804
306,2005,2015-04-06,1.982812047
307,2005,2015-04-07,3.73012399673
308,2006,2015-04-01,5.01186990738
309,2006,2015-04-02,10.2088861465
310,2006,2015-04-03,6.03780078888
311,2006,2015-04-04,4.38982200623
312,2006,2015-04-05,1.40067863464
313,2006,2015-04-06,4.01379966736
314,2006,2015-04-07,6.0224738121
315,2007,2015-04-01,6.44033908844
316,2007,2015-04-02,6.27461099625
317,2007,2015-04-03,5.84995222092
318,2007,2015-04-04,4.55998945236
319,2007,2015-04-05,3.04382014275
320,2007,2015-04-06,0.85433870554
321,2007,2015-04-07,3.86341667175
322,2008,2015-04-01,11.2110996246
323,2008,2015-04-02,9.31644153595
324,2008,2015-04-03,5.65001821518
325,2008,2015-04-04,3.2861866951
326,2008,2015-04-05,2.03720617294
327,2008,2015-04-06,3.66670489311
328,2008,2015-04-07,5.04314947128
329,2009,2015-04-01,6.56028699875
330,2009,2015-04-02,6.78897762299
331,2009,2015-04-03,6.03400182724
332,2009,2015-04-04,3.16197490692
333,2009,2015-04-05,2.40285849571
334,2009,2015-04-06,2.13802909851
335,2009,2015-04-07,3.75906777382
336,2010,2015-04-01,1.80751490593
337,2010,2015-04-02,3.10162854195
338,2010,2015-04-03,2.06554198265
339,2010,2015-04-04,0.743590593338
340,2010,2015-04-05,0.628837704659
341,2010,2015-04-06,0.341359853745
342,2010,2015-04-07,0.421338140965
343,2011,2015-04-01,10.3483276367
344,2011,2015-04-02,14.5706634521
345,2011,2015-04-03,14.9564113617
346,2011,2015-04-04,6.27071714401
347,2011,2015-04-05,4.77565860748
348,2011,2015-04-06,4.48195266724
349,2011,2015-04-07,6.01276826859
350,2012,2015-04-01,1.9171962738
351,2012,2015-04-02,1.25823092461
352,2012,2015-04-03,0.298787742853
353,2012,2015-04-04,0.335686296225
354,2012,2015-04-05,0.000906735658646
355,2012,2015-04-06,0.1203584373
356,2012,2015-04-07,0.423517405987
357,2013,2015-04-01,5.99639463425
358,2013,2015-04-02,5.76875925064
359,2013,2015-04-03,6.30071544647
360,2013,2015-04-04,4.80518722534
361,2013,2015-04-05,1.27126908302
362,2013,2015-04-06,2.45834112167
363,2013,2015-04-07,2.16588807106
364,2014,2015-04-01,9.26398468018
365,2014,2015-04-02,9.34871768951
366,2014,2015-04-03,9.56223297119
367,2014,2015-04-04,4.38202381134
368,2014,2015-04-05,1.90507757664
369,2014,2015-04-06,2.71522212029
370,2014,2015-04-07,6.07672786713
371,2015,2015-04-01,4.04740381241
372,2015,2015-04-02,4.37249422073
373,2015,2015-04-03,5.2946844101
374,2015,2015-04-04,3.4774055481
375,2015,2015-04-05,1.16294670105
376,2015,2015-04-06,1.25789117813
377,2015,2015-04-07,0.971857786179
378,2101,2015-04-01,0.631962239742
379,2101,2015-04-02,0.267007470131
380,2101,2015-04-03,1.1672949791
381,2101,2015-04-04,1.27729034424
382,2101,2015-04-05,0.462437570095
383,2101,2015-04-06,-0.00831520557404
384,2101,2015-04-07,0.117431789637
385,2102,2015-04-01,0.117238909006
386,2102,2015-04-02,0.0632764101028
387,2102,2015-04-03,0.0757871568203
388,2102,2015-04-04,-0.0101426243782
389,2102,2015-04-05,-0.00407284498215
390,2102,2015-04-06,0.0178283452988
391,2102,2015-04-07,0.606543064117
392,2103,2015-04-01,0.243445515633
393,2103,2015-04-02,0.159461081028
394,2103,2015-04-03,1.01994824409
395,2103,2015-04-04,0.2984341681
396,2103,2015-04-05,0.0523024499416
397,2103,2015-04-06,0.0886305868626
398,2103,2015-04-07,0.761304199696
399,2104,2015-04-01,0.303915262222
400,2104,2015-04-02,1.06907963753
401,2104,2015-04-03,1.80378031731
402,2104,2015-04-04,1.01293373108
403,2104,2015-04-05,1.48276460171
404,2104,2015-04-06,0.867705047131
405,2104,2015-04-07,1.29906439781
406,2105,2015-04-01,5.95394563675
407,2105,2015-04-02,6.82891750336
408,2105,2015-04-03,2.87893772125
409,2105,2015-04-04,3.27915120125
410,2105,2015-04-05,1.18801951408
411,2105,2015-04-06,1.59458196163
412,2105,2015-04-07,1.2199614048
413,2106,2015-04-01,0.364642202854
414,2106,2015-04-02,1.6420892477
415,2106,2015-04-03,1.50111174583
416,2106,2015-04-04,0.721693098545
417,2106,2015-04-05,0.317018806934
418,2106,2015-04-06,0.199177414179
419,2106,2015-04-07,0.296526372433
420,2107,2015-04-01,0.0766987204552
421,2107,2015-04-02,0.0574774444103
422,2107,2015-04-03,0.549095332623
423,2107,2015-04-04,0.206280887127
424,2107,2015-04-05,0.321768283844
425,2107,2015-04-06,0.0198554098606
426,2107,2015-04-07,0.0148187577724
427,2108,2015-04-01,0.0095174908638
428,2108,2015-04-02,0.00159305334091
429,2108,2015-04-03,0.00280690193176
430,2108,2015-04-04,-0.0346838235855
431,2108,2015-04-05,-0.045617043972
432,2108,2015-04-06,-0.0346838235855
433,2108,2015-04-07,-0.0335392355919
434,2201,2015-04-01,21.7319698334
435,2201,2015-04-02,18.0793075562
436,2201,2015-04-03,18.5417175293
437,2201,2015-04-04,14.3259992599
438,2201,2015-04-05,8.8438873291
439,2201,2015-04-06,6.98759031296
440,2201,2015-04-07,16.9658031464
441,2202,2015-04-01,23.7723121643
442,2202,2015-04-02,18.4825344086
443,2202,2015-04-03,20.3868808746
444,2202,2015-04-04,12.5017442703
445,2202,2015-04-05,6.60183477402
446,2202,2015-04-06,5.8040137291
447,2202,2015-04-07,12.5924167633
448,2203,2015-04-01,21.4134216309
449,2203,2015-04-02,18.7696456909
450,2203,2015-04-03,21.651052475
451,2203,2015-04-04,13.641160965
452,2203,2015-04-05,7.80659914017
453,2203,2015-04-06,11.1467952728
454,2203,2015-04-07,7.06715488434
455,2204,2015-04-01,8.44291877747
456,2204,2015-04-02,7.49136400223
457,2204,2015-04-03,9.18983459473
458,2204,2015-04-04,4.93999242783
459,2204,2015-04-05,3.17024064064
460,2204,2015-04-06,1.99537575245
461,2204,2015-04-07,5.21730041504
462,2205,2015-04-01,14.88022995
463,2205,2015-04-02,10.6568660736
464,2205,2015-04-03,12.89823246
465,2205,2015-04-04,6.87611961365
466,2205,2015-04-05,4.74878406525
467,2205,2015-04-06,6.23980665207
468,2205,2015-04-07,7.9999256134
469,2206,2015-04-01,7.37863636017
470,2206,2015-04-02,8.97948741913
471,2206,2015-04-03,10.3475160599
472,2206,2015-04-04,5.64950323105
473,2206,2015-04-05,4.20333385468
474,2206,2015-04-06,3.15277099609
475,2206,2015-04-07,3.6678853035
476,2207,2015-04-01,13.2178478241
477,2207,2015-04-02,10.7532482147
478,2207,2015-04-03,12.3689565659
479,2207,2015-04-04,4.53539848328
480,2207,2015-04-05,4.77577400208
481,2207,2015-04-06,2.59032869339
482,2207,2015-04-07,3.8451769352
483,2208,2015-04-01,1.37027621269
484,2208,2015-04-02,3.68558049202
485,2208,2015-04-03,4.25640296936
486,2208,2015-04-04,2.54092121124
487,2208,2015-04-05,2.12400054932
488,2208,2015-04-06,2.33543920517
489,2208,2015-04-07,2.17594861984
490,2209,2015-04-01,6.73506593704
491,2209,2015-04-02,5.39590406418
492,2209,2015-04-03,5.35450792313
493,2209,2015-04-04,2.95720863342
494,2209,2015-04-05,1.88121497631
495,2209,2015-04-06,0.991807639599
496,2209,2015-04-07,0.740043282509
497,2210,2015-04-01,2.13256168365
498,2210,2015-04-02,3.81862235069
499,2210,2015-04-03,3.5223698616
500,2210,2015-04-04,2.09637951851
501,2210,2015-04-05,0.950528025627
502,2210,2015-04-06,1.0052754879
503,2210,2015-04-07,0.538173437119
504,2211,2015-04-01,1.30560207367
505,2211,2015-04-02,0.333943247795
506,2211,2015-04-03,0.86516046524
507,2211,2015-04-04,0.839135169983
508,2211,2015-04-05,0.184544146061
509,2211,2015-04-06,0.619309186935
510,2211,2015-04-07,0.367885708809
511,2212,2015-04-01,2.83326625824
512,2212,2015-04-02,2.37289500237
513,2212,2015-04-03,0.594501972198
514,2212,2015-04-04,0.614800810814
515,2212,2015-04-05,0.207602977753
516,2212,2015-04-06,0.654637515545
517,2212,2015-04-07,0.974179267883
518,2301,2015-04-01,1.77118003368
519,2301,2015-04-02,1.5262389183
520,2301,2015-04-03,1.61815202236
521,2301,2015-04-04,0.866316795349
522,2301,2015-04-05,0.541852414608
523,2301,2015-04-06,0.508308410645
524,2301,2015-04-07,0.697066903114
525,2302,2015-04-01,0.971675276756
526,2302,2015-04-02,0.705800533295
527,2302,2015-04-03,1.34244799614
528,2302,2015-04-04,0.711234509945
529,2302,2015-04-05,0.612676143646
530,2302,2015-04-06,0.571510136127
531,2302,2015-04-07,0.188832908869
532,2303,2015-04-01,4.9759759903
533,2303,2015-04-02,3.9337952137
534,2303,2015-04-03,5.13897609711
535,2303,2015-04-04,2.74395179749
536,2303,2015-04-05,2.52088069916
537,2303,2015-04-06,0.666788101196
538,2303,2015-04-07,3.01645374298
539,2304,2015-04-01,0.635871887207
540,2304,2015-04-02,0.296604812145
541,2304,2015-04-03,1.40884327888
542,2304,2015-04-04,0.513987839222
543,2304,2015-04-05,0.555629611015
544,2304,2015-04-06,0.376435011625
545,2304,2015-04-07,0.231042444706
546,2305,2015-04-01,0.732008874416
547,2305,2015-04-02,0.861624777317
548,2305,2015-04-03,0.948723316193
549,2305,2015-04-04,0.775296568871
550,2305,2015-04-05,0.364107221365
551,2305,2015-04-06,0.28378367424
552,2305,2015-04-07,0.508430421352
553,2306,2015-04-01,0.856539964676
554,2306,2015-04-02,0.420388430357
555,2306,2015-04-03,0.958895921707
556,2306,2015-04-04,0.832589745522
557,2306,2015-04-05,0.5456174016
558,2306,2015-04-06,0.0697984397411
559,2306,2015-04-07,0.58082395792
560,2307,2015-04-01,1.6799236536
561,2307,2015-04-02,3.35559868813
562,2307,2015-04-03,4.17753410339
563,2307,2015-04-04,2.91670012474
564,2307,2015-04-05,1.22541284561
565,2307,2015-04-06,0.393134891987
566,2307,2015-04-07,2.33320569992
567,2308,2015-04-01,0.0847609937191
568,2308,2015-04-02,0.0847609937191
569,2308,2015-04-03,0.361868292093
570,2308,2015-04-04,0.164237052202
571,2308,2015-04-05,-0.0293805599213
572,2308,2015-04-06,-0.0323893427849
573,2308,2015-04-07,-0.0033261179924
574,2309,2015-04-01,1.16059076786
575,2309,2015-04-02,1.69905698299
576,2309,2015-04-03,1.80406057835
577,2309,2015-04-04,1.26173186302
578,2309,2015-04-05,0.771573662758
579,2309,2015-04-06,0.754903316498
580,2309,2015-04-07,0.330205202103
581,2310,2015-04-01,0.629859447479
582,2310,2015-04-02,1.26191735268
583,2310,2015-04-03,0.913102269173
584,2310,2015-04-04,0.74205416441
585,2310,2015-04-05,0.26011121273
586,2310,2015-04-06,0.519999086857
587,2310,2015-04-07,0.565304279327
588,2311,2015-04-01,3.31626391411
589,2311,2015-04-02,2.03768157959
590,2311,2015-04-03,2.94828128815
591,2311,2015-04-04,0.888960123062
592,2311,2015-04-05,0.241026043892
593,2311,2015-04-06,0.256413578987
594,2311,2015-04-07,0.264213830233
595,2312,2015-04-01,0.177459210157
596,2312,2015-04-02,0.512513399124
597,2312,2015-04-03,0.169646531343
598,2312,2015-04-04,0.40116161108
599,2312,2015-04-05,0.0382751524448
600,2312,2015-04-06,0.0442250669003
601,2312,2015-04-07,0.0713735818863
602,2313,2015-04-01,0.0464600622654
603,2313,2015-04-02,0.575665533543
604,2313,2015-04-03,0.0642440319061
605,2313,2015-04-04,-0.0129292011261
606,2313,2015-04-05,-0.0276973843575
607,2313,2015-04-06,0.0297873318195
608,2313,2015-04-07,0.0147258043289
609,2314,2015-04-01,1.6752717495
610,2314,2015-04-02,2.61479091644
611,2314,2015-04-03,2.45435428619
612,2314,2015-04-04,0.883860111237
613,2314,2015-04-05,1.46511352062
614,2314,2015-04-06,0.545026898384
615,2314,2015-04-07,1.13314831257
616,2315,2015-04-01,0.0142969191074
617,2315,2015-04-02,0.0142969191074
618,2315,2015-04-03,0.0252301990986
619,2315,2015-04-04,-0.0346838235855
620,2315,2015-04-05,-0.0346838235855
621,2315,2015-04-06,-0.0376926660538
622,2315,2015-04-07,-0.0369293093681
623,2316,2015-04-01,1.09104633331
624,2316,2015-04-02,2.17654418945
625,2316,2015-04-03,0.732974469662
626,2316,2015-04-04,1.24858272076
627,2316,2015-04-05,0.516223967075
628,2316,2015-04-06,0.295798778534
629,2316,2015-04-07,0.093008518219
630,2317,2015-04-01,0.381656765938
631,2317,2015-04-02,0.608550608158
632,2317,2015-04-03,2.49483203888
633,2317,2015-04-04,0.688446044922
634,2317,2015-04-05,0.323806405067
635,2317,2015-04-06,0.115733742714
636,2317,2015-04-07,0.0668853223324
637,3001,2015-04-01,0.0276030898094
638,3001,2015-04-02,0.0242130458355
639,3001,2015-04-03,0.0162886083126
640,3001,2015-04-04,-0.0357009768486
641,3001,2015-04-05,-0.0253214836121
642,3001,2015-04-06,-0.00715583562851
643,3001,2015-04-07,0.140398323536
644,3002,2015-04-01,1.51544594765
645,3002,2015-04-02,2.37041330338
646,3002,2015-04-03,2.93820786476
647,3002,2015-04-04,0.91968870163
648,3002,2015-04-05,0.00143921375275
649,3002,2015-04-06,0.0786860883236
650,3002,2015-04-07,0.972072541714
651,3003,2015-04-01,0.122009038925
652,3003,2015-04-02,0.521078407764
653,3003,2015-04-03,0.0477326214314
654,3003,2015-04-04,-0.0162286162376
655,3003,2015-04-05,-0.037358045578
656,3003,2015-04-06,-0.030305325985
657,3003,2015-04-07,0.174840778112
658,3004,2015-04-01,0.213308721781
659,3004,2015-04-02,0.449141591787
660,3004,2015-04-03,0.209577977657
661,3004,2015-04-04,0.422665774822
662,3004,2015-04-05,0.00906819105148
663,3004,2015-04-06,0.0779053866863
664,3004,2015-04-07,0.00528174638748
665,3005,2015-04-01,0.0256114602089
666,3005,2015-04-02,0.0222213566303
667,3005,2015-04-03,0.0142969191074
668,3005,2015-04-04,-0.0376926660538
669,3005,2015-04-05,-0.045617043972
670,3005,2015-04-06,-0.0343025922775
671,3005,2015-04-07,-0.0369293093681
672,3006,2015-04-01,2.02280282974
673,3006,2015-04-02,4.41466426849
674,3006,2015-04-03,5.12417459488
675,3006,2015-04-04,3.19983267784
676,3006,2015-04-05,1.30861282349
677,3006,2015-04-06,0.98508477211
678,3006,2015-04-07,2.7858569622
679,3007,2015-04-01,2.0498239994
680,3007,2015-04-02,1.94503366947
681,3007,2015-04-03,2.90392065048
682,3007,2015-04-04,0.905070602894
683,3007,2015-04-05,0.699975371361
684,3007,2015-04-06,0.844222962856
685,3007,2015-04-07,0.318746238947
686,3008,2015-04-01,0.81192523241
687,3008,2015-04-02,0.954226613045
688,3008,2015-04-03,1.14843964577
689,3008,2015-04-04,0.783797383308
690,3008,2015-04-05,0.684291660786
691,3008,2015-04-06,0.232399821281
692,3008,2015-04-07,0.328065156937
693,3009,2015-04-01,0.032906293869
694,3009,2015-04-02,0.101528257132
695,3009,2015-04-03,0.0645281076431
696,3009,2015-04-04,-0.0303977131844
697,3009,2015-04-05,-0.028262257576
698,3009,2015-04-06,-0.0169478058815
699,3009,2015-04-07,-0.0296343564987
700,3010,2015-04-01,0.250051736832
701,3010,2015-04-02,0.274839133024
702,3010,2015-04-03,0.149825930595
703,3010,2015-04-04,0.498242676258
704,3010,2015-04-05,0.088967859745
705,3010,2015-04-06,0.0512801110744
706,3010,2015-04-07,0.347919583321
707,3011,2015-04-01,0.274029374123
708,3011,2015-04-02,0.794607877731
709,3011,2015-04-03,0.863415718079
710,3011,2015-04-04,0.868183493614
711,3011,2015-04-05,0.691702127457
712,3011,2015-04-06,0.120485395193
713,3011,2015-04-07,0.600657641888
714,3012,2015-04-01,0.014258146286
715,3012,2015-04-02,0.0108680427074
716,3012,2015-04-03,0.065538585186
717,3012,2015-04-04,0.0233069360256
718,3012,2015-04-05,0.00538656115532
719,3012,2015-04-06,-0.0219379067421
720,3012,2015-04-07,-0.021138548851
721,3013,2015-04-01,5.82818555832
722,3013,2015-04-02,4.75895500183
