Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb
1001,10,2015-02-14,0,0.0,2,0.0,2,5,45,7,175.86,157.19,0.00617,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-15,15,0.0,2,0.6,2,6,46,7,175.86,157.19,0.02396,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-16,9,0.0,1,0.6,2,0,47,8,175.86,157.19,0.00617,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-17,16,0.0,1,0.8,2,1,48,8,175.86,157.19,0.02172,0.02901,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-18,9,0.0,3,1.0,2,2,49,8,175.86,157.19,0.02172,0.02901,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-19,1,0.0,3,1.0,2,3,50,8,175.86,157.19,0.00341,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-20,0,0.0,3,1.0,2,4,51,8,175.86,157.19,0.00355,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-21,2,0.0,3,1.0,2,5,52,8,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-22,4,0.0,3,1.0,2,6,53,8,175.86,157.19,0.00528,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-23,2,0.0,3,1.0,2,0,54,9,175.86,157.19,0.00196,0.00624,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-24,1,0.0,3,1.0,2,1,55,9,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-25,0,0.0,1,0.5,2,2,56,9,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-26,2,0.0,1,0.3,2,3,57,9,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-27,3,0.0,1,0.3,2,4,58,9,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-02-28,4,0.0,1,0.0,2,5,59,9,175.86,157.19,0.0146,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-01,8,0.0,2,0.0,3,6,60,9,175.86,157.19,0.00892,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-02,9,0.0,1,0.0,3,0,61,10,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-03,8,0.0,1,0.0,3,1,62,10,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-04,12,0.0,1,0.0,3,2,63,10,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-05,9,0.0,1,0.0,3,3,64,10,175.86,157.19,0.00892,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-06,3,0.0,1,0.0,3,4,65,10,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-07,5,0.0,2,0.0,3,5,66,10,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-08,5,0.0,2,0.0,3,6,67,10,175.86,157.19,0.01488,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-09,13,0.0,1,0.0,3,0,68,11,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-10,5,0.0,1,0.0,3,1,69,11,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-11,10,0.0,1,0.0,3,2,70,11,175.86,157.19,0.01042,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-12,5,0.0,1,0.0,3,3,71,11,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-13,6,0.0,1,0.0,3,4,72,11,175.86,157.19,0.00213,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-14,10,0.0,2,0.0,3,5,73,11,175.86,157.19,0.02114,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-15,9,0.0,2,0.0,3,6,74,11,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-16,6,0.0,1,0.0,3,0,75,12,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-17,11,0.0,1,0.0,3,1,76,12,175.86,157.19,0.01102,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-18,20,0.0,1,0.0,3,2,77,12,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-19,5,0.0,1,0.0,3,3,78,12,175.86,157.19,0.02114,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-20,3,0.0,1,0.0,3,4,79,12,175.86,157.19,0.00206,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-21,1,0.0,2,0.0,3,5,80,12,175.86,157.19,0.02534,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-22,4,0.0,2,0.0,3,6,81,12,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-23,2,0.0,1,0.0,3,0,82,13,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-24,6,0.0,1,0.0,3,1,83,13,175.86,157.19,0.01434,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-25,22,0.0,1,0.0,3,2,84,13,175.86,157.19,0.00203,0.00455,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-26,7,0.0,1,0.0,3,3,85,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-27,3,0.0,1,0.0,3,4,86,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-28,3,0.0,2,0.0,3,5,87,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-29,5,0.0,2,0.0,3,6,88,13,175.86,157.19,0.00234,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-30,6,0.0,1,0.0,3,0,89,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-03-31,0,0.0,1,0.0,3,1,90,14,175.86,157.19,0.00117,0.00624,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-01,17,0.0,1,0.6,4,2,91,14,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-02,10,0.0,1,0.6,4,3,92,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-03,5,0.0,1,0.8,4,4,93,14,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-04,9,0.0,3,1.0,4,5,94,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-05,7,0.0,3,1.0,4,6,95,14,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-06,7,0.0,3,1.0,4,0,96,15,175.86,157.19,0.00371,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-07,10,0.0,1,0.5,4,1,97,15,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-08,13,0.0,1,0.3,4,2,98,15,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-09,0,0.0,1,0.3,4,3,99,15,175.86,157.19,0.01107,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-10,8,0.0,1,0.0,4,4,100,15,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-11,9,0.0,2,0.0,4,5,101,15,175.86,157.19,0.00528,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-12,16,0.0,2,0.0,4,6,102,15,175.86,157.19,0.00754,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-13,6,0.0,1,0.0,4,0,103,16,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-14,4,0.0,1,0.0,4,1,104,16,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-15,20,0.0,1,0.0,4,2,105,16,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-16,0,0.0,1,0.0,4,3,106,16,175.86,157.19,0.00187,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-17,8,0.0,1,0.0,4,4,107,16,175.86,157.19,0.01488,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-18,4,0.0,2,0.0,4,5,108,16,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-19,6,0.0,2,0.0,4,6,109,16,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-20,6,0.0,1,0.0,4,0,110,17,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-21,7,0.0,1,0.0,4,1,111,17,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-22,20,0.0,1,0.0,4,2,112,17,175.86,157.19,0.0053,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-23,6,0.0,1,0.0,4,3,113,17,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-24,13,0.0,1,0.0,4,4,114,17,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-25,4,0.0,2,0.0,4,5,115,17,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-26,8,0.0,2,0.0,4,6,116,17,175.86,157.19,0.03772,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-27,3,0.0,1,0.0,4,0,117,18,175.86,157.19,0.00754,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-28,10,0.0,1,0.6,4,1,118,18,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-29,14,0.0,1,0.6,4,2,119,18,175.86,157.19,0.01107,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1001,10,2015-04-30,11,0.0,1,0.8,4,3,120,18,175.86,157.19,0.006,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
1002,10,2015-01-01,0,0.0,3,1.0,1,3,1,1,6.24,157.19,0.01007,0.07166,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-02,0,0.0,3,1.0,1,4,2,1,6.24,157.19,0.00575,0.04445,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-03,0,0.0,3,1.0,1,5,3,1,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-04,0,0.0,1,0.5,1,6,4,1,6.24,157.19,0.23107,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-05,1,0.0,1,0.3,1,0,5,2,6.24,157.19,0.02758,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-06,0,0.0,1,0.3,1,1,6,2,6.24,157.19,0.02455,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-07,1,0.0,1,0.0,1,2,7,2,6.24,157.19,0.01446,0.07166,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-08,1,0.0,1,0.0,1,3,8,2,6.24,157.19,0.00131,0.0138,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-09,0,0.0,1,0.0,1,4,9,2,6.24,157.19,0.00058,0.00117,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-10,0,0.0,2,0.0,1,5,10,2,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-11,0,0.0,2,0.0,1,6,11,2,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-12,0,0.0,1,0.0,1,0,12,3,6.24,157.19,0.00965,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-13,0,0.0,1,0.0,1,1,13,3,6.24,157.19,0.00575,0.04445,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-14,0,0.0,1,0.0,1,2,14,3,6.24,157.19,0.01801,0.20668,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-15,0,0.0,1,0.0,1,3,15,3,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-16,0,0.0,1,0.0,1,4,16,3,6.24,157.19,0.02406,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-17,0,0.0,2,0.0,1,5,17,3,6.24,157.19,0.01446,0.07166,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-18,0,0.0,2,0.0,1,6,18,3,6.24,157.19,0.01434,0.20668,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,10,2015-01-19,0,0.0,1,0.0,1,0,19,4,6.24,157.19,0.23107,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
