id,trip_id,TSB_Item,Auto,Manual,IsAutoTip
68,12,A-1_18,93,0,0
69,12,A-1_19,93,0,0
70,12,A-1_25,93,0,0
71,12,A-2_5,0,0,0
72,12,A-3_4,0,99,0
73,13,A-1_6,90,0,0
74,13,A-1_18,0,0,0
75,13,A-1_19,0,0,0
76,13,A-1_25,1,0,0
77,13,A-2_5,90,0,0
78,13,A-3_4,90,99,0
79,14,A-1_6,0,0,0
80,14,A-1_18,1,1,2
81,14,A-1_19,90,0,0
82,14,A-1_25,1,1,2
83,14,A-2_5,0,0,0
84,14,A-3_4,0,99,0
85,15,A-1_6,0,0,0
86,15,A-1_18,1,0,0
87,15,A-1_19,1,0,0
88,15,A-1_25,90,0,0
89,15,A-2_5,0,0,0
90,15,A-3_4,0,99,0
91,16,A-1_6,0,0,0
92,16,A-1_18,0,0,0
93,16,A-1_19,1,0,0
94,16,A-1_25,1,0,0
95,16,A-2_5,0,0,0
96,16,A-3_4,0,99,0
97,17,A-1_6,0,0,1
98,17,A-1_18,0,0,0
99,17,A-1_19,1,0,0
100,17,A-1_25,0,0,0
101,17,A-2_5,0,0,0
102,17,A-3_4,0,99,0
103,18,A-1_6,0,2,1
104,18,A-1_18,90,2,2
105,18,A-1_19,1,0,0
106,18,A-1_25,1,2,2
107,18,A-2_5,0,0,0
108,18,A-3_4,0,99,0
109,19,A-1_6,92,0,0
110,19,A-1_18,0,0,0
111,19,A-1_19,0,0,0
112,19,A-1_25,0,0,0
113,19,A-2_5,92,0,0
114,19,A-3_4,92,99,0
115,20,A-1_6,93,0,0
116,20,A-1_18,93,0,0
117,20,A-1_19,93,0,0
118,20,A-1_25,93,0,0
119,20,A-2_5,93,0,0
120,20,A-3_4,93,99,0
121,21,A-1_6,93,0,0
122,21,A-1_18,93,0,0
123,21,A-1_19,93,0,0
124,21,A-1_25,93,0,0
125,21,A-2_5,93,0,0
126,21,A-3_4,93,99,0
127,22,A-1_6,93,0,0
128,22,A-1_18,91,0,0
129,22,A-1_19,91,0,0
130,22,A-1_25,91,0,0
131,22,A-2_5,93,0,0
132,22,A-3_4,93,99,0
133,23,A-1_6,0,0,0
134,23,A-1_18,1,0,0
135,23,A-1_19,1,0,0
136,23,A-1_25,1,0,0
137,23,A-2_5,0,0,0
138,23,A-3_4,0,99,0
139,24,A-1_6,92,0,0
140,24,A-1_18,0,0,0
141,24,A-1_19,1,0,0
142,24,A-1_25,1,0,0
143,24,A-2_5,92,0,0
144,24,A-3_4,92,99,0
145,25,A-1_6,0,0,0
146,25,A-1_18,92,0,0
147,25,A-1_19,1,0,0
148,25,A-1_25,1,0,0
149,25,A-2_5,0,0,0
150,25,A-3_4,0,99,0
151,26,A-1_6,0,0,0
152,26,A-1_18,90,0,0
153,26,A-1_19,90,0,0
154,26,A-1_25,90,0,0
155,26,A-2_5,0,0,0
156,26,A-3_4,0,99,0
157,27,A-1_6,93,0,0
158,27,A-1_18,92,0,0
159,27,A-1_19,91,0,0
160,27,A-1_25,91,0,0
161,27,A-2_5,93,0,0
162,27,A-3_4,93,99,0
163,28,A-1_6,93,0,0
164,28,A-1_18,1,0,0
165,28,A-1_19,90,0,0
166,28,A-1_25,90,0,0
167,28,A-2_5,93,0,0
168,28,A-3_4,93,99,0
169,29,A-1_6,1,0,0
170,29,A-1_18,0,0,0
171,29,A-1_19,0,0,0
172,29,A-1_25,0,0,0
173,29,A-2_5,0,0,0
174,29,A-3_4,0,99,0
175,30,A-1_6,93,0,0
176,30,A-1_18,91,0,0
177,30,A-1_19,1,0,0
178,30,A-1_25,1,0,0
179,30,A-2_5,93,0,0
180,30,A-3_4,93,99,0
181,31,A-1_6,93,0,0
182,31,A-1_18,93,0,0
183,31,A-1_19,93,0,0
184,31,A-1_25,93,0,0
185,31,A-2_5,93,0,0
186,31,A-3_4,93,99,0
187,32,A-1_6,90,0,0
188,32,A-1_18,1,0,0
189,32,A-1_19,1,0,0
190,32,A-1_25,1,0,0
191,32,A-2_5,90,0,0
192,32,A-3_4,90,99,0
193,33,A-1_6,90,0,0
194,33,A-1_18,92,0,0
195,33,A-1_19,92,0,0
196,33,A-1_25,92,0,0
197,33,A-2_5,90,0,0
198,33,A-3_4,90,99,0
199,34,A-1_6,93,0,0
200,34,A-1_18,0,0,0
201,34,A-1_19,1,0,0
202,34,A-1_25,1,0,0
203,34,A-2_5,93,0,0
204,34,A-3_4,93,99,0
205,35,A-1_6,90,0,0
206,35,A-1_18,0,0,0
207,35,A-1_19,0,0,0
208,35,A-1_25,0,0,0
209,35,A-2_5,90,0,0
210,35,A-3_4,90,99,0
211,36,A-1_6,0,0,0
212,36,A-1_18,0,0,0
213,36,A-1_19,0,0,0
214,36,A-1_25,1,0,0
215,36,A-2_5,0,0,0
216,36,A-3_4,0,99,0
217,37,A-1_6,93,0,0
218,37,A-1_18,92,0,0
219,37,A-1_19,1,0,0
220,37,A-1_25,1,0,0
221,37,A-2_5,93,0,0
222,37,A-3_4,93,99,0
223,38,A-1_6,93,0,0
224,38,A-1_18,91,0,0
225,38,A-1_19,1,0,0
226,38,A-1_25,1,0,0
227,38,A-2_5,93,0,0
228,38,A-3_4,93,99,0
229,39,A-1_6,0,0,0
230,39,A-1_18,1,0,0
231,39,A-1_19,1,0,0
232,39,A-1_25,91,0,0
233,39,A-2_5,0,0,0
234,39,A-3_4,0,99,0
235,40,A-1_6,0,0,0
236,40,A-1_18,90,0,0
237,40,A-1_19,1,0,0
238,40,A-1_25,90,0,0
239,40,A-2_5,0,0,0
240,40,A-3_4,0,99,0
241,41,A-1_6,0,0,0
242,41,A-1_18,0,0,0
243,41,A-1_19,1,0,0
244,41,A-1_25,1,0,0
245,41,A-2_5,0,0,0
246,41,A-3_4,0,99,0
247,42,A-1_6,0,0,0
248,42,A-1_18,0,0,0
249,42,A-1_19,1,0,0
250,42,A-1_25,1,0,0
251,42,A-2_5,0,0,0
252,42,A-3_4,0,99,0
253,43,A-1_6,0,0,0
254,43,A-1_18,0,0,0
255,43,A-1_19,1,0,0
256,43,A-1_25,0,0,0
257,43,A-2_5,0,0,0
258,43,A-3_4,0,99,0
259,44,A-1_6,0,0,0
260,44,A-1_18,90,0,0
261,44,A-1_19,90,0,0
262,44,A-1_25,90,0,0
263,44,A-2_5,0,0,0
264,44,A-3_4,0,99,0
265,45,A-1_6,0,0,0
266,45,A-1_18,90,0,0
267,45,A-1_19,90,0,0
268,45,A-1_25,90,0,0
269,45,A-2_5,0,0,0
270,45,A-3_4,0,99,0
271,46,A-1_6,0,0,0
272,46,A-1_18,90,0,0
273,46,A-1_19,90,0,0
274,46,A-1_25,90,0,0
275,46,A-2_5,0,0,0
276,46,A-3_4,0,99,0
277,47,A-1_6,90,0,0
278,47,A-1_18,90,0,0
279,47,A-1_19,1,0,0
280,47,A-1_25,90,0,0
281,47,A-2_5,90,0,0
282,47,A-3_4,90,99,0
283,48,A-1_6,0,0,0
284,48,A-1_18,90,0,0
285,48,A-1_19,1,0,0
286,48,A-1_25,1,0,0
287,48,A-2_5,0,0,0
288,48,A-3_4,0,99,0
289,49,A-1_6,93,0,0
290,49,A-1_18,93,0,0
291,49,A-1_19,93,0,0
292,49,A-1_25,93,0,0
293,49,A-2_5,93,0,0
294,49,A-3_4,93,99,0
295,50,A-1_6,0,0,0
296,50,A-1_18,90,0,0
297,50,A-1_19,90,0,0
298,50,A-1_25,1,0,0
299,50,A-2_5,0,0,0
300,50,A-3_4,0,99,0
301,51,A-1_6,0,0,0
302,51,A-1_18,0,0,0
303,51,A-1_19,1,0,0
304,51,A-1_25,0,0,0
305,51,A-2_5,0,0,0
306,51,A-3_4,0,99,0
307,52,A-1_6,0,0,0
308,52,A-1_18,0,0,0
309,52,A-1_19,0,0,0
310,52,A-1_25,1,0,0
311,52,A-2_5,0,0,0
312,52,A-3_4,0,99,0
313,53,A-1_6,0,0,0
314,53,A-1_18,0,0,0
315,53,A-1_19,1,0,0
316,53,A-1_25,0,0,0
317,53,A-2_5,0,0,0
318,53,A-3_4,0,99,0
319,54,A-1_6,0,0,0
320,54,A-1_18,0,0,0
321,54,A-1_19,1,0,0
322,54,A-1_25,0,0,0
323,54,A-2_5,0,0,0
324,54,A-3_4,0,99,0
325,55,A-1_6,0,0,0
326,55,A-1_18,0,0,0
327,55,A-1_19,1,0,0
328,55,A-1_25,1,0,0
329,55,A-2_5,0,0,0
330,55,A-3_4,0,99,0
331,56,A-1_6,0,0,0
332,56,A-1_18,0,0,0
333,56,A-1_19,0,0,0
334,56,A-1_25,0,0,0
335,56,A-2_5,0,0,0
336,56,A-3_4,0,99,0
337,57,A-1_6,93,0,0
338,57,A-1_18,93,0,0
339,57,A-1_19,93,0,0
340,57,A-1_25,93,0,0
341,57,A-2_5,93,0,0
342,57,A-3_4,93,99,0
343,58,A-1_6,90,0,0
344,58,A-1_18,0,0,0
345,58,A-1_19,1,0,0
346,58,A-1_25,1,0,0
347,58,A-2_5,90,0,0
348,58,A-3_4,90,99,0
349,59,A-1_6,0,0,0
350,59,A-1_18,90,0,0
351,59,A-1_19,1,0,0
352,59,A-1_25,1,0,0
353,59,A-2_5,0,0,0
354,59,A-3_4,0,99,0
355,60,A-1_6,0,0,0
356,60,A-1_18,90,0,0
357,60,A-1_19,1,0,0
358,60,A-1_25,1,0,0
359,60,A-2_5,0,0,0
360,60,A-3_4,0,99,0
361,61,A-1_6,0,0,0
362,61,A-1_18,1,0,0
363,61,A-1_19,1,0,0
364,61,A-1_25,1,0,0
365,61,A-2_5,0,0,0
366,61,A-3_4,0,99,0
367,62,A-1_6,0,0,0
368,62,A-1_18,92,0,0
369,62,A-1_19,1,0,0
370,62,A-1_25,1,0,0
371,62,A-2_5,0,0,0
372,62,A-3_4,0,99,0
373,63,A-1_6,0,0,0
374,63,A-1_18,90,0,0
375,63,A-1_19,1,0,0
376,63,A-1_25,1,0,0
377,63,A-2_5,0,0,0
378,63,A-3_4,0,99,0
379,64,A-1_6,0,0,0
380,64,A-1_18,0,0,0
381,64,A-1_19,1,0,0
382,64,A-1_25,1,0,0
383,64,A-2_5,0,0,0
384,64,A-3_4,0,99,0
385,65,A-1_6,0,0,0
386,65,A-1_18,0,0,0
387,65,A-1_19,0,0,0
388,65,A-1_25,1,0,0
389,65,A-2_5,0,0,0
390,65,A-3_4,0,99,0
391,66,A-1_6,93,0,0
392,66,A-1_18,93,0,0
393,66,A-1_19,93,0,0
394,66,A-1_25,93,0,0
395,66,A-2_5,93,0,0
396,66,A-3_4,93,99,0
397,67,A-1_6,0,0,0
398,67,A-1_18,90,0,0
399,67,A-1_19,1,0,0
400,67,A-1_25,90,0,0
401,67,A-2_5,0,0,0
402,67,A-3_4,0,99,0
403,68,A-1_6,0,0,0
404,68,A-1_18,0,0,0
405,68,A-1_19,0,0,0
406,68,A-1_25,1,0,0
407,68,A-2_5,0,0,0
408,68,A-3_4,0,99,0
409,69,A-1_6,0,0,0
410,69,A-1_18,0,2,1
411,69,A-1_19,1,0,0
412,69,A-1_25,0,0,0
413,69,A-2_5,0,0,0
414,69,A-3_4,0,99,0
415,70,A-1_6,0,0,0
416,70,A-1_18,1,2,1
417,70,A-1_19,1,0,0
418,70,A-1_25,93,0,0
419,70,A-2_5,0,0,0
420,70,A-3_4,0,99,0
421,71,A-1_6,90,0,0
422,71,A-1_18,0,2,1
423,71,A-1_19,1,0,0
424,71,A-1_25,1,0,0
425,71,A-2_5,90,0,0
426,71,A-3_4,90,99,0
427,72,A-1_6,0,0,0
428,72,A-1_18,0,0,2
429,72,A-1_19,1,0,1
430,72,A-1_25,1,0,0
431,72,A-2_5,0,0,0
432,72,A-3_4,0,99,0
433,73,A-1_6,90,0,0
434,73,A-1_18,1,2,1
435,73,A-1_19,1,2,2
436,73,A-1_25,1,2,2
437,73,A-2_5,90,0,0
438,73,A-3_4,90,99,0
439,74,A-1_6,92,0,0
440,74,A-1_18,0,0,0
441,74,A-1_19,1,0,0
442,74,A-1_25,1,0,0
443,74,A-2_5,92,0,0
444,74,A-3_4,92,99,0
445,75,A-1_6,1,99,0
446,75,A-1_18,0,99,0
447,75,A-1_19,0,99,0
448,75,A-1_25,0,99,0
449,75,A-2_5,1,99,0
450,75,A-3_4,1,99,0
451,76,A-1_6,93,0,0
452,76,A-1_18,1,0,0
453,76,A-1_19,90,0,0
454,76,A-1_25,90,0,0
455,76,A-2_5,93,0,0
456,76,A-3_4,93,99,0
457,77,A-1_6,0,0,0
458,77,A-1_18,0,0,0
459,77,A-1_19,1,0,0
460,77,A-1_25,0,0,0
461,77,A-2_5,0,0,0
462,77,A-3_4,0,99,0
463,78,A-1_6,93,0,0
464,78,A-1_18,93,0,0
465,78,A-1_19,93,0,0
466,78,A-1_25,93,0,0
467,78,A-2_5,93,0,0
468,78,A-3_4,93,99,0
469,79,A-1_6,0,0,0
470,79,A-1_18,1,0,0
471,79,A-1_19,0,0,0
472,79,A-1_25,1,0,0
473,79,A-2_5,0,0,0
474,79,A-3_4,0,99,0
475,80,A-1_6,0,0,0
476,80,A-1_18,0,0,0
477,80,A-1_19,1,0,0
478,80,A-1_25,1,0,0
479,80,A-2_5,0,0,0
480,80,A-3_4,0,99,0
481,81,A-1_6,0,0,0
482,81,A-1_18,90,0,0
483,81,A-1_19,90,0,0
484,81,A-1_25,1,0,0
485,81,A-2_5,0,0,0
486,81,A-3_4,0,99,0
487,82,A-1_6,0,0,0
488,82,A-1_18,90,0,0
489,82,A-1_19,90,0,0
490,82,A-1_25,1,0,0
491,82,A-2_5,0,0,0
492,82,A-3_4,0,99,0
493,83,A-1_6,93,0,0
494,83,A-1_18,92,0,0
495,83,A-1_19,91,0,0
496,83,A-1_25,91,0,0
497,83,A-2_5,93,0,0
498,83,A-3_4,93,99,0
499,84,A-1_6,93,0,0
500,84,A-1_18,92,0,0
501,84,A-1_19,91,0,0
502,84,A-1_25,91,0,0
503,84,A-2_5,93,0,0
504,84,A-3_4,93,99,0
505,85,A-1_6,92,0,0
506,85,A-1_18,90,0,0
507,85,A-1_19,90,0,0
508,85,A-1_25,1,0,0
509,85,A-2_5,92,0,0
510,85,A-3_4,92,99,0
511,86,A-1_6,93,0,0
512,86,A-1_18,0,0,0
513,86,A-1_19,1,0,0
514,86,A-1_25,1,0,0
515,86,A-2_5,93,0,0
516,86,A-3_4,93,99,0
517,87,A-1_6,93,0,0
518,87,A-1_18,1,0,0
519,87,A-1_19,1,0,0
520,87,A-1_25,1,0,0
521,87,A-2_5,93,0,0
522,87,A-3_4,93,99,0
523,88,A-1_6,93,0,0
524,88,A-1_18,91,0,0
525,88,A-1_19,1,0,0
526,88,A-1_25,1,0,0
527,88,A-2_5,93,0,0
528,88,A-3_4,93,99,0
529,89,A-1_6,93,0,0
530,89,A-1_18,0,0,0
531,89,A-1_19,1,0,0
532,89,A-1_25,1,0,0
533,89,A-2_5,93,0,0
534,89,A-3_4,93,99,0
535,90,A-1_6,90,0,0
536,90,A-1_18,1,0,0
537,90,A-1_19,1,0,0
538,90,A-1_25,1,0,0
539,90,A-2_5,90,0,0
540,90,A-3_4,90,99,0
541,91,A-1_6,93,0,0
542,91,A-1_18,93,0,0
543,91,A-1_19,93,0,0
544,91,A-1_25,93,0,0
545,91,A-2_5,93,0,0
546,91,A-3_4,93,99,0
547,92,A-1_6,93,0,0
548,92,A-1_18,93,0,0
549,92,A-1_19,93,0,0
550,92,A-1_25,93,0,0
551,92,A-2_5,93,0,0
552,92,A-3_4,93,99,0
553,93,A-1_6,93,0,0
554,93,A-1_18,93,0,0
555,93,A-1_19,93,0,0
556,93,A-1_25,93,0,0
557,93,A-2_5,93,0,0
558,93,A-3_4,93,99,0
559,94,A-1_6,93,0,0
560,94,A-1_18,93,0,0
561,94,A-1_19,93,0,0
562,94,A-1_25,93,0,0
563,94,A-2_5,93,0,0
564,94,A-3_4,93,99,0
565,95,A-1_6,93,0,0
566,95,A-1_18,93,0,0
567,95,A-1_19,93,0,0
568,95,A-1_25,93,0,0
569,95,A-2_5,93,0,0
570,95,A-3_4,93,99,0
571,96,A-1_6,0,0,0
572,96,A-1_18,90,0,0
573,96,A-1_19,1,0,0
574,96,A-1_25,90,0,0
575,96,A-2_5,0,0,0
576,96,A-3_4,0,99,0
577,97,A-1_6,0,0,0
578,97,A-1_18,91,0,0
579,97,A-1_19,1,0,0
580,97,A-1_25,91,0,0
581,97,A-2_5,0,0,0
582,97,A-3_4,0,99,0
583,98,A-1_6,0,0,0
584,98,A-1_18,0,0,0
585,98,A-1_19,1,0,0
586,98,A-1_25,0,0,0
587,98,A-2_5,0,0,0
588,98,A-3_4,0,99,0
589,99,A-1_6,0,0,0
590,99,A-1_18,0,0,0
591,99,A-1_19,0,0,0
592,99,A-1_25,1,0,0
593,99,A-2_5,0,0,0
594,99,A-3_4,0,99,0
595,100,A-1_6,0,0,0
596,100,A-1_18,90,0,0
597,100,A-1_19,1,0,0
598,100,A-1_25,1,0,0
599,100,A-2_5,0,0,0
600,100,A-3_4,0,99,0
601,101,A-1_6,90,0,0
602,101,A-1_18,0,0,0
603,101,A-1_19,1,0,0
604,101,A-1_25,1,0,0
605,101,A-2_5,90,0,0
606,101,A-3_4,90,99,0
607,102,A-1_6,90,0,0
608,102,A-1_18,0,0,0
609,102,A-1_19,1,0,0
610,102,A-1_25,1,0,0
611,102,A-2_5,90,0,0
612,102,A-3_4,90,99,0
613,103,A-1_6,90,0,0
614,103,A-1_18,0,0,0
615,103,A-1_19,1,0,0
616,103,A-1_25,1,0,0
617,103,A-2_5,90,0,0
618,103,A-3_4,90,99,0
619,104,A-1_6,90,0,0
620,104,A-1_18,90,0,0
621,104,A-1_19,1,0,0
622,104,A-1_25,1,0,0
623,104,A-2_5,90,0,0
624,104,A-3_4,90,99,0
625,105,A-1_6,90,0,0
626,105,A-1_18,0,0,0
627,105,A-1_19,1,0,0
628,105,A-1_25,1,0,0
629,105,A-2_5,90,0,0
630,105,A-3_4,90,99,0
631,106,A-1_6,93,0,0
632,106,A-1_18,93,0,0
633,106,A-1_19,93,0,0
634,106,A-1_25,93,0,0
635,106,A-2_5,93,0,0
636,106,A-3_4,93,99,0
637,107,A-1_6,0,0,0
638,107,A-1_18,0,0,0
639,107,A-1_19,1,0,0
640,107,A-1_25,0,0,0
641,107,A-2_5,0,0,0
642,107,A-3_4,0,99,0
643,108,A-1_6,93,0,0
644,108,A-1_18,90,0,0
645,108,A-1_19,90,0,0
646,108,A-1_25,1,0,0
647,108,A-2_5,93,0,0
648,108,A-3_4,93,99,0
649,109,A-1_6,93,0,0
650,109,A-1_18,93,0,0
651,109,A-1_19,93,0,0
652,109,A-1_25,93,0,0
653,109,A-2_5,93,0,0
654,109,A-3_4,93,99,0
655,110,A-1_6,93,0,0
656,110,A-1_18,92,0,0
657,110,A-1_19,1,0,0
658,110,A-1_25,91,0,0
659,110,A-2_5,93,0,0
660,110,A-3_4,93,99,0
661,111,A-1_6,92,0,0
662,111,A-1_18,0,0,0
663,111,A-1_19,1,0,0
664,111,A-1_25,1,0,0
665,111,A-2_5,92,0,0
666,111,A-3_4,92,99,0
667,112,A-1_6,92,0,0
668,112,A-1_18,90,0,0
669,112,A-1_19,90,0,0
670,112,A-1_25,90,0,0
671,112,A-2_5,92,0,0
672,112,A-3_4,92,99,0
673,113,A-1_6,93,0,0
674,113,A-1_18,0,0,0
675,113,A-1_19,1,0,0
676,113,A-1_25,1,0,0
677,113,A-2_5,93,99,0
678,113,A-3_4,93,99,0
679,114,A-1_6,93,0,0
680,114,A-1_18,1,0,0
681,114,A-1_19,1,0,0
682,114,A-1_25,0,0,0
683,114,A-2_5,93,99,0
684,114,A-3_4,93,99,0
685,115,A-1_6,93,0,0
686,115,A-1_18,0,0,0
687,115,A-1_19,1,0,0
688,115,A-1_25,1,0,0
689,115,A-2_5,93,99,0
690,115,A-3_4,93,99,0
691,116,A-1_6,0,0,0
692,116,A-1_18,0,0,0
693,116,A-1_19,1,0,0
694,116,A-1_25,1,0,0
695,116,A-2_5,0,0,0
696,116,A-3_4,0,99,0
697,117,A-1_6,93,0,0
698,117,A-1_18,92,0,0
699,117,A-1_19,91,0,0
700,117,A-1_25,91,0,0
701,117,A-2_5,93,0,0
702,117,A-3_4,93,99,0
703,118,A-1_6,0,0,0
704,118,A-1_18,90,0,0
705,118,A-1_19,1,0,0
706,118,A-1_25,1,0,0
707,118,A-2_5,0,0,0
708,118,A-3_4,0,99,0
709,119,A-1_6,0,0,0
710,119,A-1_18,0,0,0
711,119,A-1_19,1,0,0
712,119,A-1_25,1,0,0
713,119,A-2_5,0,0,0
714,119,A-3_4,0,99,0
715,120,A-1_6,0,0,0
716,120,A-1_18,0,0,0
717,120,A-1_19,1,0,0
718,120,A-1_25,1,0,0
719,120,A-2_5,0,0,0
720,120,A-3_4,0,99,0
721,121,A-1_6,0,0,0
722,121,A-1_18,1,0,0
723,121,A-1_19,1,0,0
724,121,A-1_25,1,0,0
725,121,A-2_5,0,0,0
726,121,A-3_4,0,99,0
727,122,A-1_6,92,0,0
728,122,A-1_18,1,0,0
729,122,A-1_19,1,0,0
730,122,A-1_25,1,0,0
731,122,A-2_5,92,0,0
732,122,A-3_4,92,99,0
733,123,A-1_6,0,0,0
734,123,A-1_18,0,0,0
735,123,A-1_19,0,0,0
736,123,A-1_25,0,0,0
737,123,A-2_5,0,99,0
738,123,A-3_4,0,99,0
739,124,A-1_6,90,0,0
740,124,A-1_18,0,0,0
741,124,A-1_19,1,2,1
742,124,A-1_25,1,2,1
743,124,A-2_5,90,0,0
744,124,A-3_4,90,99,0
745,125,A-1_6,0,0,0
746,125,A-1_18,0,0,0
747,125,A-1_19,1,1,1
748,125,A-1_25,1,1,1
749,125,A-2_5,0,0,0
750,125,A-3_4,0,99,0
751,126,A-1_6,0,0,0
752,126,A-1_18,1,2,1
753,126,A-1_19,1,0,0
754,126,A-1_25,0,0,0
755,126,A-2_5,0,0,0
756,126,A-3_4,0,99,0
757,127,A-1_6,0,0,0
758,127,A-1_18,91,0,0
759,127,A-1_19,1,0,0
760,127,A-1_25,91,0,0
761,127,A-2_5,0,0,0
762,127,A-3_4,0,99,0
763,128,A-1_6,0,0,0
764,128,A-1_18,0,0,0
765,128,A-1_19,1,0,0
766,128,A-1_25,1,2,1
767,128,A-2_5,0,0,0
768,128,A-3_4,0,99,0
769,129,A-1_6,93,0,0
770,129,A-1_18,92,0,0
771,129,A-1_19,1,0,0
772,129,A-1_25,1,0,0
773,129,A-2_5,93,0,0
774,129,A-3_4,93,99,0
775,130,A-1_6,93,0,0
776,130,A-1_18,91,0,0
777,130,A-1_19,1,0,0
778,130,A-1_25,1,0,0
779,130,A-2_5,93,0,0
780,130,A-3_4,93,99,0
781,131,A-1_6,92,0,0
782,131,A-1_18,1,0,0
783,131,A-1_19,0,0,0
784,131,A-1_25,0,0,0
785,131,A-2_5,92,0,0
786,131,A-3_4,92,99,0
787,132,A-1_6,92,0,0
788,132,A-1_18,0,0,0
789,132,A-1_19,1,0,0
790,132,A-1_25,1,0,0
791,132,A-2_5,92,0,0
792,132,A-3_4,92,99,0
793,133,A-1_6,93,0,0
794,133,A-1_18,93,0,0
795,133,A-1_19,93,0,0
796,133,A-1_25,93,0,0
797,133,A-2_5,93,0,0
798,133,A-3_4,93,99,0
799,134,A-1_6,90,0,0
800,134,A-1_18,0,0,0
801,134,A-1_19,0,0,0
802,134,A-1_25,1,0,0
803,134,A-2_5,90,0,0
804,134,A-3_4,90,99,0
805,135,A-1_6,0,0,0
806,135,A-1_18,0,0,0
807,135,A-1_19,0,0,0
808,135,A-1_25,1,0,0
809,135,A-2_5,0,0,0
810,135,A-3_4,0,99,0
811,136,A-1_6,0,0,0
812,136,A-1_18,0,0,0
813,136,A-1_19,0,0,0
814,136,A-1_25,0,0,0
815,136,A-2_5,0,0,0
816,136,A-3_4,0,99,0
817,137,A-1_6,0,0,0
818,137,A-1_18,0,0,0
819,137,A-1_19,1,0,0
820,137,A-1_25,0,0,0
821,137,A-2_5,0,0,0
822,137,A-3_4,0,99,0
823,138,A-1_6,0,0,0
824,138,A-1_18,0,0,0
825,138,A-1_19,1,0,0
826,138,A-1_25,0,0,0
827,138,A-2_5,0,0,0
828,138,A-3_4,0,99,0
829,139,A-1_6,90,0,0
830,139,A-1_18,0,0,0
831,139,A-1_19,0,0,0
832,139,A-1_25,0,0,0
833,139,A-2_5,90,0,0
834,139,A-3_4,90,99,0
835,140,A-1_6,90,0,0
836,140,A-1_18,0,0,0
837,140,A-1_19,1,0,0
838,140,A-1_25,0,0,0
839,140,A-2_5,90,0,0
840,140,A-3_4,90,99,0
841,141,A-1_6,90,0,0
842,141,A-1_18,0,0,0
843,141,A-1_19,0,0,0
844,141,A-1_25,0,0,0
845,141,A-2_5,90,0,0
846,141,A-3_4,90,99,0
847,142,A-1_6,90,0,0
848,142,A-1_18,0,0,0
849,142,A-1_19,0,0,0
850,142,A-1_25,1,0,0
851,142,A-2_5,90,0,0
852,142,A-3_4,90,99,0
853,143,A-1_6,90,0,0
854,143,A-1_18,0,0,0
855,143,A-1_19,1,0,0
856,143,A-1_25,0,0,0
857,143,A-2_5,90,0,0
858,143,A-3_4,90,99,0
859,144,A-1_6,1,0,0
860,144,A-1_18,93,0,0
861,144,A-1_19,93,0,0
862,144,A-1_25,93,0,0
863,144,A-2_5,90,0,0
864,144,A-3_4,90,99,0
865,145,A-1_6,90,0,0
866,145,A-1_18,0,0,0
867,145,A-1_19,1,0,0
868,145,A-1_25,1,0,0
869,145,A-2_5,90,0,0
870,145,A-3_4,90,99,0
871,146,A-1_6,90,0,0
