Class,SaleDate,Coupon
1102,2015/4/7,0
1102,2015/4/8,0
1102,2015/4/9,0
1102,2015/4/10,0
1102,2015/4/11,0
1102,2015/4/12,0
1102,2015/4/13,0
1102,2015/4/14,0
1102,2015/4/15,0
1102,2015/4/16,0
1102,2015/4/17,0
1102,2015/4/18,0
1102,2015/4/19,0
1102,2015/4/20,0
1102,2015/4/21,0
1102,2015/4/22,0
1102,2015/4/23,0
1102,2015/4/24,0
1102,2015/4/25,0
1102,2015/4/26,0
1102,2015/4/27,0
1102,2015/4/28,0
1102,2015/4/29,0
1102,2015/4/30,0
1103,2015/4/1,0
1103,2015/4/2,0
1103,2015/4/3,0
1103,2015/4/4,0
1103,2015/4/5,0
1103,2015/4/6,0
1103,2015/4/7,0
1103,2015/4/8,0
1103,2015/4/9,0
1103,2015/4/10,0
1103,2015/4/11,0
1103,2015/4/12,0
1103,2015/4/13,0
1103,2015/4/14,0
1103,2015/4/15,0
1103,2015/4/16,0
1103,2015/4/17,0
1103,2015/4/18,0
1103,2015/4/19,0
1103,2015/4/20,0
1103,2015/4/21,0
1103,2015/4/22,0
1103,2015/4/23,0
1103,2015/4/24,0
1103,2015/4/25,0
1103,2015/4/26,0
1103,2015/4/27,0
1103,2015/4/28,0
1103,2015/4/29,0
1103,2015/4/30,0
1104,2015/4/1,0
1104,2015/4/2,0
1104,2015/4/3,0
1104,2015/4/4,0
1104,2015/4/5,0
1104,2015/4/6,0
1104,2015/4/7,0
1104,2015/4/8,0
1104,2015/4/9,0
1104,2015/4/10,0
1104,2015/4/11,0
1104,2015/4/12,0
1104,2015/4/13,0
1104,2015/4/14,0
1104,2015/4/15,0
1104,2015/4/16,0
1104,2015/4/17,0
1104,2015/4/18,0
1104,2015/4/19,0
1104,2015/4/20,0
1104,2015/4/21,0
1104,2015/4/22,0
1104,2015/4/23,0
1104,2015/4/24,0
1104,2015/4/25,0
1104,2015/4/26,0
1104,2015/4/27,0
1104,2015/4/28,0
1104,2015/4/29,0
1104,2015/4/30,0
1201,2015/4/1,0
1201,2015/4/2,0
1201,2015/4/3,0
1201,2015/4/4,0
1201,2015/4/5,0
1201,2015/4/6,0
1201,2015/4/7,0
1201,2015/4/8,0
1201,2015/4/9,0
1201,2015/4/10,0
1201,2015/4/11,0
1201,2015/4/12,0
1201,2015/4/13,0
1201,2015/4/14,0
1201,2015/4/15,0
1201,2015/4/16,0
1201,2015/4/17,0
1201,2015/4/18,0
1201,2015/4/19,0
1201,2015/4/20,0
1201,2015/4/21,0
1201,2015/4/22,0
1201,2015/4/23,0
1201,2015/4/24,0
1201,2015/4/25,0
1201,2015/4/26,0
1201,2015/4/27,0
1201,2015/4/28,0
1201,2015/4/29,0
1201,2015/4/30,0
1202,2015/4/1,0
1202,2015/4/2,0
1202,2015/4/3,0
1202,2015/4/4,0
1202,2015/4/5,0
1202,2015/4/6,0
1202,2015/4/7,0
1202,2015/4/8,0
1202,2015/4/9,0
1202,2015/4/10,0
1202,2015/4/11,0
1202,2015/4/12,0
1202,2015/4/13,0
1202,2015/4/14,0
1202,2015/4/15,0
1202,2015/4/16,0
1202,2015/4/17,0
1202,2015/4/18,0
1202,2015/4/19,0
1202,2015/4/20,0
1202,2015/4/21,0
1202,2015/4/22,0
1202,2015/4/23,0
1202,2015/4/24,0
1202,2015/4/25,0
1202,2015/4/26,0
1202,2015/4/27,0
1202,2015/4/28,0
1202,2015/4/29,0
1202,2015/4/30,0
1203,2015/4/1,0
1203,2015/4/2,0
1203,2015/4/3,0
1203,2015/4/4,0
1203,2015/4/5,0
1203,2015/4/6,0
1203,2015/4/7,0
1203,2015/4/8,0
1203,2015/4/9,0
1203,2015/4/10,0
1203,2015/4/11,0
1203,2015/4/12,0
1203,2015/4/13,0
1203,2015/4/14,0
1203,2015/4/15,0
1203,2015/4/16,0
1203,2015/4/17,0
1203,2015/4/18,0
1203,2015/4/19,0
1203,2015/4/20,0
1203,2015/4/21,0
1203,2015/4/22,0
1203,2015/4/23,0
1203,2015/4/24,0
1203,2015/4/25,0
1203,2015/4/26,0
1203,2015/4/27,0
1203,2015/4/28,0
1203,2015/4/29,0
1203,2015/4/30,0
1205,2015/4/1,0
1205,2015/4/2,0
1205,2015/4/3,0
1205,2015/4/4,0
1205,2015/4/5,0
1205,2015/4/6,0
1205,2015/4/7,0
1205,2015/4/8,0
1205,2015/4/9,0
1205,2015/4/10,0
1205,2015/4/11,0
1205,2015/4/12,0
1205,2015/4/13,0
1205,2015/4/14,0
1205,2015/4/15,0
1205,2015/4/16,0
1205,2015/4/17,0
1205,2015/4/18,0
1205,2015/4/19,0
1205,2015/4/20,0
1205,2015/4/21,0
1205,2015/4/22,0
1205,2015/4/23,0
1205,2015/4/24,0
1205,2015/4/25,0
1205,2015/4/26,0
1205,2015/4/27,0
1205,2015/4/28,0
1205,2015/4/29,0
1205,2015/4/30,0
1301,2015/4/1,0
1301,2015/4/2,0
1301,2015/4/3,0
1301,2015/4/4,0
1301,2015/4/5,0
1301,2015/4/6,0
1301,2015/4/7,0
1301,2015/4/8,0
1301,2015/4/9,0
1301,2015/4/10,0
1301,2015/4/11,0
1301,2015/4/12,0
1301,2015/4/13,0
1301,2015/4/14,0
1301,2015/4/15,0
1301,2015/4/16,0
1301,2015/4/17,0
1301,2015/4/18,0
1301,2015/4/19,0
1301,2015/4/20,0
1301,2015/4/21,0
1301,2015/4/22,0
1301,2015/4/23,0
1301,2015/4/24,0
1301,2015/4/25,0
1301,2015/4/26,0
1301,2015/4/27,0
1301,2015/4/28,0
1301,2015/4/29,0
1301,2015/4/30,0
1302,2015/4/1,0
1302,2015/4/2,0
1302,2015/4/3,0
1302,2015/4/4,0
1302,2015/4/5,0
1302,2015/4/6,0
1302,2015/4/7,0
1302,2015/4/8,0
1302,2015/4/9,0
1302,2015/4/10,0
1302,2015/4/11,0
1302,2015/4/12,0
1302,2015/4/13,0
1302,2015/4/14,0
1302,2015/4/15,0
1302,2015/4/16,0
1302,2015/4/17,0
1302,2015/4/18,0
1302,2015/4/19,0
1302,2015/4/20,0
1302,2015/4/21,0
1302,2015/4/22,0
1302,2015/4/23,0
1302,2015/4/24,0
1302,2015/4/25,0
1302,2015/4/26,0
1302,2015/4/27,0
1302,2015/4/28,0
1302,2015/4/29,0
1302,2015/4/30,0
1306,2015/4/1,0
1306,2015/4/2,0
1306,2015/4/3,0
1306,2015/4/4,0
1306,2015/4/5,0
1306,2015/4/6,0
1306,2015/4/7,0
1306,2015/4/8,0
1306,2015/4/9,0
1306,2015/4/10,0
1306,2015/4/11,0
1306,2015/4/12,0
1306,2015/4/13,0
1306,2015/4/14,0
1306,2015/4/15,0
1306,2015/4/16,0
1306,2015/4/17,0
1306,2015/4/18,0
1306,2015/4/19,0
1306,2015/4/20,0
1306,2015/4/21,0
1306,2015/4/22,0
1306,2015/4/23,0
1306,2015/4/24,0
1306,2015/4/25,0
1306,2015/4/26,0
1306,2015/4/27,0
1306,2015/4/28,0
1306,2015/4/29,0
1306,2015/4/30,0
1308,2015/4/1,0
1308,2015/4/2,0
1308,2015/4/3,0
1308,2015/4/4,0
1308,2015/4/5,0
1308,2015/4/6,0
1308,2015/4/7,0
1308,2015/4/8,0
1308,2015/4/9,0
1308,2015/4/10,0
1308,2015/4/11,0
1308,2015/4/12,0
1308,2015/4/13,0
1308,2015/4/14,0
1308,2015/4/15,0
1308,2015/4/16,0
1308,2015/4/17,0
1308,2015/4/18,0
1308,2015/4/19,0
1308,2015/4/20,0
1308,2015/4/21,0
1308,2015/4/22,0
1308,2015/4/23,0
1308,2015/4/24,0
1308,2015/4/25,0
1308,2015/4/26,0
1308,2015/4/27,0
1308,2015/4/28,0
1308,2015/4/29,0
1308,2015/4/30,0
1402,2015/4/1,0
1402,2015/4/2,0
1402,2015/4/3,0
1402,2015/4/4,0
1402,2015/4/5,0
1402,2015/4/6,0
1402,2015/4/7,0
1402,2015/4/8,0
1402,2015/4/9,0
1402,2015/4/10,0
1402,2015/4/11,0
1402,2015/4/12,0
1402,2015/4/13,0
1402,2015/4/14,0
1402,2015/4/15,0
1402,2015/4/16,0
1402,2015/4/17,0
1402,2015/4/18,0
1402,2015/4/19,0
1402,2015/4/20,0
1402,2015/4/21,0
1402,2015/4/22,0
1402,2015/4/23,0
1402,2015/4/24,0
1402,2015/4/25,0
1402,2015/4/26,0
1402,2015/4/27,0
1402,2015/4/28,0
1402,2015/4/29,0
1402,2015/4/30,0
1403,2015/4/1,0
1403,2015/4/2,0
1403,2015/4/3,0
1403,2015/4/4,0
1403,2015/4/5,0
1403,2015/4/6,0
1403,2015/4/7,0
1403,2015/4/8,0
1403,2015/4/9,0
1403,2015/4/10,0
1403,2015/4/11,0
1403,2015/4/12,0
1403,2015/4/13,0
1403,2015/4/14,0
1403,2015/4/15,0
1403,2015/4/16,0
1403,2015/4/17,0
1403,2015/4/18,0
1403,2015/4/19,0
1403,2015/4/20,0
1403,2015/4/21,0
1403,2015/4/22,0
1403,2015/4/23,0
1403,2015/4/24,0
1403,2015/4/25,0
1403,2015/4/26,0
1403,2015/4/27,0
1403,2015/4/28,0
1403,2015/4/29,0
1403,2015/4/30,0
1501,2015/4/1,1
1501,2015/4/2,1
1501,2015/4/3,1
1501,2015/4/4,0
1501,2015/4/5,0
1501,2015/4/6,0
1501,2015/4/7,0
1501,2015/4/8,1
1501,2015/4/9,0
1501,2015/4/10,0
1501,2015/4/11,0
1501,2015/4/12,0
1501,2015/4/13,0
1501,2015/4/14,0
1501,2015/4/15,1
1501,2015/4/16,0
1501,2015/4/17,0
1501,2015/4/18,0
1501,2015/4/19,0
1501,2015/4/20,0
1501,2015/4/21,0
1501,2015/4/22,1
1501,2015/4/23,0
1501,2015/4/24,0
1501,2015/4/25,0
1501,2015/4/26,0
1501,2015/4/27,0
1501,2015/4/28,0
1501,2015/4/29,1
1501,2015/4/30,0
1502,2015/4/1,0
1502,2015/4/2,0
1502,2015/4/3,0
1502,2015/4/4,0
1502,2015/4/5,0
1502,2015/4/6,0
1502,2015/4/7,0
1502,2015/4/8,0
1502,2015/4/9,0
1502,2015/4/10,0
1502,2015/4/11,0
1502,2015/4/12,0
1502,2015/4/13,0
1502,2015/4/14,0
1502,2015/4/15,0
1502,2015/4/16,0
1502,2015/4/17,0
1502,2015/4/18,0
1502,2015/4/19,0
1502,2015/4/20,0
1502,2015/4/21,0
1502,2015/4/22,0
1502,2015/4/23,0
1502,2015/4/24,0
1502,2015/4/25,0
1502,2015/4/26,0
1502,2015/4/27,0
1502,2015/4/28,0
1502,2015/4/29,0
1502,2015/4/30,0
1503,2015/4/1,0
1503,2015/4/2,0
1503,2015/4/3,0
1503,2015/4/4,0
1503,2015/4/5,0
1503,2015/4/6,0
1503,2015/4/7,0
1503,2015/4/8,0
1503,2015/4/9,0
1503,2015/4/10,0
1503,2015/4/11,0
1503,2015/4/12,0
1503,2015/4/13,0
1503,2015/4/14,0
1503,2015/4/15,0
1503,2015/4/16,0
1503,2015/4/17,0
1503,2015/4/18,0
1503,2015/4/19,0
1503,2015/4/20,0
1503,2015/4/21,0
1503,2015/4/22,0
1503,2015/4/23,0
1503,2015/4/24,0
1503,2015/4/25,0
1503,2015/4/26,0
1503,2015/4/27,0
1503,2015/4/28,0
1503,2015/4/29,0
1503,2015/4/30,0
1504,2015/4/1,0
1504,2015/4/2,0
1504,2015/4/3,0
1504,2015/4/4,0
1504,2015/4/5,0
1504,2015/4/6,0
1504,2015/4/7,0
1504,2015/4/8,0
1504,2015/4/9,0
1504,2015/4/10,0
1504,2015/4/11,0
1504,2015/4/12,0
1504,2015/4/13,0
1504,2015/4/14,0
1504,2015/4/15,0
1504,2015/4/16,0
1504,2015/4/17,0
1504,2015/4/18,0
1504,2015/4/19,0
1504,2015/4/20,0
1504,2015/4/21,0
1504,2015/4/22,0
1504,2015/4/23,0
1504,2015/4/24,0
1504,2015/4/25,0
1504,2015/4/26,0
1504,2015/4/27,0
1504,2015/4/28,0
1504,2015/4/29,0
1504,2015/4/30,0
1505,2015/4/1,5
1505,2015/4/2,3
1505,2015/4/3,4
1505,2015/4/4,4
1505,2015/4/5,2
1505,2015/4/6,1
1505,2015/4/7,1
1505,2015/4/8,5
1505,2015/4/9,3
1505,2015/4/10,4
1505,2015/4/11,4
1505,2015/4/12,3
1505,2015/4/13,4
1505,2015/4/14,3
1505,2015/4/15,5
1505,2015/4/16,3
1505,2015/4/17,4
1505,2015/4/18,4
1505,2015/4/19,3
1505,2015/4/20,4
1505,2015/4/21,3
1505,2015/4/22,5
1505,2015/4/23,3
1505,2015/4/24,3
1505,2015/4/25,4
1505,2015/4/26,3
1505,2015/4/27,4
1505,2015/4/28,3
1505,2015/4/29,5
1505,2015/4/30,3
1508,2015/4/1,0
1508,2015/4/2,0
1508,2015/4/3,1
1508,2015/4/4,0
1508,2015/4/5,0
1508,2015/4/6,0
1508,2015/4/7,0
1508,2015/4/8,0
1508,2015/4/9,0
1508,2015/4/10,1
1508,2015/4/11,0
1508,2015/4/12,0
1508,2015/4/13,0
1508,2015/4/14,0
1508,2015/4/15,0
1508,2015/4/16,0
1508,2015/4/17,1
1508,2015/4/18,0
1508,2015/4/19,0
1508,2015/4/20,0
1508,2015/4/21,0
1508,2015/4/22,0
1508,2015/4/23,0
1508,2015/4/24,1
1508,2015/4/25,0
1508,2015/4/26,0
1508,2015/4/27,0
1508,2015/4/28,0
1508,2015/4/29,0
1508,2015/4/30,0
1509,2015/4/1,0
1509,2015/4/2,0
1509,2015/4/3,0
1509,2015/4/4,0
1509,2015/4/5,0
1509,2015/4/6,0
1509,2015/4/7,0
1509,2015/4/8,0
1509,2015/4/9,0
1509,2015/4/10,0
1509,2015/4/11,0
1509,2015/4/12,0
1509,2015/4/13,0
1509,2015/4/14,0
1509,2015/4/15,0
1509,2015/4/16,0
1509,2015/4/17,0
1509,2015/4/18,0
1509,2015/4/19,0
1509,2015/4/20,0
1509,2015/4/21,0
1509,2015/4/22,0
1509,2015/4/23,0
1509,2015/4/24,0
1509,2015/4/25,0
1509,2015/4/26,0
1509,2015/4/27,0
1509,2015/4/28,0
1509,2015/4/29,0
1509,2015/4/30,0
1510,2015/4/1,1
1510,2015/4/2,0
1510,2015/4/3,0
1510,2015/4/4,0
1510,2015/4/5,1
1510,2015/4/6,1
1510,2015/4/7,1
1510,2015/4/8,0
1510,2015/4/9,0
1510,2015/4/10,0
1510,2015/4/11,0
1510,2015/4/12,1
1510,2015/4/13,0
1510,2015/4/14,0
1510,2015/4/15,0
1510,2015/4/16,0
1510,2015/4/17,0
1510,2015/4/18,0
1510,2015/4/19,1
1510,2015/4/20,0
1510,2015/4/21,0
1510,2015/4/22,0
1510,2015/4/23,0
1510,2015/4/24,0
1510,2015/4/25,0
1510,2015/4/26,1
1510,2015/4/27,0
1510,2015/4/28,0
1510,2015/4/29,0
1510,2015/4/30,0
1511,2015/4/1,0
1511,2015/4/2,0
1511,2015/4/3,0
1511,2015/4/4,0
1511,2015/4/5,0
1511,2015/4/6,0
1511,2015/4/7,0
1511,2015/4/8,0
1511,2015/4/9,0
1511,2015/4/10,0
1511,2015/4/11,0
1511,2015/4/12,0
1511,2015/4/13,0
1511,2015/4/14,0
1511,2015/4/15,0
1511,2015/4/16,0
1511,2015/4/17,0
1511,2015/4/18,0
1511,2015/4/19,0
1511,2015/4/20,0
1511,2015/4/21,0
1511,2015/4/22,0
1511,2015/4/23,0
1511,2015/4/24,0
1511,2015/4/25,0
1511,2015/4/26,0
1511,2015/4/27,0
1511,2015/4/28,0
1511,2015/4/29,0
1511,2015/4/30,0
1512,2015/4/1,1
1512,2015/4/2,0
1512,2015/4/3,0
1512,2015/4/4,0
1512,2015/4/5,1
1512,2015/4/6,1
1512,2015/4/7,0
1512,2015/4/8,1
1512,2015/4/9,0
1512,2015/4/10,0
1512,2015/4/11,0
1512,2015/4/12,0
1512,2015/4/13,0
1512,2015/4/14,0
1512,2015/4/15,1
1512,2015/4/16,0
1512,2015/4/17,0
1512,2015/4/18,0
1512,2015/4/19,0
1512,2015/4/20,0
1512,2015/4/21,0
1512,2015/4/22,1
1512,2015/4/23,0
1512,2015/4/24,0
1512,2015/4/25,0
1512,2015/4/26,0
1512,2015/4/27,0
1512,2015/4/28,0
1512,2015/4/29,1
1512,2015/4/30,0
1513,2015/4/1,0
1513,2015/4/2,0
1513,2015/4/3,0
1513,2015/4/4,0
1513,2015/4/5,0
1513,2015/4/6,0
1513,2015/4/7,0
1513,2015/4/8,0
1513,2015/4/9,0
1513,2015/4/10,0
1513,2015/4/11,0
1513,2015/4/12,0
1513,2015/4/13,0
1513,2015/4/14,0
1513,2015/4/15,0
1513,2015/4/16,0
1513,2015/4/17,0
1513,2015/4/18,0
1513,2015/4/19,0
1513,2015/4/20,0
1513,2015/4/21,0
1513,2015/4/22,0
1513,2015/4/23,0
1513,2015/4/24,0
1513,2015/4/25,0
1513,2015/4/26,0
1513,2015/4/27,0
1513,2015/4/28,0
1513,2015/4/29,0
1513,2015/4/30,0
1514,2015/4/1,0
1514,2015/4/2,0
1514,2015/4/3,0
1514,2015/4/4,0
1514,2015/4/5,0
1514,2015/4/6,0
1514,2015/4/7,0
1514,2015/4/8,0
1514,2015/4/9,0
1514,2015/4/10,0
1514,2015/4/11,0
1514,2015/4/12,0
1514,2015/4/13,0
1514,2015/4/14,0
1514,2015/4/15,0
1514,2015/4/16,0
1514,2015/4/17,0
1514,2015/4/18,0
1514,2015/4/19,0
1514,2015/4/20,0
1514,2015/4/21,0
1514,2015/4/22,0
1514,2015/4/23,0
1514,2015/4/24,0
1514,2015/4/25,0
1514,2015/4/26,0
1514,2015/4/27,0
1514,2015/4/28,0
1514,2015/4/29,0
1514,2015/4/30,0
1515,2015/4/1,0
1515,2015/4/2,0
1515,2015/4/3,0
1515,2015/4/4,0
1515,2015/4/5,0
1515,2015/4/6,0
1515,2015/4/7,0
1515,2015/4/8,0
1515,2015/4/9,0
1515,2015/4/10,0
1515,2015/4/11,0
1515,2015/4/12,0
1515,2015/4/13,0
1515,2015/4/14,0
1515,2015/4/15,0
1515,2015/4/16,0
1515,2015/4/17,0
1515,2015/4/18,0
1515,2015/4/19,0
1515,2015/4/20,0
1515,2015/4/21,0
1515,2015/4/22,0
1515,2015/4/23,0
1515,2015/4/24,0
1515,2015/4/25,0
1515,2015/4/26,0
1515,2015/4/27,0
1515,2015/4/28,0
1515,2015/4/29,0
1515,2015/4/30,0
1516,2015/4/1,0
1516,2015/4/2,0
1516,2015/4/3,0
1516,2015/4/4,0
1516,2015/4/5,0
1516,2015/4/6,0
1516,2015/4/7,0
1516,2015/4/8,0
1516,2015/4/9,0
1516,2015/4/10,0
1516,2015/4/11,0
1516,2015/4/12,0
1516,2015/4/13,0
1516,2015/4/14,0
1516,2015/4/15,0
1516,2015/4/16,0
1516,2015/4/17,0
1516,2015/4/18,0
1516,2015/4/19,0
1516,2015/4/20,0
1516,2015/4/21,0
1516,2015/4/22,0
1516,2015/4/23,0
1516,2015/4/24,0
1516,2015/4/25,0
1516,2015/4/26,0
1516,2015/4/27,0
1516,2015/4/28,0
1516,2015/4/29,0
1516,2015/4/30,0
1517,2015/4/1,2
1517,2015/4/2,1
1517,2015/4/3,1
1517,2015/4/4,1
1517,2015/4/5,1
1517,2015/4/6,1
1517,2015/4/7,0
1517,2015/4/8,1
1517,2015/4/9,1
1517,2015/4/10,1
1517,2015/4/11,1
1517,2015/4/12,1
1517,2015/4/13,1
1517,2015/4/14,1
1517,2015/4/15,1
1517,2015/4/16,1
1517,2015/4/17,1
1517,2015/4/18,1
1517,2015/4/19,1
1517,2015/4/20,1
1517,2015/4/21,1
1517,2015/4/22,1
1517,2015/4/23,1
1517,2015/4/24,1
1517,2015/4/25,1
1517,2015/4/26,1
1517,2015/4/27,1
1517,2015/4/28,0
1517,2015/4/29,1
1517,2015/4/30,1
1518,2015/4/1,7
1518,2015/4/2,2
1518,2015/4/3,2
1518,2015/4/4,3
1518,2015/4/5,4
1518,2015/4/6,3
1518,2015/4/7,1
1518,2015/4/8,7
1518,2015/4/9,2
1518,2015/4/10,2
1518,2015/4/11,3
1518,2015/4/12,3
1518,2015/4/13,4
1518,2015/4/14,3
1518,2015/4/15,7
1518,2015/4/16,2
1518,2015/4/17,2
1518,2015/4/18,3
1518,2015/4/19,3
1518,2015/4/20,4
1518,2015/4/21,2
1518,2015/4/22,7
1518,2015/4/23,2
1518,2015/4/24,2
1518,2015/4/25,3
1518,2015/4/26,3
1518,2015/4/27,4
1518,2015/4/28,2
1518,2015/4/29,7
1518,2015/4/30,2
1519,2015/4/1,2
1519,2015/4/2,0
1519,2015/4/3,1
1519,2015/4/4,0
1519,2015/4/5,9
1519,2015/4/6,2
1519,2015/4/7,0
1519,2015/4/8,2
1519,2015/4/9,0
1519,2015/4/10,1
1519,2015/4/11,0
1519,2015/4/12,1
1519,2015/4/13,1
1519,2015/4/14,1
1519,2015/4/15,2
1519,2015/4/16,0
1519,2015/4/17,1
1519,2015/4/18,0
1519,2015/4/19,1
1519,2015/4/20,1
1519,2015/4/21,2
1519,2015/4/22,2
1519,2015/4/23,0
1519,2015/4/24,1
1519,2015/4/25,1
1519,2015/4/26,1
1519,2015/4/27,1
1519,2015/4/28,2
1519,2015/4/29,2
1519,2015/4/30,0
1521,2015/4/1,0
1521,2015/4/2,0
1521,2015/4/3,0
1521,2015/4/4,0
1521,2015/4/5,0
1521,2015/4/6,0
1521,2015/4/7,0
1521,2015/4/8,0
1521,2015/4/9,0
1521,2015/4/10,0
1521,2015/4/11,0
1521,2015/4/12,0
1521,2015/4/13,0
1521,2015/4/14,0
1521,2015/4/15,0
1521,2015/4/16,0
1521,2015/4/17,0
1521,2015/4/18,0
1521,2015/4/19,0
1521,2015/4/20,0
1521,2015/4/21,0
1521,2015/4/22,0
1521,2015/4/23,0
1521,2015/4/24,0
