,Class,parClass,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb
81,1001,10,2015-03-23,2,0.0,1,0.0,3,0,82,13,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
82,1001,10,2015-03-24,6,0.0,1,0.0,3,1,83,13,175.86,157.19,0.01434,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
83,1001,10,2015-03-25,22,0.0,1,0.0,3,2,84,13,175.86,157.19,0.00203,0.00455,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
84,1001,10,2015-03-26,7,0.0,1,0.0,3,3,85,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
85,1001,10,2015-03-27,3,0.0,1,0.0,3,4,86,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
86,1001,10,2015-03-28,3,0.0,2,0.0,3,5,87,13,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
87,1001,10,2015-03-29,5,0.0,2,0.0,3,6,88,13,175.86,157.19,0.00234,0.02076,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
88,1001,10,2015-03-30,6,0.0,1,0.0,3,0,89,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
89,1001,10,2015-03-31,0,0.0,1,0.0,3,1,90,14,175.86,157.19,0.00117,0.00624,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
90,1001,10,2015-04-01,17,0.0,1,0.6,4,2,91,14,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
91,1001,10,2015-04-02,10,0.0,1,0.6,4,3,92,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
92,1001,10,2015-04-03,5,0.0,1,0.8,4,4,93,14,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
93,1001,10,2015-04-04,9,0.0,3,1.0,4,5,94,14,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
94,1001,10,2015-04-05,7,0.0,3,1.0,4,6,95,14,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
95,1001,10,2015-04-06,7,0.0,3,1.0,4,0,96,15,175.86,157.19,0.00371,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
96,1001,10,2015-04-07,10,0.0,1,0.5,4,1,97,15,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
97,1001,10,2015-04-08,13,0.0,1,0.3,4,2,98,15,175.86,157.19,0.00677,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
98,1001,10,2015-04-09,0,0.0,1,0.3,4,3,99,15,175.86,157.19,0.01107,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
99,1001,10,2015-04-10,8,0.0,1,0.0,4,4,100,15,175.86,157.19,0.02758,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
100,1001,10,2015-04-11,9,0.0,2,0.0,4,5,101,15,175.86,157.19,0.00528,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
101,1001,10,2015-04-12,16,0.0,2,0.0,4,6,102,15,175.86,157.19,0.00754,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
102,1001,10,2015-04-13,6,0.0,1,0.0,4,0,103,16,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
103,1001,10,2015-04-14,4,0.0,1,0.0,4,1,104,16,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
104,1001,10,2015-04-15,20,0.0,1,0.0,4,2,105,16,175.86,157.19,0.02455,0.11165,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
105,1001,10,2015-04-16,0,0.0,1,0.0,4,3,106,16,175.86,157.19,0.00187,0.0138,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
106,1001,10,2015-04-17,8,0.0,1,0.0,4,4,107,16,175.86,157.19,0.01488,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
107,1001,10,2015-04-18,4,0.0,2,0.0,4,5,108,16,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
108,1001,10,2015-04-19,6,0.0,2,0.0,4,6,109,16,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
109,1001,10,2015-04-20,6,0.0,1,0.0,4,0,110,17,175.86,157.19,0.01446,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
110,1001,10,2015-04-21,7,0.0,1,0.0,4,1,111,17,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
111,1001,10,2015-04-22,20,0.0,1,0.0,4,2,112,17,175.86,157.19,0.0053,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
112,1001,10,2015-04-23,6,0.0,1,0.0,4,3,113,17,175.86,157.19,0.02235,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
113,1001,10,2015-04-24,13,0.0,1,0.0,4,4,114,17,175.86,157.19,0.03758,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
114,1001,10,2015-04-25,4,0.0,2,0.0,4,5,115,17,175.86,157.19,0.07556,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
115,1001,10,2015-04-26,8,0.0,2,0.0,4,6,116,17,175.86,157.19,0.03772,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
116,1001,10,2015-04-27,3,0.0,1,0.0,4,0,117,18,175.86,157.19,0.00754,0.07166,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
117,1001,10,2015-04-28,10,0.0,1,0.6,4,1,118,18,175.86,157.19,0.23107,0.33148,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
118,1001,10,2015-04-29,14,0.0,1,0.6,4,2,119,18,175.86,157.19,0.01107,0.1372,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
119,1001,10,2015-04-30,11,0.0,1,0.8,4,3,120,18,175.86,157.19,0.006,0.20668,7.5,8.95,35,0,5.0,5.35,16,0,3.33023255814,0.0,0.0,0.0,0.0
120,1002,10,2015-01-01,0,0.0,3,1.0,1,3,1,1,6.24,157.19,0.01007,0.07166,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
121,1002,10,2015-01-02,0,0.0,3,1.0,1,4,2,1,6.24,157.19,0.00575,0.04445,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
122,1002,10,2015-01-03,0,0.0,3,1.0,1,5,3,1,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
123,1002,10,2015-01-04,0,0.0,1,0.5,1,6,4,1,6.24,157.19,0.23107,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
124,1002,10,2015-01-05,1,0.0,1,0.3,1,0,5,2,6.24,157.19,0.02758,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
125,1002,10,2015-01-06,0,0.0,1,0.3,1,1,6,2,6.24,157.19,0.02455,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
126,1002,10,2015-01-07,1,0.0,1,0.0,1,2,7,2,6.24,157.19,0.01446,0.07166,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
127,1002,10,2015-01-08,1,0.0,1,0.0,1,3,8,2,6.24,157.19,0.00131,0.0138,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
128,1002,10,2015-01-09,0,0.0,1,0.0,1,4,9,2,6.24,157.19,0.00058,0.00117,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
129,1002,10,2015-01-10,0,0.0,2,0.0,1,5,10,2,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
130,1002,10,2015-01-11,0,0.0,2,0.0,1,6,11,2,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
131,1002,10,2015-01-12,0,0.0,1,0.0,1,0,12,3,6.24,157.19,0.00965,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
132,1002,10,2015-01-13,0,0.0,1,0.0,1,1,13,3,6.24,157.19,0.00575,0.04445,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
133,1002,10,2015-01-14,0,0.0,1,0.0,1,2,14,3,6.24,157.19,0.01801,0.20668,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
134,1002,10,2015-01-15,0,0.0,1,0.0,1,3,15,3,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
135,1002,10,2015-01-16,0,0.0,1,0.0,1,4,16,3,6.24,157.19,0.02406,0.11165,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
