Class,SaleDate,saleCount,Coupon,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,parClass,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb
1002,2015-04-26,0,0.0,2,0.0,4,6,116,17,10,6.24,157.19,0.03758,0.20668,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,2015-04-27,0,0.0,1,0.0,4,0,117,18,10,6.24,157.19,0.23107,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,2015-04-28,0,0.0,1,0.6,4,1,118,18,10,6.24,157.19,0.07556,0.33148,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,6.24,157.19,0.0146,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1002,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,6.24,157.19,0.00892,0.1372,0.0,0.275,2,0,0.0,0.275,2,0,1.83333333333,0.0,0.0,0.0,0.0
1004,2015-04-01,0,0.0,1,0.6,4,2,91,14,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-02,0,0.0,1,0.6,4,3,92,14,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-03,0,0.0,1,0.8,4,4,93,14,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-04,0,0.0,3,1.0,4,5,94,14,10,42.17,157.19,0.00892,0.1372,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-05,0,0.0,3,1.0,4,6,95,14,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-06,0,0.0,3,1.0,4,0,96,15,10,42.17,157.19,0.02758,0.11165,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-07,0,0.0,1,0.5,4,1,97,15,10,42.17,157.19,0.01488,0.20668,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-08,0,0.0,1,0.3,4,2,98,15,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-09,0,0.0,1,0.3,4,3,99,15,10,42.17,157.19,0.02758,0.11165,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-10,0,0.0,1,0.0,4,4,100,15,10,42.17,157.19,0.01042,0.02076,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-11,0,0.0,2,0.0,4,5,101,15,10,42.17,157.19,0.02235,0.07166,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-12,0,0.0,2,0.0,4,6,102,15,10,42.17,157.19,0.00213,0.07166,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-13,0,0.0,1,0.0,4,0,103,16,10,42.17,157.19,0.02114,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-14,0,0.0,1,0.0,4,1,104,16,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-15,0,0.0,1,0.0,4,2,105,16,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-16,0,0.0,1,0.0,4,3,106,16,10,42.17,157.19,0.01102,0.1372,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-17,0,0.0,1,0.0,4,4,107,16,10,42.17,157.19,0.00677,0.1372,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-18,0,0.0,2,0.0,4,5,108,16,10,42.17,157.19,0.02114,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-19,0,0.0,2,0.0,4,6,109,16,10,42.17,157.19,0.00206,0.11165,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-20,0,0.0,1,0.0,4,0,110,17,10,42.17,157.19,0.02534,0.20668,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-21,0,0.0,1,0.0,4,1,111,17,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-22,0,0.0,1,0.0,4,2,112,17,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-23,0,0.0,1,0.0,4,3,113,17,10,42.17,157.19,0.01434,0.20668,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-24,0,0.0,1,0.0,4,4,114,17,10,42.17,157.19,0.00203,0.00455,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-25,0,0.0,2,0.0,4,5,115,17,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-26,0,0.0,2,0.0,4,6,116,17,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-27,0,0.0,1,0.0,4,0,117,18,10,42.17,157.19,0.07556,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-28,0,0.0,1,0.6,4,1,118,18,10,42.17,157.19,0.00234,0.02076,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,42.17,157.19,0.23107,0.33148,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1004,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,42.17,157.19,0.00117,0.00624,1.0,2.1375,9,0,1.0,1.3,4,0,3.22641509434,0.0,0.0,0.0,0.0
1005,2015-04-01,0,0.0,1,0.6,4,2,91,14,10,5.67,157.19,0.07556,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-02,0,0.0,1,0.6,4,3,92,14,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-03,0,0.0,1,0.8,4,4,93,14,10,5.67,157.19,0.02455,0.11165,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-04,0,0.0,3,1.0,4,5,94,14,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-05,0,0.0,3,1.0,4,6,95,14,10,5.67,157.19,0.00677,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-06,0,0.0,3,1.0,4,0,96,15,10,5.67,157.19,0.00371,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-07,0,0.0,1,0.5,4,1,97,15,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-08,0,0.0,1,0.3,4,2,98,15,10,5.67,157.19,0.00677,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-09,0,0.0,1,0.3,4,3,99,15,10,5.67,157.19,0.01107,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-10,0,0.0,1,0.0,4,4,100,15,10,5.67,157.19,0.02758,0.11165,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-11,0,0.0,2,0.0,4,5,101,15,10,5.67,157.19,0.00528,0.0138,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-12,0,0.0,2,0.0,4,6,102,15,10,5.67,157.19,0.00754,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-13,0,0.0,1,0.0,4,0,103,16,10,5.67,157.19,0.02235,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-14,0,0.0,1,0.0,4,1,104,16,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-15,0,0.0,1,0.0,4,2,105,16,10,5.67,157.19,0.02455,0.11165,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-16,0,0.0,1,0.0,4,3,106,16,10,5.67,157.19,0.00187,0.0138,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-17,0,0.0,1,0.0,4,4,107,16,10,5.67,157.19,0.01488,0.20668,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-18,0,0.0,2,0.0,4,5,108,16,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-19,0,0.0,2,0.0,4,6,109,16,10,5.67,157.19,0.01446,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-20,0,0.0,1,0.0,4,0,110,17,10,5.67,157.19,0.01446,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-21,0,0.0,1,0.0,4,1,111,17,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-22,0,0.0,1,0.0,4,2,112,17,10,5.67,157.19,0.0053,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-23,0,0.0,1,0.0,4,3,113,17,10,5.67,157.19,0.02235,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-24,0,0.0,1,0.0,4,4,114,17,10,5.67,157.19,0.03758,0.20668,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-25,0,0.0,2,0.0,4,5,115,17,10,5.67,157.19,0.07556,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-26,0,0.0,2,0.0,4,6,116,17,10,5.67,157.19,0.03772,0.20668,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-27,0,0.0,1,0.0,4,0,117,18,10,5.67,157.19,0.00754,0.07166,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-28,0,0.0,1,0.6,4,1,118,18,10,5.67,157.19,0.23107,0.33148,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-29,0,0.0,1,0.6,4,2,119,18,10,5.67,157.19,0.01107,0.1372,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1005,2015-04-30,0,0.0,1,0.8,4,3,120,18,10,5.67,157.19,0.006,0.20668,0.0,0.3125,4,0,0.0,0.125,2,0,4.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-01,0,0.0,1,0.6,4,2,91,14,10,2.13,157.19,0.01007,0.07166,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-02,0,0.0,1,0.6,4,3,92,14,10,2.13,157.19,0.00575,0.04445,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-03,0,0.0,1,0.8,4,4,93,14,10,2.13,157.19,0.07556,0.33148,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-04,0,0.0,3,1.0,4,5,94,14,10,2.13,157.19,0.23107,0.33148,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-05,0,0.0,3,1.0,4,6,95,14,10,2.13,157.19,0.02758,0.11165,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-06,0,0.0,3,1.0,4,0,96,15,10,2.13,157.19,0.02455,0.11165,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-07,0,0.0,1,0.5,4,1,97,15,10,2.13,157.19,0.01446,0.07166,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-08,0,0.0,1,0.3,4,2,98,15,10,2.13,157.19,0.00131,0.0138,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-09,0,0.0,1,0.3,4,3,99,15,10,2.13,157.19,0.00058,0.00117,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-10,0,0.0,1,0.0,4,4,100,15,10,2.13,157.19,0.07556,0.33148,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-11,0,0.0,2,0.0,4,5,101,15,10,2.13,157.19,0.07556,0.33148,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-12,0,0.0,2,0.0,4,6,102,15,10,2.13,157.19,0.00965,0.1372,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-13,0,0.0,1,0.0,4,0,103,16,10,2.13,157.19,0.00575,0.04445,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-14,0,0.0,1,0.0,4,1,104,16,10,2.13,157.19,0.01801,0.20668,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-15,0,0.0,1,0.0,4,2,105,16,10,2.13,157.19,0.07556,0.33148,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-16,0,0.0,1,0.0,4,3,106,16,10,2.13,157.19,0.02406,0.11165,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-17,0,0.0,1,0.0,4,4,107,16,10,2.13,157.19,0.01446,0.07166,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
1006,2015-04-18,0,0.0,2,0.0,4,5,108,16,10,2.13,157.19,0.01434,0.20668,0.0,0.0875,1,0,0.0,0.125,1,0,1.16666666667,0.0,0.0,0.0,0.0
