Class,SaleDate,holidayCluster,disHoliday,month,dayOfWeek,dayOfYear,weekOfYear,parClass,cumType,parCumType,hotIndex,parHotIndex,wkDaySaleCount_median,wkDaySaleCount_mean,wkDaySaleCount_max,wkDaySaleCount_min,holDaySaleCount_median,holDaySaleCount_mean,holDaySaleCount_max,holDaySaleCount_min,wkHolRatio,price_mean,price_median,bonusRatio,bonusHolRatio,bonusNotHolRatio,bonusWeekProb,saleCount
1099,2015-05-13,1,0.0,5,2,133,20,10,1.89,157.19,0.00575,0.04445,0.0,0.1125,2.0,0.0,0.0,0.025,1.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1099,2015-05-14,1,0.0,5,3,134,20,10,1.89,157.19,0.01801,0.20668,0.0,0.1125,2.0,0.0,0.0,0.025,1.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1101,2015-05-08,1,0.0,5,4,128,19,11,16.45,36.87,0.03758,0.20668,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-09,2,0.0,5,5,129,19,11,16.45,36.87,0.01446,0.07166,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-10,2,0.0,5,6,130,19,11,16.45,36.87,0.02396,0.1372,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-11,1,0.0,5,0,131,20,11,16.45,36.87,0.23107,0.33148,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-12,1,0.0,5,1,132,20,11,16.45,36.87,0.01107,0.1372,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-13,1,0.0,5,2,133,20,11,16.45,36.87,0.23107,0.33148,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1101,2015-05-14,1,0.0,5,3,134,20,11,16.45,36.87,0.23107,0.33148,0.0,0.7375,6.0,0.0,1.0,0.7,4.0,0.0,2.0,28.4856321839,30.0,0.0,0.0,0.0,0.0,0
1102,2015-05-08,1,0.0,5,4,128,19,11,12.48,36.87,0.00131,0.0138,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-09,2,0.0,5,5,129,19,11,12.48,36.87,0.00131,0.0138,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-10,2,0.0,5,6,130,19,11,12.48,36.87,0.00659,0.02076,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-11,1,0.0,5,0,131,20,11,12.48,36.87,0.23107,0.33148,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-12,1,0.0,5,1,132,20,11,12.48,36.87,0.00892,0.1372,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-13,1,0.0,5,2,133,20,11,12.48,36.87,0.23107,0.33148,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1102,2015-05-14,1,0.0,5,3,134,20,11,12.48,36.87,0.02406,0.11165,0.0,0.7,4.0,0.0,0.0,0.25,3.0,0.0,2.0,15.7963636364,11.9,0.0,0.0,0.0,0.0,0
1103,2015-05-08,1,0.0,5,4,128,19,11,6.24,36.87,0.03758,0.20668,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-09,2,0.0,5,5,129,19,11,6.24,36.87,0.01446,0.07166,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-10,2,0.0,5,6,130,19,11,6.24,36.87,0.03758,0.20668,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-11,1,0.0,5,0,131,20,11,6.24,36.87,0.03758,0.20668,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-12,1,0.0,5,1,132,20,11,6.24,36.87,0.23107,0.33148,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-13,1,0.0,5,2,133,20,11,6.24,36.87,0.23107,0.33148,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1103,2015-05-14,1,0.0,5,3,134,20,11,6.24,36.87,0.00117,0.00624,0.0,0.3375,7.0,0.0,0.0,0.15,1.0,0.0,2.0,29.5151515152,30.0,0.0,0.0,0.0,0.0,0
1201,2015-05-08,1,0.0,5,4,128,19,12,1870.77,2683.71,0.00341,0.07166,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-09,2,0.0,5,5,129,19,12,1870.77,2683.71,0.07556,0.33148,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-10,2,0.0,5,6,130,19,12,1870.77,2683.71,0.23107,0.33148,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-11,1,0.0,5,0,131,20,12,1870.77,2683.71,0.23107,0.33148,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-12,1,0.0,5,1,132,20,12,1870.77,2683.71,0.01446,0.07166,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-13,1,0.0,5,2,133,20,12,1870.77,2683.71,0.07556,0.33148,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1201,2015-05-14,1,0.0,5,3,134,20,12,1870.77,2683.71,0.23107,0.33148,86.0,87.3375,161.0,0.0,73.0,72.65,148.0,0.0,2.0,6.80664207015,5.6,0.0,0.0,0.0,0.0,0
1202,2015-05-08,1,0.0,5,4,128,19,12,171.14,2683.71,0.01721,0.1372,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-09,2,0.0,5,5,129,19,12,171.14,2683.71,0.03772,0.20668,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-10,2,0.0,5,6,130,19,12,171.14,2683.71,0.00768,0.04445,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-11,1,0.0,5,0,131,20,12,171.14,2683.71,0.03772,0.20668,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-12,1,0.0,5,1,132,20,12,171.14,2683.71,0.07556,0.33148,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-13,1,0.0,5,2,133,20,12,171.14,2683.71,0.00269,0.04445,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1202,2015-05-14,1,0.0,5,3,134,20,12,171.14,2683.71,0.01287,0.1372,8.0,8.225,20.0,0.0,6.0,6.175,16.0,0.0,2.0,5.71524861878,2.96,0.0,0.0,0.0,0.0,0
1203,2015-05-08,1,0.0,5,4,128,19,12,611.74,2683.71,0.07556,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-09,2,0.0,5,5,129,19,12,611.74,2683.71,0.23107,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-10,2,0.0,5,6,130,19,12,611.74,2683.71,0.23107,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-11,1,0.0,5,0,131,20,12,611.74,2683.71,0.02235,0.07166,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-12,1,0.0,5,1,132,20,12,611.74,2683.71,0.23107,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-13,1,0.0,5,2,133,20,12,611.74,2683.71,0.07556,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1203,2015-05-14,1,0.0,5,3,134,20,12,611.74,2683.71,0.07556,0.33148,27.0,28.8,84.0,0.0,23.5,23.275,44.0,0.0,2.0,14.1991993818,11.98,0.0,0.0,0.0,0.0,0
1205,2015-05-08,1,0.0,5,4,128,19,12,30.07,2683.71,0.03758,0.20668,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-09,2,0.0,5,5,129,19,12,30.07,2683.71,0.0341,0.20668,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-10,2,0.0,5,6,130,19,12,30.07,2683.71,0.00187,0.0138,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-11,1,0.0,5,0,131,20,12,30.07,2683.71,0.00892,0.1372,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-12,1,0.0,5,1,132,20,12,30.07,2683.71,0.006,0.20668,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-13,1,0.0,5,2,133,20,12,30.07,2683.71,0.23107,0.33148,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1205,2015-05-14,1,0.0,5,3,134,20,12,30.07,2683.71,0.01721,0.1372,1.0,1.6,8.0,0.0,0.5,0.775,4.0,0.0,2.0,11.2201257862,2.0,0.0,0.0,0.0,0.0,0
1301,2015-05-08,1,0.0,5,4,128,19,13,0.57,96.44,0.23107,0.33148,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-09,2,0.0,5,5,129,19,13,0.57,96.44,0.02114,0.33148,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-10,2,0.0,5,6,130,19,13,0.57,96.44,0.00782,0.11165,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-11,1,0.0,5,0,131,20,13,0.57,96.44,0.01801,0.20668,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-12,1,0.0,5,1,132,20,13,0.57,96.44,0.02534,0.20668,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-13,1,0.0,5,2,133,20,13,0.57,96.44,0.07556,0.33148,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1301,2015-05-14,1,0.0,5,3,134,20,13,0.57,96.44,0.00206,0.11165,2.0,2.5,7.0,0.0,1.0,2.05,7.0,0.0,2.0,21.0510638298,20.0,0.0,0.0,0.0,0.0,0
1302,2015-05-08,1,0.0,5,4,128,19,13,0.0,96.44,0.02396,0.1372,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-09,2,0.0,5,5,129,19,13,0.0,96.44,0.0053,0.1372,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-10,2,0.0,5,6,130,19,13,0.0,96.44,0.0341,0.20668,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-11,1,0.0,5,0,131,20,13,0.0,96.44,0.00754,0.07166,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-12,1,0.0,5,1,132,20,13,0.0,96.44,0.00892,0.1372,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-13,1,0.0,5,2,133,20,13,0.0,96.44,0.0341,0.20668,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1302,2015-05-14,1,0.0,5,3,134,20,13,0.0,96.44,0.23107,0.33148,1.0,0.8125,5.0,0.0,0.0,0.875,5.0,0.0,2.0,74.38,78.0,0.0,0.0,0.0,0.0,0
1306,2015-05-08,1,0.0,5,4,128,19,13,11.54,96.44,0.0053,0.1372,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-09,2,0.0,5,5,129,19,13,11.54,96.44,0.00329,0.04445,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-10,2,0.0,5,6,130,19,13,11.54,96.44,0.00521,0.02901,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-11,1,0.0,5,0,131,20,13,11.54,96.44,0.23107,0.33148,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-12,1,0.0,5,1,132,20,13,11.54,96.44,0.01102,0.1372,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-13,1,0.0,5,2,133,20,13,11.54,96.44,0.00892,0.1372,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1306,2015-05-14,1,0.0,5,3,134,20,13,11.54,96.44,0.01434,0.20668,0.0,0.6125,8.0,0.0,0.0,0.3,3.0,0.0,2.0,28.0,28.0,0.0,0.0,0.0,0.0,0
1308,2015-05-08,1,0.0,5,4,128,19,13,84.34,96.44,0.07556,0.33148,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-09,2,0.0,5,5,129,19,13,84.34,96.44,0.02758,0.11165,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-10,2,0.0,5,6,130,19,13,84.34,96.44,0.23107,0.33148,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-11,1,0.0,5,0,131,20,13,84.34,96.44,0.07556,0.33148,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-12,1,0.0,5,1,132,20,13,84.34,96.44,0.03772,0.20668,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-13,1,0.0,5,2,133,20,13,84.34,96.44,0.02235,0.07166,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1308,2015-05-14,1,0.0,5,3,134,20,13,84.34,96.44,0.23107,0.33148,4.0,3.8875,14.0,0.0,3.0,3.375,11.0,0.0,2.0,3.63004484305,6.0,0.0,0.0,0.0,0.0,0
1501,2015-05-08,1,0.0,5,4,128,19,15,101.99,966.64,0.07556,0.33148,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.158536585366,0
1501,2015-05-09,2,0.0,5,5,129,19,15,101.99,966.64,0.00645,0.1372,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.0975609756098,0
1501,2015-05-10,2,0.0,5,6,130,19,15,101.99,966.64,0.03758,0.20668,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.134146341463,0
1501,2015-05-11,1,0.0,5,0,131,20,15,101.99,966.64,0.02396,0.1372,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.109756097561,0
1501,2015-05-12,1,0.0,5,1,132,20,15,101.99,966.64,0.07556,0.33148,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.109756097561,0
1501,2015-05-13,1,0.0,5,2,133,20,15,101.99,966.64,0.02172,0.02901,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.231707317073,0
1501,2015-05-14,1,0.0,5,3,134,20,15,101.99,966.64,0.00768,0.04445,3.0,3.0,12.0,0.0,2.0,2.375,10.0,0.0,2.0,11.4265671642,12.3,0.3241,0.3768,0.3043,0.158536585366,0
1502,2015-05-08,1,0.0,5,4,128,19,15,3.96,966.64,0.23107,0.33148,0.0,0.125,2.0,0.0,0.0,0.075,2.0,0.0,2.0,4.93076923077,3.7,0.1818,0.0,0.25,1.0,0
1502,2015-05-09,2,0.0,5,5,129,19,15,3.96,966.64,0.23107,0.33148,0.0,0.125,2.0,0.0,0.0,0.075,2.0,0.0,2.0,4.93076923077,3.7,0.1818,0.0,0.25,0.0,0
1502,2015-05-10,2,0.0,5,6,130,19,15,3.96,966.64,0.0146,0.1372,0.0,0.125,2.0,0.0,0.0,0.075,2.0,0.0,2.0,4.93076923077,3.7,0.1818,0.0,0.25,0.0,0
1502,2015-05-11,1,0.0,5,0,131,20,15,3.96,966.64,0.03758,0.20668,0.0,0.125,2.0,0.0,0.0,0.075,2.0,0.0,2.0,4.93076923077,3.7,0.1818,0.0,0.25,0.0,0
